,count,mean,std,min,25%,50%,75%,max,skew,kurtosis
AAPL,6611,50.69742502888597,72.4600766930701,0.19655761122703552,2.1907455921173096,16.173294067382812,53.653377532958984,285.9224548339844,1.5250489436696026,1.044055076158175
KO,6611,29.224092017141885,17.551443594323683,9.360123634338379,13.343977451324463,25.634628295898438,39.7889289855957,81.00302124023438,0.8315454765415021,-0.36660978071771266
