date,N_risky,N_safe,wealth,p_curr,signal,pJ_t,sigmaJ_t,target_sigma,p_target
2020-05-19,1774.032621697871,8.995195624169483,134925.41828966638,0.9975251763746561,1,0.17522377979373935,0.0184033691210079,0.026507596354714325,0.9975251763746562
2020-05-20,1774.973101904753,7.093347823737445,137553.1143260659,0.9980276863946955,1,0.17836702392363335,0.018471370784943535,0.02651961769497512,0.9980276863946956
2020-05-21,1774.9475785845152,7.145393107500584,136525.3962604044,0.9980296660745275,0,0.1791917255468841,0.018490987886349532,0.026520699879919014,0.9980296660745274
2020-05-22,1775.7877301592264,5.415827601835546,137401.77163121864,0.9985207162362598,1,0.17834005167363556,0.018488736253992142,0.026530236562262794,0.9985207162362598
2020-05-26,1775.8848791464368,5.221756382105443,136477.2591846376,0.9985302611647816,0,0.1836417291935744,0.018515054303481066,0.026531128655342726,0.9985302611647815
2020-05-27,1656.9918740700482,240.49808313330595,137073.81264708797,0.9316670676213655,-1,0.1847342984229265,0.01852710626503257,0.024931110951880112,0.9316670676213654
2020-05-28,1560.1568995914947,430.74276166245795,137202.20107080293,0.8767852570056094,-1,0.18525066107280563,0.018530149129795708,0.023642251716356665,0.8767852570056094
2020-05-29,1560.171294152623,430.71426112094946,136937.8046184743,0.8776303002991844,0,0.18761470278303194,0.018532482599020503,0.023660668374701918,0.8776303002991844
2020-06-01,1481.0143545327883,588.3220232959656,138527.07495564633,0.8336729321085024,-1,0.1864295377792589,0.0185362938762265,0.022647136056118296,0.8336729321085024
2020-06-02,1480.9264443500156,588.4982072157999,139017.5943831549,0.834527692424359,0,0.18663120396201638,0.01853633238671997,0.02266643059254791,0.834527692424359
2020-06-03,1481.0654025359058,588.2240291493782,140146.7166460639,0.8324391842674126,0,0.18754944922676636,0.01855836346987459,0.02261571154693296,0.8324391842674126
2020-06-04,1542.6544320293774,467.799721973704,139151.79531441734,0.8657342849178874,1,0.18741608995704503,0.0185586148406433,0.023384383601577526,0.8657342849178874
2020-06-05,1591.2144605634178,372.474037861842,143039.03023567627,0.8934602818174531,1,0.18688236458847007,0.01861176014306281,0.024029651456199674,0.8934602818174531
2020-06-08,1629.8995349561692,297.2489976815043,144030.5697235865,0.9142551605682477,1,0.18818474939520718,0.018624204458552833,0.024521120073829724,0.9142551605682476
2020-06-09,1659.299006572007,237.25198555314523,147978.17791747823,0.9345235175973021,1,0.19181003572571179,0.018630616795187682,0.02499916305109882,0.9345235175973021
2020-06-10,1681.8764435538785,189.6222672555867,151460.91171934092,0.9492681408105518,1,0.1923294137323178,0.018630962249567035,0.02535082893102221,0.9492681408105517
2020-06-11,1699.7629926078807,151.27062479293235,144071.36432293078,0.9601482747916136,1,0.19992460113765184,0.018978149188478673,0.025608252617835073,0.9601482747916135
2020-06-12,1714.0507983512346,120.68926422066707,145325.38179722623,0.968150930278111,1,0.19993216311697112,0.018983944174999892,0.025800007596235207,0.968150930278111
2020-06-15,1725.3002934271974,96.68180699961577,147136.48246176328,0.9744135379587544,1,0.20058297659883115,0.019001627103063214,0.025952854653630283,0.9744135379587544
2020-06-16,1734.165090091543,77.45728895270373,150974.3549367398,0.9798195306594754,1,0.19934788703744427,0.019014670363932545,0.026082431078998707,0.9798195306594755
2020-06-17,1741.4401280388763,61.63807526065657,150756.0965009328,0.9839830975795432,1,0.1993150480013616,0.019016019848253688,0.026179739579947885,0.9839830975795432
2020-06-18,1741.4130561423433,61.696451415790904,150836.44620844352,0.9838354341921252,0,0.19993401511320094,0.01901984069621413,0.026178400835112782,0.9838354341921252
2020-06-19,1747.0042602979179,49.45615524682256,149938.08845828983,0.9872338527316714,1,0.20227537257030936,0.01904918386559594,0.02626061940933758,0.9872338527316713
2020-06-22,1751.3849337329914,39.55480248923366,153799.3026739465,0.990106592248476,1,0.20230410726017817,0.01904918471365445,0.026329133783944237,0.990106592248476
2020-06-23,1754.9258752061387,31.362700386016446,157046.31069822152,0.9923345759051153,1,0.20167801978482316,0.01904790722223527,0.026381243749868465,0.9923345759051153
2020-06-24,1757.700230455012,24.917623695011624,154269.23601500024,0.9939346811153383,1,0.20209133935728227,0.019088363918885128,0.02642048202528099,0.9939346811153384
2020-06-25,1759.8901044450142,19.79493572900465,156310.73003613157,0.995214728712819,1,0.20261429451276597,0.019085730801090283,0.0264515722975853,0.995214728712819
2020-06-26,1761.579679970956,15.844437559734914,151508.30201185396,0.9961679352474699,1,0.20181284592091858,0.019169320089189697,0.026475443969883997,0.9961679352474699
2020-06-29,1761.5430407779395,15.930519427914806,154997.19351904996,0.9961655558650571,0,0.20131724039251375,0.019199548806811278,0.026475826124757188,0.9961655558650571
2020-06-30,1653.8055672193193,269.33909625314493,156290.38319285572,0.9352432549731647,-1,0.20069390521197625,0.01918133691133182,0.025016610988688036,0.9352432549731647
2020-07-01,1566.117884450349,474.5554872800271,156045.61038262237,0.8853663525147056,-1,0.2007620588856553,0.01917990968559177,0.023843071723526107,0.8853663525147057
2020-07-02,1494.9192624703558,640.959596505251,156069.55683947715,0.844986287058645,-1,0.20112005052182141,0.019178200773841407,0.022906129097088754,0.8449862870586451
2020-07-06,1549.7446376376047,510.41312490376083,159785.97846994808,0.8784892708755101,1,0.19863834446790926,0.019186215071821333,0.023682453042073736,0.8784892708755101
2020-07-07,1549.6410103974724,510.65921828457994,159341.83167194188,0.8781457507570378,0,0.19848764215056847,0.019185768460429478,0.02367423088045583,0.8781457507570378
2020-07-08,1592.2220818593619,406.86137449873064,162540.5964598739,0.9051194941655997,1,0.19608873107429164,0.019182477768615053,0.02430349304102278,0.9051194941655996
2020-07-09,1625.071526411609,324.31698599977426,162776.31994271794,0.926422224204833,1,0.2021360060736665,0.01921819601182807,0.024805457203577012,0.926422224204833
2020-07-10,1651.7625846870492,258.9753720121245,163378.3019433449,0.9398096749541759,1,0.20818043446296164,0.019258889996935293,0.025125074296472965,0.9398096749541759
