critical_point
-0.6795485011616597
-0.23988761626793248
-0.23234811064751087
-0.19228102363612765
-0.17914074241196432
-0.15156769328585107
-0.10913104736519241
-0.008317086497840909
0.016670989272699166
0.03067292828205359
0.05716890517667794
0.06298509522671747
0.07957200759164496
0.1148999767844775
