Date,price,SMA_30,EMA_30,SMA_100,EMA_100,SMA_300,EMA_300
2000-01-04,0.7678022980690002,,0.7678022980690002,,0.7678022980690002,,0.7678022980690002
2000-01-05,0.779037594795227,,0.7685271559223052,,0.7680247791922918,,0.7678769512033937
2000-01-06,0.7116212248802185,,0.7648558055324932,,0.7669078771267063,,0.7675031590019108
2000-01-07,0.745329737663269,,0.7635960592183498,,0.7664805872363412,,0.7673558272986639
2000-01-10,0.7322210073471069,,0.7615718623234309,,0.7658021797137821,,0.7671223733454974
2000-01-11,0.6947673559188843,,0.7572618941682988,,0.7643955495396256,,0.7666416091101046
2000-01-12,0.6531001329421997,,0.7505417805408086,,0.762191679904033,,0.7658871806970288
2000-01-13,0.7247299551963806,,0.7488765014863293,,0.7614498635731884,,0.7656137107601474
2000-01-14,0.7523520588874817,,0.7491007309960811,,0.7612697090249566,,0.7655255934719569
2000-01-18,0.778569757938385,,0.7510019585407459,,0.7616122842509652,,0.7656122656611026
2000-01-19,0.7982332706451416,,0.754049139966836,,0.7623374522983746,,0.7658290165247839
2000-01-20,0.8502004146575928,,0.760252448011401,,0.7640773129391512,,0.7663896238213473
2000-01-21,0.8338146209716797,,0.7649983946539997,,0.7654582497318745,,0.7668376304469309
2000-01-24,0.7958925366401672,,0.7669915651047201,,0.7660609088785733,,0.7670306863020354
2000-01-25,0.8408365845680237,,0.7717557599088042,,0.7675416153278692,,0.7675210909416765
2000-01-26,0.8253872990608215,,0.7752158592089343,,0.76868707441169,,0.7679055840188802
2000-01-27,0.8239827752113342,,0.7783621118542505,,0.7697820387839602,,0.7682781899404246
2000-01-28,0.7612475752830505,,0.7772579482044958,,0.7696130395067146,,0.7682314748928672
2000-01-31,0.7771653532981873,,0.7772519743395727,,0.7697625902748625,,0.768290836211175
2000-02-01,0.7509475946426392,,0.7755549175849319,,0.7693900161039274,,0.7681755987256698
2000-02-02,0.7401794195175171,,0.7732726273870343,,0.768811588448751,,0.7679895776013631
2000-02-03,0.7738884091377258,,0.7733123552419177,,0.768912119551503,,0.7680287724952924
2000-02-04,0.8090013265609741,,0.7756148695205665,,0.7697059652348588,,0.7683010153794497
2000-02-07,0.854413628578186,,0.7806986604275097,,0.7713833447070039,,0.768873192211335
2000-02-08,0.8605003952980042,,0.7858471594514126,,0.7731480387781128,,0.7694820108364956
2000-02-09,0.8436455726623535,,0.7895760893359894,,0.7745440295480976,,0.7699747919781956
2000-02-10,0.8502004146575928,,0.7934873361309317,,0.7760421757878897,,0.7705078525940056
2000-02-11,0.8146188259124756,,0.7948506580523217,,0.7768060698497626,,0.7708009487622346
2000-02-14,0.8675224184989929,,0.7995391587263005,,0.7786024331893513,,0.7714436163352363
2000-02-15,0.8913994431495667,0.7900869667530059,0.805465628689092,,0.7808360373469793,,0.772240665018388
2000-02-16,0.8548818230628967,0.7929896175861358,0.8086537702615957,,0.7823022905294726,,0.7727897757030691
2000-02-17,0.8605003952980042,0.7957050442695618,0.8119987138123317,,0.7838507678516218,,0.7733725705176533
2000-02-18,0.8333463668823242,0.7997625490029653,0.8133759817523312,,0.7848308787235169,,0.773771067503465
2000-02-22,0.8525410890579224,0.8033362607161204,0.815902762868821,,0.7861716749677624,,0.7742944563510029
2000-02-23,0.8707994818687439,0.8079555432001749,0.8194444866752677,,0.7878474731242174,,0.7749356857564363
