,count,mean,std,min,25%,50%,75%,max,skew,kurtosis
AAPL,6611,0.0008736074390914792,0.024993575732241095,-0.731247968273122,-0.009777459004552121,0.0009047087145658887,0.012319655983841535,0.14261757983773518,-3.9237733983906526,114.98960733758122
KO,6611,0.0002606247384146175,0.012815580817198474,-0.10603868700825615,-0.005505522385708138,0.00043771487965510523,0.006230898929361232,0.1299705620877227,-0.1864497934652141,9.261261598015393
