date,money,shares,price,wealth,macd_signal,bayes_signal,rule_signal,action,g,trade_cash,trade_shares
2025-05-20,103167.67570025261,1096.3924175685638,206.232421875,329279.33930080384,1,1,1,1,0.2,-25791.918925063153,125.06238684767011
2025-05-21,82534.96590160769,1198.8048689370057,201.4768829345703,324066.4341418217,1,1,1,1,0.2,-20633.741475401926,102.41245136844181
2025-05-22,82535.79125126671,1198.8048689370057,200.74908447265625,323194.7711517333,-1,0,1,0,0.2,0.0,0.0
2025-05-23,129212.70685149512,959.0438951496046,194.67759704589844,315917.06782075873,-1,1,-1,-1,0.2,46676.0902423159,-239.76097378740116
2025-05-27,167499.52999449265,767.2351161196837,199.60260009765625,320641.6540582087,-1,1,-1,-1,0.2,38285.531015929024,-191.80877902992094
2025-05-28,198161.7540267581,613.7880928957469,199.81195068359375,320803.95017462014,-1,0,0,-1,0.2,30660.54903696551,-153.44702322393672
2025-05-29,222634.6547177531,491.0304743165975,199.3433837890625,320518.331011572,-1,0,0,-1,0.2,24470.919073454723,-122.75761857914938
2025-05-30,242301.73447495527,392.824379453278,200.24066162109375,320961.14811757527,-1,0,-1,-1,0.2,19664.853410654996,-98.2060948633195
2025-06-02,258102.6170480253,314.2595035626224,201.08807373046875,321296.4552709264,-1,0,0,-1,0.2,15798.459555725283,-78.56487589065561
2025-06-03,270842.34348249657,251.40760285009793,202.65330505371094,321790.92511569965,-1,0,0,-1,0.2,12737.145408300776,-62.85190071252448
2025-06-04,281012.210752923,201.12608228007835,202.20468139648438,321680.84614088933,-1,0,0,-1,0.2,10167.158846991586,-50.28152057001959
2025-06-05,289060.92224198754,160.9008658240627,200.02133178710938,321244.52770981553,-1,1,-1,-1,0.2,8045.901366957003,-40.22521645601567
2025-06-06,231251.05028096802,445.27068479756946,203.30133056640625,321775.17296252877,0,0,1,1,0.2,-57812.762570242005,284.36981897350677
2025-06-09,231253.36279147083,445.27068479756946,200.83883666992188,320681.0091294341,0,1,-1,0,0.2,0.0,0.0
2025-06-10,231255.67532509877,445.27068479756946,202.05511474609375,321224.8946349434,0,0,0,0,0.2,0.0,0.0
2025-06-11,185006.39030548162,678.6560671902345,198.1769256591797,319500.36328119197,-1,1,1,1,0.2,-46251.597576370405,233.38538239266504
2025-06-12,211963.8699248412,542.9248537521876,198.5956573486328,319786.3881466672,-1,0,-1,-1,0.2,26955.629555456508,-135.7312134380469
2025-06-13,169572.79165083234,759.3779109641329,195.85400390625,318299.99599112157,-1,1,1,1,0.2,-42393.19791270809,216.45305721194532
2025-06-16,169574.48737874886,759.3779109641329,197.81802368164062,319793.12495316647,-1,0,1,0,0.2,0.0,0.0
2025-06-17,199198.97593088992,607.5023287713063,195.04644775390625,317690.1471599589,-1,1,-1,-1,0.2,29622.792807267244,-151.87558219282658
2025-06-18,223013.06621225816,486.0018630170451,195.9835968017578,318261.45937869383,-1,0,0,-1,0.2,23812.098291608923,-121.50046575426127
2025-06-20,178412.2370743362,708.5829231928393,200.3901824951172,320405.2983658729,-1,1,1,1,0.2,-44603.05926858406,222.5810601757942
2025-06-23,206883.27982983337,566.8663385542715,200.88868713378906,320760.314362339,0,0,-1,-1,0.2,28469.258633126396,-141.71658463856787
2025-06-24,206885.34866263167,566.8663385542715,199.69232177734375,320084.20394595596,0,0,0,0,0.2,0.0,0.0
2025-06-25,206887.41751611832,566.8663385542715,200.94850158691406,320798.3588486595,0,0,0,0,0.2,0.0,0.0
