Date,portfolio_return,portfolio_wealth,rolling_sharpe_60d,weight_risky_prevday
2000-02-16,-0.03943828930912175,1.0,,0.18184391898263136
2000-02-17,-0.017625732142179752,0.9825286924613038,,0.19850789711527211
2000-02-18,-0.020943057536173752,0.9621655154069445,,0.20451693800612009
2000-02-22,0.010758378843995497,0.9725727385772821,,0.22486925652277454
2000-02-23,-0.0037053623490232307,0.9689756725022274,,0.19430093781159197
2000-02-24,-0.024715635406620227,0.9453203553269959,,0.19243738473529426
2000-02-25,-0.025924483481202243,0.9211283508965152,,0.15427173766707705
2000-02-28,0.014390199225272297,0.9344794031373157,,0.12616711292293287
2000-02-29,-0.01024753006116225,0.9249521959057246,,0.1452533112351823
2000-03-01,0.060397410661796276,0.9825384390929598,,0.15771977479491056
2000-03-02,-0.027330745650360908,0.9560485737154912,,0.0
2000-03-03,0.010025264902622955,0.9656814191607304,,0.0
2000-03-06,-0.022700100476708396,0.9440072871104727,,0.0
2000-03-07,-0.039016549245773795,0.9078846528872547,,0.0
2000-03-08,0.00792616118936445,0.9151092869711842,,0.0
2000-03-09,-0.015915903823124824,0.900659789004856,,0.0
2000-03-10,-0.027101748933567628,0.8765781349886972,,0.0
2000-03-13,-0.03547760031359613,0.8460244368763589,,0.0
2000-03-14,-0.010049989238855335,0.8375644828196618,,0.0
2000-03-15,0.09360337862123841,0.9197497606656247,,0.0
2000-03-16,0.044926386348178374,0.9620130538999967,,0.14177634398840183
2000-03-17,-0.0064245361550816825,0.9558523771886658,,0.15343110352361747
2000-03-20,-0.012184353073232616,0.9442765992317985,,0.14484706704776334
2000-03-21,0.02928081232812043,0.9723345604347708,,0.15278115248940866
2000-03-22,-0.035784854078113625,0.9381549142344846,,0.11639454539602577
2000-03-23,-0.004734507726747402,0.9337237106053898,,0.1810150405662946
2000-03-24,-0.003411033583507148,0.9305441735075737,,0.18191761935254275
2000-03-27,-0.029887083756350012,0.9031444108669973,,0.18215597112724252
2000-03-28,-0.007219579469072729,0.896647568474856,,0.21279067711022479
2000-03-29,0.029864492729345788,0.9238293582162675,,0.20574487816710293
2000-03-30,0.007084115232742383,0.9303971077257522,,0.24970309673749339
2000-03-31,-0.003648379688578375,0.9270088503985513,,0.27371704218534226
2000-04-03,0.030822802766242947,0.9560267708514615,,0.27285205156985676
2000-04-04,0.027493593151670104,0.9826760454320227,,0.3081611875663246
2000-04-05,-0.05455580538812304,0.930501514225532,,0.3409171565611792
2000-04-06,-0.04034144876666227,0.8937108194225137,,0.40098510515548924
2000-04-07,0.025978785101390428,0.9172325508651001,,0.3959400926417923
2000-04-10,-0.03653925613828185,0.8843224721351071,,0.3952577499413666
2000-04-11,0.011698780817322698,0.8947287184214208,,0.38465358624775564
2000-04-12,-0.018504298995367513,0.8783246318305344,,0.3940246751664685
2000-04-13,0.0028575693700362507,0.8808380948825677,,0.432206676891402
2000-04-14,-0.010537853189854682,0.8716046879425717,,0.4410138426214147
2000-04-17,0.06310762051344129,0.9283822934616075,,0.4496807452334088
2000-04-18,0.011389806075124931,0.9390168354673275,,0.41282700822832447
2000-04-19,-0.012045546886310805,0.9277737148601223,,0.4068255483249212
2000-04-20,-0.004486147746002683,0.9236209069201748,,0.40116082184886864
2000-04-24,0.007691357129303035,0.9307521946523427,,0.39887099155729067
2000-04-25,0.03540638145471306,0.9642971096385943,,0.3954112671934589
2000-04-26,-0.03457854402046974,0.9315230251782407,,0.38222016124205427
2000-04-27,0.0019046005001120952,0.9332988950223267,,0.3846607370535654
2000-04-28,-0.02111274304702422,0.9138009471065552,,0.3485195431966449
2000-05-01,-0.01326724533549168,0.9017573947932334,,0.34711848129251094
2000-05-02,-0.018605313038928692,0.8851350278421125,,0.3498957020621192
2000-05-03,0.022903018732783595,0.9056412224795477,,0.34332132453189074
2000-05-04,-0.01486279535884465,0.8922803978748606,,0.383410384158391
2000-05-05,-0.010500588634540649,0.8829599492098388,,0.3776064432397531
2000-05-08,0.008325764036011802,0.8903419531694392,,0.382015054539464
2000-05-09,0.007955950601893368,0.8974537226983248,,0.38677524463580054
2000-05-10,0.004587439964699621,0.9015801955087781,,0.3841204962032325
2000-05-11,0.022053020418902523,0.9216836178165237,-1.1528486461420593,0.38724320818052876
2000-05-12,0.0015474624412388574,0.923110992717487,-0.7763037994806795,0.3735561599552214
2000-05-15,-0.029963122102011536,0.8958619767496355,-0.8896292923236091,0.37738868557325783
2000-05-16,-0.01782657262877727,0.8800333325687861,-0.8608633754784977,0.37585893592031355
2000-05-17,-0.024536886045426944,0.8587028173564821,-1.1943401530150877,0.3775990412195499
