Date,price,macd,signal,cross_zero
2005-05-25,1.1919281482696533,0.005059797492773077,-0.014491858371163882,1.0
2005-06-10,1.072975516319275,-0.0037992603923868717,0.005315028019874421,-1.0
2005-06-23,1.1652617454528809,0.002103855176442293,-0.0020887412940495185,1.0
2005-06-27,1.1116279363632202,-0.0003765832757425258,-0.0011548565419136779,-1.0
2005-07-11,1.1415902376174927,3.35578860359842e-05,-0.0027797483533275715,1.0
2006-02-02,2.160332441329956,-0.004455306015758165,0.024191610217845036,-1.0
2006-04-10,2.0575594902038574,0.008062532158203517,-0.029385838008701273,1.0
2006-05-18,1.8930634260177612,-0.01036923221658137,0.016557447042453398,-1.0
2006-07-25,1.8556092977523804,0.00338920328356096,-0.03165566121262983,1.0
2006-12-22,2.462958335876465,-0.009723608831686548,0.023433508418354173,-1.0
2007-01-09,2.7736754417419434,0.0041368801863326254,-0.011415667340360845,1.0
2007-01-29,2.575021266937256,-0.0035463205988164326,0.0193632133994147,-1.0
2007-02-22,2.6819891929626465,0.0012042048216671652,-0.014490098307814687,1.0
2007-02-28,2.535170793533325,-0.0026964140718725993,-0.003982923969507087,-1.0
2007-03-06,2.642437219619751,0.0019875246491953824,-0.0021514306207502188,1.0
2007-08-10,3.745374917984009,-0.0011972572260008363,0.06131826426377186,-1.0
2007-08-30,4.082458972930908,0.009975096922615556,-0.020396059602151136,1.0
2007-11-16,4.9855427742004395,-0.00968326149821408,0.09308828949421673,-1.0
2007-11-28,5.3999342918396,0.016470008686722437,0.011382920643692864,1.0
2008-01-09,5.375363826751709,-0.009594465437203326,0.0755896408874058,-1.0
2008-03-24,4.180737018585205,0.006485134696758266,-0.06615324155698375,1.0
2008-06-20,5.25161600112915,-0.008603019846340487,0.02959470501640113,-1.0
2008-08-13,5.3723673820495605,0.020307160702978777,-0.06149893877750386,1.0
2008-09-04,4.830636501312256,-0.015006642341717225,0.026573330964412136,-1.0
2009-01-30,2.700566291809082,0.0019043440406432133,-0.026796771988379205,1.0
2009-02-25,2.7314274311065674,-0.0011153879755849694,0.027431482291831226,-1.0
2009-03-13,2.8743507862091064,0.0007061345682872755,-0.02001534429374701,1.0
2009-12-07,5.661509990692139,-0.012204321387004669,0.044923311403550784,-1.0
2009-12-23,6.055522918701172,0.007041071460005988,-0.010773285199123435,1.0
2010-01-29,5.754694938659668,-0.030571026504708776,0.028219242411579713,-1.0
2010-03-01,6.261969566345215,0.01725624119656466,-0.015479166614494309,1.0
2010-05-21,7.260634422302246,-0.00811395546978666,0.07343089579809979,-1.0
2010-05-28,7.696897983551025,0.0012420368079544275,0.01310625021175707,1.0
2010-07-02,7.399064540863037,-0.002896098420092308,0.07696052734604426,-1.0
2010-07-27,7.912630081176758,0.010816168541087023,-0.022103333780083407,1.0
2010-08-12,7.5443854331970215,-0.00591794801081047,0.019852378491709025,-1.0
2010-09-08,7.877875328063965,0.009491209586033555,-0.05620268570491822,1.0
2011-03-16,9.888092994689941,-0.016847629261327768,0.05299017486364082,-1.0
2011-03-31,10.442408561706543,0.001961556499660233,-0.02240035302997016,1.0
2011-04-01,10.324053764343262,-0.003194306485534426,-0.018559143721083013,-1.0
2011-04-26,10.49963665008545,0.017055602160231942,-0.04998085465092972,1.0
