x,normal_cdf,logistic_cdf
-0.123208309821423,7.492299559666795e-05,4.388654966342474e-05
-0.12248146514585198,8.19290787939724e-05,4.654959727136694e-05
-0.12175462047028093,8.954820167213799e-05,4.93742313436793e-05
-0.12102777579470989,9.782990268253183e-05,5.2370255508528894e-05
-0.12030093111913887,0.00010682734350823566,5.5548068066211885e-05
-0.11957408644356782,0.00011659754078372861,5.8918698045397093e-05
-0.1188472417679968,0.00012720160987699747,6.249384344358647e-05
-0.11812039709242575,0.00013870502114397802,6.628591178386345e-05
-0.1173935524168547,0.00015117786906180018,7.030806312795652e-05
-0.11666670774128368,0.00016469515464213915,7.457425569407425e-05
-0.11593986306571263,0.00017933708151889743,7.90992942369067e-05
-0.11521301839014159,0.0001951893660953496,8.389888135664605e-05
-0.11448617371457057,0.00021234356212464494,8.898967191392126e-05
-0.11375932903899952,0.00023089740008402522,9.438933073816119e-05
-0.1130324843634285,0.00025095514168715634,0.00010011659382815889
-0.11230563968785745,0.0002726279498604808,0.00010619133325554824
-0.1115787950122864,0.00029603427448827226,0.00011263462599452083
-0.11085195033671538,0.0003213002542070798,0.00011946882691451308
-0.11012510566114433,0.00034856013450325774,0.0001267176461867491
-0.10939826098557329,0.00037795670233723664,0.0001344062313705455
-0.10867141631000227,0.0004096417374849238,0.00014256125446117073
-0.10794457163443122,0.0004437764807501055,0.00015121100419788602
-0.1072177269588602,0.00048053211916162267,0.0001603854839485945
-0.10649088228328915,0.0005200902882257064,0.00017011651550640562
-0.1057640376077181,0.0005626435912565375,0.0001804378491533498
-0.10503719293214708,0.0006083961357573759,0.00019138528036763086
-0.10431034825657604,0.0006575640867698165,0.0002029967735731237
-0.10358350358100499,0.0007103762370502701,0.0002153125933534865
-0.10285665890543397,0.0007670745938703229,0.00022837544357825324
-0.10212981422986292,0.000827914982171258,0.00024223061491473482
-0.1014029695542919,0.0008931676637326425,0.0002569261412274981
-0.10067612487872085,0.000963117971940652,0.0002725129653967969
-0.0999492802031498,0.0010380669616634175,0.00028904511511853036
-0.09922243552757878,0.0011183320736585913,0.00030657988928137317
-0.09849559085200774,0.0012042478128521882,0.00032517805555157964
-0.09776874617643669,0.0012961664397378658,0.0003449040598328065
-0.09704190150086567,0.0013944586740523043,0.0003658262483072409
-0.09631505682529462,0.0014995144097851322,0.00038801710280535483
-0.09558821214972357,0.0016117434404811963,0.0004115534902949541
-0.09486136747415255,0.0017315761936892494,0.0004365169273259398
-0.0941345227985815,0.0018594644733040753,0.0004629938603153762
