Date,price,macd,signal,cross_signal
2008-01-04,4.439499855041504,0.06936397690523233,0.07268095793605275,-1.0
2008-02-11,3.759500026702881,-0.17477232879730353,-0.18225130994148556,1.0
2008-02-29,3.2235000133514404,-0.14412817332701344,-0.12782887035824272,-1.0
2008-03-12,3.325500011444092,-0.1543598289182806,-0.1636339142217254,1.0
2008-04-14,3.630500078201294,0.04540133921622491,0.05370252773114212,-1.0
2008-04-18,4.005000114440918,0.05689362247992813,0.0473517901685942,1.0
2008-05-02,3.865499973297119,0.0846395001264657,0.09152985835100798,-1.0
2008-05-19,4.114500045776367,0.019851036781220355,0.009486838109633466,1.0
2008-06-10,3.9809999465942383,0.05566821909636843,0.0606389939170285,-1.0
2008-06-18,4.125999927520752,0.04654435875555274,0.04175998925276819,1.0
2008-06-24,3.9820001125335693,0.03928532091951631,0.04555323078987941,-1.0
2008-07-23,3.5269999504089355,-0.1160785949236618,-0.11747536491593653,1.0
2008-08-21,4.163000106811523,0.11958719262898754,0.12068341974026892,-1.0
2008-08-22,4.263000011444092,0.12130043272860913,0.12080682233793696,1.0
2008-08-25,4.142499923706055,0.1116478311326432,0.11897502409687821,-1.0
2008-10-28,2.802000045776367,-0.2707694353631753,-0.29570231431949884,1.0
2008-11-11,2.315000057220459,-0.1842691019376579,-0.18410128823682864,-1.0
2008-11-25,2.109499931335449,-0.24554383840603755,-0.25352562982125937,1.0
2009-01-13,2.572499990463257,0.07175050046348375,0.07859654830781401,-1.0
2009-01-30,2.940999984741211,0.018445043997432187,0.006042195696252249,1.0
2009-02-19,3.0975000858306885,0.145351888078864,0.15201572931662471,-1.0
2009-03-12,3.4790000915527344,0.10454274427169619,0.09405966616119771,1.0
2009-03-30,3.572000026702881,0.1387405945093536,0.14200403405809345,-1.0
2009-04-02,3.816999912261963,0.14676853242174026,0.14191747264526927,1.0
2009-04-15,3.7355000972747803,0.1449792764229647,0.15695721288326317,-1.0
2009-04-24,4.2230000495910645,0.14998357635233228,0.1411857049691866,1.0
2009-04-29,3.989500045776367,0.14401845796521817,0.14604524402000557,-1.0
2009-06-01,4.152500152587891,0.022824956549289066,0.007399098318637821,1.0
2009-06-16,4.107500076293945,0.08809734939201785,0.09711649258838935,-1.0
2009-07-15,4.227499961853027,-0.00481423436373607,-0.018907111361064384,1.0
2009-07-29,4.2170000076293945,0.07153585171489762,0.07206151747284749,-1.0
2009-09-10,4.192500114440918,-0.039793230822947834,-0.04287048948737118,1.0
2009-10-05,4.433499813079834,0.09294629201381177,0.10264641475549263,-1.0
2009-10-08,4.761000156402588,0.10736993365545455,0.10096487141662151,1.0
2009-10-19,4.734000205993652,0.11540419904883681,0.11555936994375599,-1.0
2009-10-23,5.924499988555908,0.1790759939466069,0.12110759817278662,1.0
2009-11-18,6.564499855041504,0.42053378040030065,0.42186822381324396,-1.0
2009-12-28,6.9654998779296875,0.12675839222704255,0.12457980040358838,1.0
2009-12-31,6.72599983215332,0.11695516842936637,0.1255510718091193,-1.0
2010-02-12,5.982999801635742,-0.14551166339709098,-0.15449926510343476,1.0
2010-03-23,6.4629998207092285,0.1146395294055953,0.11554414150970985,-1.0
2010-03-26,6.752999782562256,0.1225781735012843,0.11428271136262869,1.0
2010-04-05,6.57450008392334,0.1125362068988549,0.12340173811108868,-1.0
2010-04-08,7.047999858856201,0.1366715413942412,0.12372615609505143,1.0
2010-04-27,7.10099983215332,0.1877463134185593,0.19525648513786104,-1.0
2010-06-02,6.315499782562256,-0.1447765084355952,-0.1562051228756386,1.0
2010-06-08,5.941999912261963,-0.1466317663057266,-0.1429878791357956,-1.0
2010-06-11,6.151500225067139,-0.13806304332579078,-0.14513119840256727,1.0
2010-06-24,5.916500091552734,-0.08834364390317262,-0.08588238126127926,-1.0
2010-07-09,5.86299991607666,-0.16376053978099847,-0.17210604253755696,1.0
2010-08-24,6.226500034332275,0.08426952206954486,0.09649724204110263,-1.0
2010-09-02,6.760499954223633,0.09483811436610523,0.07421251425284345,1.0
2010-10-01,7.685500144958496,0.34900253485198096,0.350058807225534,-1.0
2010-10-22,8.456500053405762,0.2435836115498642,0.23461118302623205,1.0
2010-10-29,8.261500358581543,0.24572614434136764,0.25133965033028444,-1.0
2010-11-10,8.666500091552734,0.22328528376824153,0.2223321878839051,1.0
2010-11-11,8.518500328063965,0.21409098659654013,0.22068394762643212,-1.0
2010-11-24,8.862500190734863,0.1137632052897537,0.10141709602499122,1.0
2010-12-09,8.742500305175781,0.17067630894635855,0.17387152619637244,-1.0
2010-12-20,9.16450023651123,0.15060649035993912,0.14597038854715422,1.0
2010-12-30,9.137499809265137,0.1682129530578358,0.1689163087099883,-1.0
2011-01-05,9.371000289916992,0.167566578174986,0.1631347403380651,1.0
2011-01-10,9.234000205993652,0.15628749534158182,0.16247562921695505,-1.0
2011-01-18,9.5625,0.15706876417882754,0.15055572338758968,1.0
2011-01-19,9.343500137329102,0.14958291565704052,0.15036116184147985,-1.0
2011-02-08,9.152999877929688,-0.05972902263438762,-0.06118932866024474,1.0
2011-02-23,8.833999633789062,0.04757706628321401,0.06254548891640631,-1.0
2011-03-24,8.555000305175781,-0.16808299464576315,-0.19208590865769862,1.0
2011-04-18,8.916999816894531,0.1173869192749688,0.12280083013814293,-1.0
2011-04-21,9.294500350952148,0.12349416515645473,0.11846337770437447,1.0
2011-05-16,9.625499725341797,0.268524202755307,0.2883892615056405,-1.0
2011-06-21,9.71150016784668,-0.06109945697344976,-0.06620195634440479,1.0
2011-07-21,10.660499572753906,0.2595339706839681,0.26735656216515324,-1.0
2011-07-28,11.194999694824219,0.2669907142033665,0.25564588290628176,1.0
2011-08-02,10.585000038146973,0.22610585199070954,0.25426731755980275,-1.0
2011-08-26,9.963500022888184,-0.22393185263683613,-0.2263144633248312,1.0
2011-09-27,11.21049976348877,0.3080683958792072,0.3244503072448278,-1.0
2011-10-11,11.77400016784668,0.1649324740396949,0.15379135460574367,1.0
2011-10-21,11.73900032043457,0.25206874009692726,0.25368269832955503,-1.0
2011-11-15,10.891500473022461,-0.1190147702820461,-0.12260488240557382,1.0
2011-11-16,10.599499702453613,-0.13058419773876118,-0.1242007454722113,-1.0
2011-12-05,9.812000274658203,-0.3426589096456336,-0.3604917529323623,1.0
2011-12-13,9.025500297546387,-0.32598942366462147,-0.3241605223049381,-1.0
2012-01-03,8.951499938964844,-0.3291347076729316,-0.35272604231642507,1.0
2012-02-02,9.086000442504883,0.03920801584768441,0.04018025640561647,-1.0
2012-02-13,9.579500198364258,0.02422871910100355,0.018812684704060285,1.0
2012-02-16,8.996500015258789,-0.0037751554997509373,0.01828735206340567,-1.0
2012-03-07,9.18850040435791,-0.05861354110194661,-0.06601407681722785,1.0
2012-04-05,9.719499588012695,0.1822744106839167,0.19535832126831187,-1.0
2012-04-26,9.799500465393066,0.020294603399493738,0.01322641796414865,1.0
2012-05-15,11.219499588012695,0.42069878960982443,0.42392741120415545,-1.0
2012-06-18,11.133000373840332,0.06524902790919818,0.05477294326787966,1.0
2012-07-10,10.975000381469727,0.11088687880042691,0.1339483445517618,-1.0
2012-07-20,11.41450023651123,0.035638716154755556,0.0337460592588842,1.0
2012-07-25,10.852499961853027,0.02280719135750431,0.035936473593600325,-1.0
2012-07-27,11.866000175476074,0.07661097456156796,0.040618236942292205,1.0
2012-08-14,11.659500122070312,0.1546632641222505,0.15880012704778723,-1.0
2012-08-15,11.871000289916992,0.1637834020699387,0.15979678205221753,1.0
2012-09-21,12.873499870300293,0.29262264778310154,0.3029587392995636,-1.0
2012-11-19,11.48550033569336,-0.2540985090891592,-0.26010020152355384,1.0
2012-12-26,12.431500434875488,0.20004041946804563,0.2181779473064805,-1.0
2013-01-07,13.42300033569336,0.19217662781353617,0.16211584741370683,1.0
2013-01-23,13.405500411987305,0.2651076690220453,0.26663417925160626,-1.0
2013-01-24,13.67300033569336,0.2690385315715549,0.26711504971559596,1.0
2013-01-29,13.017499923706055,0.2407842513416334,0.2741288278478306,-1.0
2013-03-04,13.655500411987305,0.03010377996164948,0.011230639519124503,1.0
2013-03-15,13.090999603271484,0.057528784258861876,0.08713647600819553,-1.0
2013-04-02,13.166000366210938,-0.06076986237894744,-0.06818320626568469,1.0
2013-04-03,12.951499938964844,-0.06974493298208984,-0.06849555160896573,-1.0
2013-04-10,13.238499641418457,-0.05958983819738428,-0.07544210260911624,1.0
2013-04-22,13.177499771118164,0.00908078894602049,0.010308320890259107,-1.0
2013-04-23,13.444999694824219,0.027209174223436605,0.013688491556894607,1.0
2013-04-26,12.740500450134277,0.020474696291726602,0.02818857339860877,-1.0
2013-05-10,13.181500434875488,-0.0638937887512121,-0.08598432640483296,1.0
2013-06-21,13.668000221252441,0.15576074797603923,0.15884733159972977,-1.0
2013-07-01,14.104999542236328,0.14534410482329108,0.136916070528843,1.0
2013-07-24,14.946999549865723,0.37367312851407775,0.3919528895975797,-1.0
2013-09-04,14.682000160217285,-0.1140805136961589,-0.12746612283902672,1.0
2013-10-07,15.501500129699707,0.27447518477192645,0.2902756037195478,-1.0
2013-10-18,16.446500778198242,0.15537083852075284,0.1382112382355613,1.0
2013-11-07,17.17799949645996,0.6001122390716453,0.6142792027189377,-1.0
2013-11-25,18.832000732421875,0.5252915897931345,0.5197044860291928,1.0
2013-12-06,19.34749984741211,0.5882474292416688,0.5990121139816813,-1.0
2013-12-23,20.145999908447266,0.47721387434120643,0.46602254526036824,1.0
2013-12-27,19.90399932861328,0.4604330426098109,0.4682611871821496,-1.0
2014-02-25,17.916000366210938,-0.43963038695919465,-0.47040113530464606,1.0
2014-03-24,17.592500686645508,-0.024902226939854444,0.025370423675698264,-1.0
2014-04-21,16.543500900268555,-0.4842673783913085,-0.5298142801826176,1.0
2014-04-28,14.829000473022461,-0.49322297188569664,-0.460096855159133,-1.0
2014-05-05,15.5024995803833,-0.4935556610122589,-0.5012042938176172,1.0
2014-05-06,14.869000434875488,-0.5177434614531098,-0.5045121273447157,-1.0
2014-05-13,15.232000350952148,-0.4988516773049554,-0.533275458836338,1.0
2014-06-24,16.20800018310547,0.20515139750941103,0.21325767649983363,-1.0
2014-07-03,16.874500274658203,0.20776557264747808,0.1883027534851261,1.0
2014-07-08,16.190500259399414,0.17158986373922147,0.18852937124292884,-1.0
2014-07-11,17.309999465942383,0.20583785882255512,0.18221673746374997,1.0
2014-07-25,16.20050048828125,0.3314023093948819,0.39715095266637646,-1.0
2014-08-14,16.660499572753906,-0.17038149003269965,-0.20596475954967658,1.0
2014-09-09,16.487499237060547,0.14513518832962546,0.14680967269884052,-1.0
2014-10-22,15.648500442504883,-0.24758896926520713,-0.260788855828358,1.0
2014-10-24,14.352999687194824,-0.3052267385329923,-0.2636167188209454,-1.0
2014-10-31,15.27299976348877,-0.3213977401122019,-0.3237563249220425,1.0
2014-12-03,15.824999809265137,0.23647267108061598,0.25792614535530745,-1.0
2014-12-29,15.60200023651123,-0.141729564709955,-0.16818732894035346,1.0
2015-01-06,14.76449966430664,-0.1441780749212782,-0.1316517985923571,-1.0
2015-01-22,15.515999794006348,-0.16676796810719097,-0.21654773964969035,1.0
2015-02-24,18.929500579833984,0.8478433129836027,0.8738491228131668,-1.0
2015-04-09,19.177000045776367,0.1186566081091911,0.09726809490406618,1.0
2015-05-13,21.3435001373291,0.6028722719897175,0.6187559602975956,-1.0
2015-06-23,22.29949951171875,0.2182932619685296,0.18259505268323478,1.0
2015-06-29,21.493000030517578,0.18546873159648314,0.20177988887148665,-1.0
2015-07-13,22.778499603271484,0.19429379567063876,0.152937238004609,1.0
2015-08-07,26.131000518798828,1.116211468221934,1.1397719682109433,-1.0
2015-09-10,26.11199951171875,0.11872815078242382,0.0991832698455852,1.0
2015-09-28,25.202999114990234,0.22716099168011894,0.323920118825837,-1.0
2015-10-06,26.874000549316406,0.20823244745304237,0.18052385823276051,1.0
2015-11-16,32.390499114990234,1.3468308836596847,1.3983102138204582,-1.0
2015-12-29,34.69850158691406,0.3640151576311439,0.3569509851875243,1.0
2016-01-04,31.84950065612793,0.21752337823640744,0.3418128709647696,-1.0
2016-01-28,31.767499923706055,-0.6713144865087628,-0.8397971569822773,1.0
2016-02-02,27.604999542236328,-0.8519175664290977,-0.8046309347527527,-1.0
2016-02-17,26.704999923706055,-1.4326913275879534,-1.4777722746758084,1.0
2016-03-21,27.698999404907227,0.03336509690448608,0.06018038938445812,-1.0
2016-03-24,29.147499084472656,0.1280129319345953,0.06794363693818403,1.0
2016-04-26,30.8439998626709,0.6611182135281553,0.6803126002052522,-1.0
2016-05-02,34.192501068115234,0.8123749668451303,0.655532894211671,1.0
2016-05-19,34.92599868774414,1.2381170949212148,1.250363458310281,-1.0
2016-07-06,36.88050079345703,0.3154862535904144,0.27263920058060515,1.0
2016-07-19,36.997501373291016,0.44412802541506835,0.45426075203308447,-1.0
2016-07-29,37.94049835205078,0.3990612408748646,0.39391050456472165,1.0
2016-08-16,38.20199966430664,0.48468613654372916,0.5040370745266575,-1.0
2016-09-06,39.44350051879883,0.330847995476546,0.28911252605664967,1.0
2016-09-09,38.00699996948242,0.29712154533210366,0.3149767058463264,-1.0
2016-09-21,39.48699951171875,0.25618590109532136,0.2221779076402826,1.0
2016-10-12,41.704498291015625,0.8569899653423576,0.85792510368805,-1.0
2016-11-21,39.0,-0.6705285316965615,-0.7340547358270832,1.0
2016-12-02,37.016998291015625,-0.5001260833686558,-0.4745185273211954,-1.0
2016-12-05,37.96799850463867,-0.46119561393323494,-0.47185394464360336,1.0
2016-12-30,37.493499755859375,-0.09409742377108898,-0.0866085215330462,-1.0
