,antecedent,consequent,count_xy,count_x,support,confidence,geom_mean,RPF,usefulness_lambda_0.00,usefulness_lambda_0.05,usefulness_lambda_0.10,usefulness_lambda_0.15,usefulness_lambda_0.20,usefulness_lambda_0.25,usefulness_lambda_0.30,usefulness_lambda_0.35,usefulness_lambda_0.40,usefulness_lambda_0.45,usefulness_lambda_0.50,usefulness_lambda_0.55,usefulness_lambda_0.60,usefulness_lambda_0.65,usefulness_lambda_0.70,usefulness_lambda_0.75,usefulness_lambda_0.80,usefulness_lambda_0.85,usefulness_lambda_0.90,usefulness_lambda_0.95,usefulness_lambda_1.00
89,DUDDH,H,2,16,0.0004037141703673799,0.125,0.007103820894133134,6.3080339119903106e-06,0.0004037141703673799,0.0005377938040583627,0.000716403329168189,0.0009543318018360205,0.0012712799493171667,0.0016934914108767771,0.0022559257386650655,0.0030051530853272357,0.004003210261520324,0.005332737448946481,0.007103820894133135,0.009463108165186727,0.012605950724346256,0.01679257923408829,0.022369650929105714,0.029798953199175332,0.039695640069701395,0.0528791676006555,0.07044114570840451,0.0938357246124873,0.125
90,DUDUD,D,11,25,0.0022204279370205892,0.44,0.031256811934185794,0.00042987484860718605,0.0022204279370205892,0.002892594010394153,0.003768237630893463,0.00490895535006197,0.006394990175603213,0.0083308762108715,0.010852792034870974,0.014138140091249463,0.018418025941853586,0.023993515229400467,0.03125681193418579,0.04071884769480989,0.0530452229448177,0.06910302811992561,0.0900218385416315,0.11727317362057593,0.15277400988296339,0.19902162937308565,0.25926928925058573,0.3377550699401234,0.44
91,DUDUD,U,11,25,0.0022204279370205892,0.44,0.031256811934185794,0.00042987484860718605,0.0022204279370205892,0.002892594010394153,0.003768237630893463,0.00490895535006197,0.006394990175603213,0.0083308762108715,0.010852792034870974,0.014138140091249463,0.018418025941853586,0.023993515229400467,0.03125681193418579,0.04071884769480989,0.0530452229448177,0.06910302811992561,0.0900218385416315,0.11727317362057593,0.15277400988296339,0.19902162937308565,0.25926928925058573,0.3377550699401234,0.44
92,DUDUD,H,3,25,0.0006055712555510698,0.12,0.008524585072959761,8.720226079935405e-06,0.0006055712555510698,0.0007888892755620419,0.0010277011720618535,0.0013388060045623558,0.0017440882297099672,0.0022720571484195003,0.0029598523731466297,0.0038558563885225817,0.005023097984141886,0.006543685971654673,0.008524585072959761,0.011105140280402697,0.014466878984950282,0.018846280396343344,0.024551410511354045,0.031983592805611624,0.04166563905899002,0.05427862619265972,0.07070980615925065,0.09211501907457911,0.12
93,DUDUU,D,15,38,0.0030278562777553493,0.39473684210526316,0.03457175762714044,0.00047179201003805655,0.0030278562777553493,0.0038627257709874215,0.004927793466112445,0.006286531813117312,0.008019914492989874,0.010231242024523393,0.01305229793358418,0.016651202360251253,0.021242431137633428,0.027099597426926546,0.03457175762714044,0.04410421330621572,0.05626504883955096,0.07177898626004738,0.0915705748912167,0.11681928963902306,0.14902982151174562,0.19012174931428122,0.2425439364796768,0.3094204704892149,0.39473684210526316
94,DUDUU,U,15,38,0.0030278562777553493,0.39473684210526316,0.03457175762714044,0.00047179201003805655,0.0030278562777553493,0.0038627257709874215,0.004927793466112445,0.006286531813117312,0.008019914492989874,0.010231242024523393,0.01305229793358418,0.016651202360251253,0.021242431137633428,0.027099597426926546,0.03457175762714044,0.04410421330621572,0.05626504883955096,0.07177898626004738,0.0915705748912167,0.11681928963902306,0.14902982151174562,0.19012174931428122,0.2425439364796768,0.3094204704892149,0.39473684210526316
95,DUDUU,H,8,38,0.0016148566814695195,0.21052631578947367,0.0184382707344749,7.15725953005881e-05,0.0016148566814695195,0.002060120411193291,0.0026281565152599705,0.0033528169669959,0.004277287729594599,0.005456662413079143,0.0069612255645782285,0.008880641258800667,0.01132929660673783,0.014453118627694153,0.0184382707344749,0.02352224709664839,0.030008026047760518,0.0382821260053586,0.04883763994198224,0.06230362114081231,0.07948257147293099,0.10139826630094996,0.12935676612249428,0.16502425092758125,0.21052631578947367
96,DUDUH,D,5,15,0.0010092854259184498,0.3333333333333333,0.018341986678278608,0.00011214282510204997,0.0010092854259184498,0.0013488300698738477,0.0018026046058678452,0.002409038349359959,0.0032194890381370867,0.004302592222925263,0.005750073883615036,0.007684518530680661,0.010269750657751372,0.013724708731106771,0.018341986678278605,0.02451261311969715,0.03275916685009499,0.043780033057757566,0.05850854825792942,0.07819204281399868,0.1044974750095188,0.13965260262275747,0.1866346475599844,0.24942243120188975,0.3333333333333333
97,DUDUH,U,8,15,0.0016148566814695195,0.5333333333333333,0.02934717868524577,0.00045933701161799664,0.0016148566814695195,0.0021581281117981563,0.0028841673693885527,0.0038544613589759345,0.005151182461019339,0.006884147556680421,0.009200118213784057,0.012295229649089055,0.016431601052402194,0.021959533969770836,0.02934717868524577,0.03922018099151544,0.05241466696015198,0.0700480528924121,0.09361367721268705,0.1251072685023979,0.16719596001523004,0.22344416419641194,0.2986154360959751,0.39907588992302356,0.5333333333333333
98,DUDUH,H,2,15,0.0004037141703673799,0.13333333333333333,0.007336794671311443,7.1771408065311975e-06,0.0004037141703673799,0.0005395320279495391,0.0007210418423471381,0.0009636153397439835,0.0012877956152548347,0.0017210368891701052,0.002300029553446014,0.003073807412272264,0.0041079002631005486,0.005489883492442708,0.007336794671311443,0.009805045247878858,0.013103666740037994,0.017512013223103026,0.023403419303171764,0.031276817125599474,0.04179899000380751,0.055861041049102986,0.07465385902399375,0.0997689724807559,0.13333333333333333
99,DUDHD,D,3,13,0.0006055712555510698,0.23076923076923078,0.011821472531773597,3.224935680449485e-05,0.0006055712555510698,0.0008151093689045803,0.0010971512884498053,0.0014767845833556887,0.001987777555015658,0.0026755829203238346,0.003601380821241957,0.004847520785504039,0.006524846699713952,0.008782556349645702,0.011821472531773597,0.015911906198599595,0.021417700560781634,0.028828594863868528,0.03880378659074577,0.05223056693849861,0.07030324518297361,0.09462938223659602,0.12737278285197134,0.17144596559757738,0.23076923076923078
100,DUDHD,U,4,13,0.0008074283407347598,0.3076923076923077,0.01576196337569813,7.644291983287667e-05,0.0008074283407347598,0.0010868124918727738,0.0014628683845997405,0.0019690461111409184,0.0026503700733542107,0.003567443893765113,0.004801841094989276,0.006463361047338717,0.008699795599618601,0.011710075132860934,0.01576196337569813,0.021215874931466126,0.028556934081042176,0.03843812648515804,0.05173838212099437,0.06964075591799815,0.09373766024396482,0.1261725096487947,0.1698303771359618,0.22859462079676982,0.3076923076923077
101,DUDHD,H,6,13,0.0012111425111021397,0.46153846153846156,0.023642945063547194,0.0002579948544359588,0.0012111425111021397,0.0016302187378091605,0.0021943025768996105,0.0029535691667113774,0.003975555110031317,0.00535116584064767,0.007202761642483914,0.009695041571008076,0.013049693399427902,0.017565112699291403,0.023642945063547194,0.03182381239719919,0.04283540112156327,0.05765718972773706,0.07760757318149156,0.10446113387699722,0.14060649036594722,0.18925876447319204,0.2547455657039427,0.34289193119515476,0.46153846153846156
102,DUDHU,D,7,15,0.0014129995962858296,0.4666666666666667,0.025678781349590053,0.00030771991208002514,0.0014129995962858296,0.0018883620978233865,0.0025236464482149834,0.0033726536891039425,0.004507284653391922,0.006023629112095368,0.00805010343706105,0.010758325942952925,0.014377650920851918,0.01921459222354948,0.02567878134959005,0.03431765836757601,0.04586283359013298,0.061292046280860595,0.08191196756110118,0.10946885993959815,0.14629646501332633,0.19551364367186044,0.2612885065839782,0.3491914036826457,0.4666666666666667
103,DUDHU,U,3,15,0.0006055712555510698,0.2,0.011005192006967165,2.4222850222042797e-05,0.0006055712555510698,0.0008092980419243087,0.001081562763520707,0.0014454230096159755,0.001931693422882252,0.0025815553337551578,0.003450044330169022,0.004610711118408397,0.006161850394650822,0.008234825238664064,0.011005192006967163,0.01470756787181829,0.019655500110056994,0.026268019834654537,0.03510512895475765,0.04691522568839922,0.06269848500571128,0.08379156157365447,0.11198078853599064,0.14965345872113386,0.2
104,DUDHU,H,5,15,0.0010092854259184498,0.3333333333333333,0.018341986678278608,0.00011214282510204997,0.0010092854259184498,0.0013488300698738477,0.0018026046058678452,0.002409038349359959,0.0032194890381370867,0.004302592222925263,0.005750073883615036,0.007684518530680661,0.010269750657751372,0.013724708731106771,0.018341986678278605,0.02451261311969715,0.03275916685009499,0.043780033057757566,0.05850854825792942,0.07819204281399868,0.1044974750095188,0.13965260262275747,0.1866346475599844,0.24942243120188975,0.3333333333333333
105,DUDHH,D,4,12,0.0008074283407347598,0.3333333333333333,0.01640557162201061,8.971426008163997e-05,0.0008074283407347598,0.0010911707780102485,0.0014746245663113523,0.0019928297709128373,0.0026931400619281376,0.003639549899859224,0.004918542359093519,0.006646991964345088,0.008982844702431507,0.012139551150480751,0.01640557162201061,0.022170735714084556,0.029961864994957274,0.04049091403880431,0.05472002894258342,0.07394946838215631,0.09993642144710022,0.1350555798459575,0.18251613759436924,0.2466550476504715,0.3333333333333333
106,DUDHH,U,5,12,0.0010092854259184498,0.4166666666666667,0.020506964527513268,0.0001752231642219531,0.0010092854259184498,0.0013639634725128107,0.0018432807078891905,0.002491037213641047,0.0033664250774101717,0.004549437374824031,0.006148177948866901,0.00830873995543136,0.011228555878039385,0.01517443893810094,0.020506964527513265,0.0277134196426057,0.03745233124369659,0.050613642548505394,0.06840003617822928,0.09243683547769539,0.12492052680887528,0.1688194748074469,0.2281451719929616,0.3083188095630895,0.4166666666666667
107,DUDHH,H,3,12,0.0006055712555510698,0.25,0.01230417871650796,3.7848203471941865e-05,0.0006055712555510698,0.0008183780835076864,0.0011059684247335143,0.0014946223281846283,0.002019855046446103,0.0027296624248944186,0.0036889067693201398,0.004985243973258816,0.006737133526823629,0.009104663362860565,0.01230417871650796,0.016628051785563418,0.022471398746217952,0.03036818552910323,0.04104002170693756,0.05546210128661725,0.07495231608532515,0.10129168488446813,0.13688710319577693,0.18499128573785364,0.25
108,DUUDD,D,16,32,0.003229713362939039,0.5,0.040185279412609784,0.0008074283407347598,0.003229713362939039,0.004155796582485301,0.005347423530885789,0.006880735823111525,0.008853707807881023,0.011392406853353899,0.014659048697859285,0.01886236257994485,0.02427092845044311,0.03123033847694443,0.040185279412609784,0.051707946830665166,0.0665346068143527,0.08561264129163194,0.11016108307937766,0.1417485086563696,0.1823932657944815,0.2346924403121857,0.30198780256368096,0.3885793371781886,0.5
109,DUUDD,U,12,32,0.0024222850222042794,0.375,0.030138959559457335,0.0003406338312474768,0.0024222850222042794,0.003116847436863976,0.004010567648164342,0.005160551867333645,0.006640280855910766,0.008544305140015423,0.010994286523394462,0.014146771934958637,0.018203196337832333,0.023422753857708326,0.030138959559457335,0.03878096012299887,0.04990095511076454,0.06420948096872395,0.08262081230953325,0.10631138149227722,0.13679494934586112,0.17601933023413924,0.22649085192276072,0.2914345028836415,0.375
110,DUUDD,H,4,32,0.0008074283407347598,0.125,0.010046319853152446,1.2616067823980621e-05,0.0008074283407347598,0.0010389491456213253,0.0013368558827214472,0.0017201839557778814,0.0022134269519702553,0.0028481017133384747,0.003664762174464821,0.004715590644986212,0.0060677321126107785,0.007807584619236108,0.010046319853152446,0.012926986707666292,0.01663365170358818,0.021403160322907983,0.02754027076984442,0.0354371271640924,0.04559831644862038,0.058673110078046424,0.07549695064092024,0.09714483429454714,0.125
111,DUUDU,D,8,19,0.0016148566814695195,0.42105263157894735,0.02607565253940133,0.0002862903812023524,0.0016148566814695195,0.00213277040059809,0.002816788408447497,0.0037201833520097535,0.004913313378834319,0.006489101765801634,0.008570273963864297,0.011318915693814298,0.014949096496083074,0.01974354188107706,0.026075652539401334,0.034438585510701426,0.04548366220886616,0.060071094594968046,0.07933698015051616,0.10478178334926921,0.13838719473596905,0.18277046882333461,0.24138826094159596,0.31880583824912073,0.42105263157894735
112,DUUDU,U,9,19,0.0018167137666532096,0.47368421052631576,0.0293351091068265,0.00040762829667288075,0.0018167137666532096,0.0023993667006728513,0.003168886959503434,0.004185206271010973,0.00552747755118861,0.007300239486526838,0.009641558209347336,0.012733780155541089,0.016817733558093455,0.022211484616211693,0.0293351091068265,0.03874340869953911,0.05116911998497443,0.06757998141933905,0.08925410266933066,0.11787950626792788,0.15568559407796517,0.20561677742625145,0.27156179355929544,0.35865656803026086,0.47368421052631576
113,DUUDU,H,2,19,0.0004037141703673799,0.10526315789473684,0.006518913134850333,4.473287206286757e-06,0.0004037141703673799,0.0005331926001495226,0.000704197102111874,0.0009300458380024382,0.0012283283447085797,0.0016222754414504084,0.0021425684909660743,0.002829728923453575,0.003737274124020768,0.004935885470269264,0.0065189131348503335,0.008609646377675357,0.01137091555221654,0.015017773648742011,0.01983424503762904,0.026195445837317307,0.034596798683992264,0.045692617205833654,0.06034706523539898,0.0797014595622802,0.10526315789473684
114,DUUDH,D,6,19,0.0012111425111021397,0.3157894736842105,0.019556739404551,0.00012077875456974245,0.0012111425111021397,0.0015995778004485675,0.0021125913063356223,0.002790137514007315,0.003684985034125739,0.004866826324351225,0.006427705472898223,0.008489186770360724,0.011211822372062304,0.014807656410807795,0.019556739404550997,0.025828939133026065,0.03411274665664962,0.04505332094622603,0.05950273511288711,0.07858633751195192,0.10379039605197679,0.13707785161750097,0.18104119570619698,0.2391043786868406,0.3157894736842105
115,DUUDH,U,5,19,0.0010092854259184498,0.2631578947368421,0.016297282837125834,6.989511259823058e-05,0.0010092854259184498,0.0013329815003738064,0.0017604927552796854,0.002325114595006096,0.0030708208617714495,0.0040556886036260216,0.005356421227415187,0.007074322308633938,0.009343185310051922,0.01233971367567316,0.01629728283712583,0.02152411594418839,0.028427288880541347,0.03754443412185503,0.049585612594072605,0.06548861459329326,0.08649199670998067,0.11423154301458414,0.1508676630884975,0.1992536489057005,0.2631578947368421
116,DUUDH,H,8,19,0.0016148566814695195,0.42105263157894735,0.02607565253940133,0.0002862903812023524,0.0016148566814695195,0.00213277040059809,0.002816788408447497,0.0037201833520097535,0.004913313378834319,0.006489101765801634,0.008570273963864297,0.011318915693814298,0.014949096496083074,0.01974354188107706,0.026075652539401334,0.034438585510701426,0.04548366220886616,0.060071094594968046,0.07933698015051616,0.10478178334926921,0.13838719473596905,0.18277046882333461,0.24138826094159596,0.31880583824912073,0.42105263157894735
117,DUUUD,D,12,28,0.0024222850222042794,0.42857142857142855,0.03221990304723561,0.00044490949387425535,0.0024222850222042794,0.003137726909872572,0.004064480468107432,0.005264958344095576,0.006820007275854602,0.008834352753212473,0.011443651804376273,0.014823628881265096,0.019201910104032008,0.0248733528474479,0.032219903047235605,0.04173631752583679,0.05406348361954254,0.07003158003269343,0.09071598560664565,0.1175097012054183,0.1522171620034199,0.19717575800717813,0.25541324666683646,0.33085165860257176,0.42857142857142855
118,DUUUD,U,9,28,0.0018167137666532096,0.32142857142857145,0.02416492728542671,0.00018769619272820153,0.0018167137666532096,0.0023532951824044293,0.003048360351080574,0.003948718758071682,0.005115005456890952,0.006625764564909356,0.008582738853282207,0.011117721660948824,0.014401432578024006,0.01865501463558593,0.02416492728542671,0.0313022381443776,0.0405476127146569,0.05252368502452008,0.06803698920498424,0.08813227590406375,0.11416287150256495,0.14788181850538362,0.19155993500012736,0.24813874395192886,0.32142857142857145
119,DUUUD,H,7,28,0.0014129995962858296,0.25,0.018794943444220773,8.831247476786435e-05,0.0014129995962858296,0.0018303406974256669,0.0023709469397293352,0.0030712257007224197,0.003978337577581851,0.005153372439373944,0.006675463552552826,0.00864711684740464,0.011201114227352002,0.014509455827677941,0.018794943444220773,0.0243461852234048,0.031537032111399806,0.04085175501907117,0.052917658270543295,0.06854732570316069,0.08879334450199496,0.1150191921708539,0.14899106055565461,0.1929968008515002,0.25
120,DUUUU,D,13,27,0.0026241421073879695,0.48148148148148145,0.035545405181023,0.0006083402141955649,0.0026241421073879695,0.0034053908278814694,0.004419229681948282,0.005734904440898579,0.007442276440300014,0.00965796016039044,0.012533288061512635,0.01626464667736885,0.021106889927152813,0.027390745783419247,0.035545405181023,0.046127836002476816,0.05986082430162801,0.07768234100290276,0.10080960584980028,0.13082222420681616,0.16977007500572808,0.22031331864443887,0.2859040874576301,0.3710222683218767,0.48148148148148145
121,DUUUU,U,8,27,0.0016148566814695195,0.2962962962962963,0.02187409549601415,0.0001417706825981471,0.0016148566814695195,0.002095625124850135,0.0027195259581220196,0.0035291719636298953,0.004579862424800008,0.005943360098701809,0.007712792653238545,0.01000901333991929,0.012988855339786347,0.01685584355902723,0.021874095496014153,0.028386360616908808,0.036837430339463385,0.04780451754024786,0.062036680522954024,0.08050598412727149,0.10447389231121726,0.13557742685811622,0.17594097689700314,0.22832139589038566,0.2962962962962963
122,DUUUU,H,6,27,0.0012111425111021397,0.2222222222222222,0.016405571622010614,5.980950672109332e-05,0.0012111425111021397,0.0015717188436376011,0.0020396444685915147,0.0026468789727224214,0.003434896818600006,0.004457520074026356,0.005784594489928909,0.007506760004939468,0.009741641504839759,0.01264188266927042,0.01640557162201061,0.021289770462681604,0.027628072754597537,0.03585338815518589,0.04652751039221552,0.06037948809545362,0.07835541923341294,0.10168307014358718,0.13195573267275235,0.17124104691778927,0.2222222222222222
123,DUUUH,D,6,19,0.0012111425111021397,0.3157894736842105,0.019556739404551,0.00012077875456974245,0.0012111425111021397,0.0015995778004485675,0.0021125913063356223,0.002790137514007315,0.003684985034125739,0.004866826324351225,0.006427705472898223,0.008489186770360724,0.011211822372062304,0.014807656410807795,0.019556739404550997,0.025828939133026065,0.03411274665664962,0.04505332094622603,0.05950273511288711,0.07858633751195192,0.10379039605197679,0.13707785161750097,0.18104119570619698,0.2391043786868406,0.3157894736842105
124,DUUUH,U,6,19,0.0012111425111021397,0.3157894736842105,0.019556739404551,0.00012077875456974245,0.0012111425111021397,0.0015995778004485675,0.0021125913063356223,0.002790137514007315,0.003684985034125739,0.004866826324351225,0.006427705472898223,0.008489186770360724,0.011211822372062304,0.014807656410807795,0.019556739404550997,0.025828939133026065,0.03411274665664962,0.04505332094622603,0.05950273511288711,0.07858633751195192,0.10379039605197679,0.13707785161750097,0.18104119570619698,0.2391043786868406,0.3157894736842105
125,DUUUH,H,7,19,0.0014129995962858296,0.3684210526315789,0.022816195971976164,0.00019179218896954472,0.0014129995962858296,0.0018661741005233288,0.0024646898573915596,0.0032551604330085344,0.00429914920648003,0.00567796404507643,0.00749898971838126,0.009904051232087511,0.013080459434072688,0.017275599145942424,0.022816195971976164,0.03013376232186375,0.03979820443275789,0.05256220777059704,0.06941985763170164,0.09168406043061057,0.12108879539397294,0.1599241602204178,0.21121472832389648,0.27895510846798066,0.3684210526315789
126,DUUHD,D,9,20,0.0018167137666532096,0.45,0.028592327554677048,0.00036788453774727495,0.0018167137666532096,0.0023932210137286346,0.003152674309890682,0.004153128878289095,0.005471062908580909,0.0072072238129004765,0.009494329704703215,0.012507214828025841,0.016476194488685016,0.0217046711487423,0.028592327554677048,0.037665679861789404,0.04961832634079276,0.06536396841621878,0.08610625714724948,0.11343080445630577,0.1494263927603044,0.19684464868586668,0.25931038687668684,0.3415987032974642,0.45
127,DUUHD,U,4,20,0.0008074283407347598,0.2,0.01270770113541202,3.2297133629390396e-05,0.0008074283407347598,0.0010636537838793932,0.0014011885821736362,0.0018458350570173753,0.0024315835149248477,0.0032032105835113228,0.004219702090979207,0.005558762145789263,0.007322753106082229,0.009646520510552132,0.01270770113541202,0.01674030216079529,0.022052589484796783,0.02905065262943057,0.03826944762099978,0.05041369086946922,0.06641173011569086,0.08748651052705185,0.11524906083408303,0.1518216459099841,0.2
128,DUUHD,H,7,20,0.0014129995962858296,0.35,0.022238476986971036,0.0001730924505450141,0.0014129995962858296,0.0018613941217889378,0.002452080018803863,0.003230211349780407,0.004255271151118484,0.005605618521144815,0.0073844786592136115,0.00972783375513121,0.012814817935643902,0.01688141089346623,0.022238476986971036,0.029295528781391758,0.03859203159839437,0.050838642101503496,0.0669715333367496,0.08822395902157114,0.11622052770245898,0.15310139342234072,0.20168585645964532,0.26568788034247215,0.35
129,DUUHU,D,3,23,0.0006055712555510698,0.13043478260869565,0.008887494307839453,1.030272457459287e-05,0.0006055712555510698,0.0007921850838868541,0.0010363061347119992,0.001355655927744169,0.001773417075195301,0.0023199161809645892,0.0030348253447986103,0.003970042085573343,0.005193456746443986,0.006793880869726175,0.008887494307839453,0.011626279086501295,0.015209052260994043,0.019895898675459888,0.026027051344900458,0.03404759004656657,0.04453975106965743,0.058265193590319855,0.07622029092188107,0.09970846040716451,0.13043478260869565
130,DUUHU,U,8,23,0.0016148566814695195,0.34782608695652173,0.023699984820905205,0.00019537018452561294,0.0016148566814695195,0.002112493557031611,0.0027634830258986653,0.00361508247398445,0.004729112200520804,0.006186443149238903,0.008092867586129628,0.010586778894862245,0.013849217990517299,0.018117015652603135,0.02369998482090521,0.03100341089733679,0.040557472695984115,0.05305572980122637,0.0694054702530679,0.09079357345751086,0.11877266951908647,0.1553738495741863,0.2032541091250162,0.2658892277524386,0.34782608695652173
131,DUUHU,H,12,23,0.0024222850222042794,0.5217391304347826,0.03554997723135781,0.0006593743727739437,0.0024222850222042794,0.0031687403355474164,0.004145224538847998,0.005422623710976676,0.007093668300781205,0.009279664723858355,0.012139301379194441,0.015880168342293367,0.020773826985775946,0.027175523478904704,0.03554997723135781,0.046505116346005175,0.06083620904397617,0.07958359470183955,0.10410820537960183,0.13619036018626626,0.1781590042786297,0.23306077436127945,0.30488116368752427,0.398833841628658,0.5217391304347826
132,DUUHH,D,10,20,0.0020185708518368995,0.5,0.03176925283853005,0.0005046427129592249,0.0020185708518368995,0.002659134459698483,0.003502971455434091,0.0046145876425434385,0.00607895878731212,0.008008026458778308,0.010549255227448017,0.013896905364473158,0.018306882765205573,0.02411630127638033,0.031769252838530056,0.041850755401988224,0.05513147371199195,0.07262663157357643,0.09567361905249942,0.12603422717367305,0.16602932528922712,0.21871627631762963,0.28812265208520754,0.3795541147749603,0.5
133,DUUHH,U,5,20,0.0010092854259184498,0.25,0.015884626419265024,6.308033911990311e-05,0.0010092854259184498,0.0013295672298492415,0.0017514857277170454,0.0023072938212717197,0.0030394793936560595,0.004004013229389154,0.005274627613724009,0.006948452682236578,0.009153441382602786,0.012058150638190166,0.015884626419265024,0.020925377700994115,0.027565736855995976,0.03631331578678821,0.04783680952624972,0.06301711358683652,0.08301466264461357,0.10935813815881482,0.1440613260426038,0.1897770573874801,0.25
134,DUUHH,H,5,20,0.0010092854259184498,0.25,0.015884626419265024,6.308033911990311e-05,0.0010092854259184498,0.0013295672298492415,0.0017514857277170454,0.0023072938212717197,0.0030394793936560595,0.004004013229389154,0.005274627613724009,0.006948452682236578,0.009153441382602786,0.012058150638190166,0.015884626419265024,0.020925377700994115,0.027565736855995976,0.03631331578678821,0.04783680952624972,0.06301711358683652,0.08301466264461357,0.10935813815881482,0.1440613260426038,0.1897770573874801,0.25
135,DUHDD,D,4,23,0.0008074283407347598,0.17391304347826086,0.011849992410452603,2.4421273065701617e-05,0.0008074283407347598,0.0010562467785158055,0.0013817415129493322,0.001807541236992225,0.0023645561002604014,0.003093221574619452,0.004046433793064815,0.0052933894474311224,0.0069246089952586486,0.009058507826301566,0.011849992410452604,0.015501705448668392,0.020278736347992054,0.026527864900613183,0.03470273512653395,0.045396786728755426,0.05938633475954324,0.07768692478709315,0.10162705456250809,0.13294461387621934,0.17391304347826086
136,DUHDD,U,6,23,0.0012111425111021397,0.2608695652173913,0.017774988615678906,8.242179659674296e-05,0.0012111425111021397,0.0015843701677737082,0.002072612269423999,0.002711311855488338,0.003546834150390602,0.0046398323619291785,0.006069650689597221,0.007940084171146684,0.010386913492887973,0.013587761739452352,0.017774988615678906,0.02325255817300259,0.030418104521988086,0.03979179735091978,0.05205410268980091,0.06809518009313315,0.08907950213931484,0.11653038718063972,0.15244058184376214,0.199416920814329,0.2608695652173913
137,DUHDD,H,13,23,0.0026241421073879695,0.5652173913043478,0.03851247533397096,0.0008383365144585383,0.0026241421073879695,0.0034328020301763675,0.0044906599170853306,0.005874509020224732,0.007684807325846306,0.01005297011751322,0.013150909827460646,0.017203515704151153,0.022504979234590605,0.029440150435480095,0.03851247533397096,0.05038054270817227,0.0659058931309742,0.08621556092699285,0.11278388916123532,0.14753955686845513,0.19300558796851555,0.25248250555805274,0.3302879273281513,0.43206999509771277,0.5652173913043478
138,DUHDU,D,7,16,0.0014129995962858296,0.4375,0.02486337312946597,0.00027045695397658455,0.0014129995962858296,0.0018822783142042694,0.002507411652088662,0.0033401613064260724,0.0044494798226100835,0.005927219938068719,0.007895740085327731,0.010518035798645324,0.014011235915321132,0.01866458107131268,0.02486337312946597,0.033120878578153545,0.04412082753521189,0.05877402731930901,0.07829377825187,0.10429633619711366,0.1389347402439549,0.18507708660229424,0.2465440099794158,0.3284250361437056,0.4375
139,DUHDU,U,2,16,0.0004037141703673799,0.125,0.007103820894133134,6.3080339119903106e-06,0.0004037141703673799,0.0005377938040583627,0.000716403329168189,0.0009543318018360205,0.0012712799493171667,0.0016934914108767771,0.0022559257386650655,0.0030051530853272357,0.004003210261520324,0.005332737448946481,0.007103820894133135,0.009463108165186727,0.012605950724346256,0.01679257923408829,0.022369650929105714,0.029798953199175332,0.039695640069701395,0.0528791676006555,0.07044114570840451,0.0938357246124873,0.125
140,DUHDU,H,7,16,0.0014129995962858296,0.4375,0.02486337312946597,0.00027045695397658455,0.0014129995962858296,0.0018822783142042694,0.002507411652088662,0.0033401613064260724,0.0044494798226100835,0.005927219938068719,0.007895740085327731,0.010518035798645324,0.014011235915321132,0.01866458107131268,0.02486337312946597,0.033120878578153545,0.04412082753521189,0.05877402731930901,0.07829377825187,0.10429633619711366,0.1389347402439549,0.18507708660229424,0.2465440099794158,0.3284250361437056,0.4375
141,DUHDH,D,3,11,0.0006055712555510698,0.2727272727272727,0.012851295536578154,4.5042490082310976e-05,0.0006055712555510698,0.0008219462498535482,0.001115633596303244,0.001514257558109519,0.002055312747742441,0.0027896908741908114,0.0037864676225511985,0.005139399920353992,0.006975744724191812,0.009468228822663445,0.012851295536578154,0.017443156482778655,0.023675722592845887,0.0321352297015053,0.0436173799519239,0.05920218562437652,0.0803555552068078,0.10906717690394956,0.1480376689226039,0.2009325999089363,0.2727272727272727
142,DUHDH,U,5,11,0.0010092854259184498,0.45454545454545453,0.021418825894296924,0.00020853004667736562,0.0010092854259184498,0.0013699104164225802,0.0018593893271720732,0.0025237625968491987,0.003425521246237402,0.004649484790318019,0.006310779370918665,0.00856566653392332,0.011626241206986356,0.01578038137110574,0.02141882589429692,0.029071927471297766,0.03945953765474314,0.0535587161691755,0.0726956332532065,0.09867030937396085,0.13392592534467967,0.18177862817324927,0.2467294482043399,0.3348876665148939,0.45454545454545453
143,DUHDH,H,3,11,0.0006055712555510698,0.2727272727272727,0.012851295536578154,4.5042490082310976e-05,0.0006055712555510698,0.0008219462498535482,0.001115633596303244,0.001514257558109519,0.002055312747742441,0.0027896908741908114,0.0037864676225511985,0.005139399920353992,0.006975744724191812,0.009468228822663445,0.012851295536578154,0.017443156482778655,0.023675722592845887,0.0321352297015053,0.0436173799519239,0.05920218562437652,0.0803555552068078,0.10906717690394956,0.1480376689226039,0.2009325999089363,0.2727272727272727
144,DUHUD,D,9,23,0.0018167137666532096,0.391304347826087,0.02666248292351836,0.00027817356351400753,0.0018167137666532096,0.0023765552516605624,0.003108918404135998,0.004066967783232507,0.005320251225585904,0.006959748542893767,0.009104476034395834,0.011910126256720027,0.015580370239331958,0.02038164260917853,0.026662482923518357,0.03487883725950389,0.04562715678298213,0.05968769602637967,0.07808115403470138,0.10214277013969972,0.13361925320897228,0.1747955807709596,0.22866087276564323,0.2991253812214935,0.391304347826087
