,antecedent,consequent,count_xy,count_x,support,confidence,geom_mean,RPF,usefulness_lambda_0.00,usefulness_lambda_0.05,usefulness_lambda_0.10,usefulness_lambda_0.15,usefulness_lambda_0.20,usefulness_lambda_0.25,usefulness_lambda_0.30,usefulness_lambda_0.35,usefulness_lambda_0.40,usefulness_lambda_0.45,usefulness_lambda_0.50,usefulness_lambda_0.55,usefulness_lambda_0.60,usefulness_lambda_0.65,usefulness_lambda_0.70,usefulness_lambda_0.75,usefulness_lambda_0.80,usefulness_lambda_0.85,usefulness_lambda_0.90,usefulness_lambda_0.95,usefulness_lambda_1.00
302,UDHDU,H,5,13,0.0010092854259184498,0.38461538461538464,0.01970245421962266,0.00014930257779858724,0.0010092854259184498,0.0013585156148409672,0.0018285854807496757,0.002461307638926148,0.0033129625916927634,0.0044593048672063925,0.006002301368736596,0.008079201309173396,0.010874744499523251,0.014637593916076169,0.01970245421962266,0.026519843664332656,0.03569616760130272,0.04804765810644755,0.06467297765124295,0.08705094489749768,0.11717207530495603,0.15771563706099337,0.2122879714199523,0.2857432759959623,0.38461538461538464
303,UDHDH,D,3,15,0.0006055712555510698,0.2,0.011005192006967165,2.4222850222042797e-05,0.0006055712555510698,0.0008092980419243087,0.001081562763520707,0.0014454230096159755,0.001931693422882252,0.0025815553337551578,0.003450044330169022,0.004610711118408397,0.006161850394650822,0.008234825238664064,0.011005192006967163,0.01470756787181829,0.019655500110056994,0.026268019834654537,0.03510512895475765,0.04691522568839922,0.06269848500571128,0.08379156157365447,0.11198078853599064,0.14965345872113386,0.2
304,UDHDH,U,8,15,0.0016148566814695195,0.5333333333333333,0.02934717868524577,0.00045933701161799664,0.0016148566814695195,0.0021581281117981563,0.0028841673693885527,0.0038544613589759345,0.005151182461019339,0.006884147556680421,0.009200118213784057,0.012295229649089055,0.016431601052402194,0.021959533969770836,0.02934717868524577,0.03922018099151544,0.05241466696015198,0.0700480528924121,0.09361367721268705,0.1251072685023979,0.16719596001523004,0.22344416419641194,0.2986154360959751,0.39907588992302356,0.5333333333333333
305,UDHDH,H,4,15,0.0008074283407347598,0.26666666666666666,0.014673589342622886,5.741712645224958e-05,0.0008074283407347598,0.0010790640558990781,0.0014420836846942761,0.001927230679487967,0.002575591230509669,0.00344207377834021,0.004600059106892028,0.006147614824544528,0.008215800526201097,0.010979766984885416,0.014673589342622884,0.019610090495757716,0.02620733348007599,0.03502402644620605,0.04680683860634353,0.06255363425119895,0.08359798000761502,0.11172208209820597,0.14930771804798754,0.19953794496151178,0.26666666666666666
306,UDHUD,D,12,23,0.0024222850222042794,0.5217391304347826,0.03554997723135781,0.0006593743727739437,0.0024222850222042794,0.0031687403355474164,0.004145224538847998,0.005422623710976676,0.007093668300781205,0.009279664723858355,0.012139301379194441,0.015880168342293367,0.020773826985775946,0.027175523478904704,0.03554997723135781,0.046505116346005175,0.06083620904397617,0.07958359470183955,0.10410820537960183,0.13619036018626626,0.1781590042786297,0.23306077436127945,0.30488116368752427,0.398833841628658,0.5217391304347826
307,UDHUD,U,3,23,0.0006055712555510698,0.13043478260869565,0.008887494307839453,1.030272457459287e-05,0.0006055712555510698,0.0007921850838868541,0.0010363061347119992,0.001355655927744169,0.001773417075195301,0.0023199161809645892,0.0030348253447986103,0.003970042085573343,0.005193456746443986,0.006793880869726175,0.008887494307839453,0.011626279086501295,0.015209052260994043,0.019895898675459888,0.026027051344900458,0.03404759004656657,0.04453975106965743,0.058265193590319855,0.07622029092188107,0.09970846040716451,0.13043478260869565
308,UDHUD,H,8,23,0.0016148566814695195,0.34782608695652173,0.023699984820905205,0.00019537018452561294,0.0016148566814695195,0.002112493557031611,0.0027634830258986653,0.00361508247398445,0.004729112200520804,0.006186443149238903,0.008092867586129628,0.010586778894862245,0.013849217990517299,0.018117015652603135,0.02369998482090521,0.03100341089733679,0.040557472695984115,0.05305572980122637,0.0694054702530679,0.09079357345751086,0.11877266951908647,0.1553738495741863,0.2032541091250162,0.2658892277524386,0.34782608695652173
309,UDHUU,D,5,14,0.0010092854259184498,0.35714285714285715,0.018985759944894504,0.00012873538595898596,0.0010092854259184498,0.0013534910876601123,0.0018150842936310984,0.002434098770965552,0.0032642213078508293,0.004377447979401731,0.005870328328009301,0.007872339052522156,0.010557113451758419,0.01415750054586267,0.018985759944894504,0.02546064395459266,0.03414371573558506,0.04578805337019573,0.06140356391401309,0.08234457208430947,0.11042728010451217,0.14808728593300868,0.19859082134640582,0.26631803044105373,0.35714285714285715
310,UDHUU,U,4,14,0.0008074283407347598,0.2857142857142857,0.015188607955915603,6.591251761100079e-05,0.0008074283407347598,0.0010827928701280898,0.0014520674349048786,0.001947279016772441,0.0026113770462806636,0.0035019583835213842,0.004696262662407441,0.006297871242017725,0.008445690761406733,0.011326000436690135,0.015188607955915605,0.020368515163674123,0.027314972588468052,0.03663044269615659,0.04912285113121046,0.06587565766744757,0.08834182408360973,0.11846982874640694,0.1588726570771246,0.21305442435284294,0.2857142857142857
311,UDHUU,H,5,14,0.0010092854259184498,0.35714285714285715,0.018985759944894504,0.00012873538595898596,0.0010092854259184498,0.0013534910876601123,0.0018150842936310984,0.002434098770965552,0.0032642213078508293,0.004377447979401731,0.005870328328009301,0.007872339052522156,0.010557113451758419,0.01415750054586267,0.018985759944894504,0.02546064395459266,0.03414371573558506,0.04578805337019573,0.06140356391401309,0.08234457208430947,0.11042728010451217,0.14808728593300868,0.19859082134640582,0.26631803044105373,0.35714285714285715
312,UDHUH,D,6,14,0.0012111425111021397,0.42857142857142855,0.022782911933873405,0.00022245474693712768,0.0012111425111021397,0.0016241893051921344,0.002178101152357318,0.002920918525158662,0.0039170655694209956,0.005252937575282076,0.00704439399361116,0.009446806863026586,0.0126685361421101,0.016989000655035204,0.022782911933873405,0.030552772745511186,0.04097245888270208,0.05494566404423488,0.0736842766968157,0.09881348650117135,0.1325127361254146,0.17770474311961043,0.23830898561568692,0.31958163652926447,0.42857142857142855
313,UDHUH,U,3,14,0.0006055712555510698,0.21428571428571427,0.011391455966936703,2.780684336714096e-05,0.0006055712555510698,0.0008120946525960672,0.001089050576178659,0.0014604592625793308,0.0019585327847104978,0.002626468787641038,0.0035221969968055804,0.004723403431513295,0.00633426807105505,0.008494500327517602,0.011391455966936703,0.015276386372755593,0.02048622944135104,0.02747283202211744,0.03684213834840784,0.04940674325058568,0.0662563680627073,0.08885237155980519,0.11915449280784346,0.15979081826463223,0.21428571428571427
314,UDHUH,H,5,14,0.0010092854259184498,0.35714285714285715,0.018985759944894504,0.00012873538595898596,0.0010092854259184498,0.0013534910876601123,0.0018150842936310984,0.002434098770965552,0.0032642213078508293,0.004377447979401731,0.005870328328009301,0.007872339052522156,0.010557113451758419,0.01415750054586267,0.018985759944894504,0.02546064395459266,0.03414371573558506,0.04578805337019573,0.06140356391401309,0.08234457208430947,0.11042728010451217,0.14808728593300868,0.19859082134640582,0.26631803044105373,0.35714285714285715
315,UDHHD,D,3,21,0.0006055712555510698,0.14285714285714285,0.009301084848792562,1.2358597052062649e-05,0.0006055712555510698,0.0007957966156341652,0.0010457766078716775,0.0013742816846488745,0.0018059785756778894,0.002373282458931162,0.0031187909456545735,0.004098482642086165,0.005385920460903519,0.007077775299888485,0.009301084848792562,0.012222792572378155,0.01606228313106688,0.021107855496590337,0.027738370692967928,0.03645169964446605,0.04790210721739387,0.06294937954189624,0.08272338347718503,0.10870890584964245,0.14285714285714285
316,UDHHD,U,10,21,0.0020185708518368995,0.47619047619047616,0.031003616162641873,0.00045772581674306107,0.0020185708518368995,0.002652655385447217,0.0034859220262389253,0.004580938948829582,0.006019928585592965,0.007910941529770541,0.010395969818848577,0.013661608806953883,0.017953068203011728,0.023592584332961616,0.031003616162641873,0.04074264190792719,0.053540943770222935,0.07035951832196781,0.09246123564322643,0.12150566548155349,0.15967369072464624,0.2098312651396541,0.27574461159061675,0.36236301949880817,0.47619047619047616
317,UDHHD,H,8,21,0.0016148566814695195,0.38095238095238093,0.024802892930113497,0.00023435561817244723,0.0016148566814695195,0.0021221243083577737,0.00278873762099114,0.0036647511590636654,0.0048159428684743716,0.006328753223816432,0.00831677585507886,0.010929287045563105,0.014362454562409383,0.01887406746636929,0.0248028929301135,0.03259411352634175,0.042832755016178344,0.056287614657574245,0.07396898851458115,0.09720453238524279,0.12773895257971699,0.16786501211172328,0.22059568927249346,0.28989041559904655,0.38095238095238093
318,UDHHU,D,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,UDHHU,U,4,10,0.0008074283407347598,0.4,0.01797140329228366,0.00012918853451756158,0.0008074283407347598,0.0011011634535614929,0.0015017567383825573,0.0020480822297390894,0.002793155983632081,0.003809280816763683,0.005195062655288912,0.00708497936765573,0.009662430652112284,0.013177535355021176,0.01797140329228366,0.02450923693942803,0.03342547521655949,0.045585360173147314,0.062168901074773,0.08478538386369117,0.11562953812336971,0.1576945161694255,0.215062352003664,0.29330008660323564,0.4
320,UDHHU,H,6,10,0.0012111425111021397,0.6,0.02695710493842549,0.0004360113039967703,0.0012111425111021397,0.0016517451803422392,0.0022526351075738364,0.003072123344608635,0.004189733975448122,0.005713921225145524,0.007792593982933368,0.010627469051483594,0.014493645978168428,0.019766303032531764,0.02695710493842549,0.036763855409142045,0.05013821282483923,0.06837804025972095,0.09325335161215949,0.12717807579553675,0.17344430718505452,0.23654177425413828,0.322593528005496,0.4399501299048535,0.6
321,UDHHH,D,7,24,0.0014129995962858296,0.2916666666666667,0.020300859150539263,0.00012020309065625983,0.0014129995962858296,0.001844502617197252,0.0024077783983735097,0.0031430678176447018,0.004102900546407073,0.005355847811875115,0.006991421181068385,0.009126467339627123,0.011913515713632401,0.015551675295291738,0.020300859150539263,0.026500352818889177,0.03459305314706113,0.045157109198275154,0.058947225689391994,0.07694857970688793,0.10044720255550263,0.1311218548758088,0.17116395866348422,0.22343415423083718,0.2916666666666667
322,UDHHH,U,8,24,0.0016148566814695195,0.3333333333333333,0.02320098188633058,0.00017942852016327994,0.0016148566814695195,0.002108002991082574,0.002751746740998297,0.003592077505879659,0.004689029195893798,0.006120968927857275,0.007990195635506726,0.010430248388145283,0.013615446529865603,0.01777334319461913,0.023200981886330584,0.030286117507301914,0.03953491788235559,0.05160812479802874,0.0673682579307337,0.08794123395072906,0.11479680292057441,0.14985354842949578,0.19561595275826765,0.2553533191209567,0.3333333333333333
323,UDHHH,H,9,24,0.0018167137666532096,0.375,0.026101104622121906,0.0002554753734356076,0.0018167137666532096,0.002371503364967896,0.003095715083623084,0.004041087194114617,0.0052751578453805225,0.006886090043839435,0.008988970089945068,0.011734029436663445,0.015317377346098802,0.019995011093946524,0.026101104622121906,0.03407188219571466,0.04447678261765003,0.05805914039778233,0.07578929017207542,0.09893388819457019,0.1291464032856462,0.16858524198318275,0.22006794685305112,0.28727248401107636,0.375
324,UUDDD,D,9,27,0.0018167137666532096,0.3333333333333333,0.02460835743301592,0.00020185708518368994,0.0018167137666532096,0.002357578265456402,0.003059466702887272,0.003970318459083632,0.00515234522790001,0.0066862801110395345,0.008676891734893364,0.011260140007409204,0.01461246225725964,0.018962824003905632,0.02460835743301592,0.031934655694022415,0.04144210913189631,0.05378008223277884,0.06979126558832328,0.09056923214318043,0.11753312885011942,0.15252460521538078,0.1979335990091285,0.2568615703766839,0.3333333333333333
325,UUDDD,U,14,27,0.002825999192571659,0.5185185185185185,0.03827966711802476,0.0007598022520494446,0.002825999192571659,0.0036673439684877357,0.004759170426713534,0.006176050936352316,0.008014759243400015,0.010400880172728165,0.013497387143167451,0.017515773344858758,0.022730496844626105,0.029497726228297647,0.03827966711802476,0.049676131079590416,0.06446550309406092,0.08365790569543374,0.10856419091516954,0.1408854722227251,0.18282931154463022,0.2372604970017034,0.3078967095697554,0.3995624428081749,0.5185185185185185
326,UUDDD,H,4,27,0.0008074283407347598,0.14814814814814814,0.010937047748007075,1.772133532476839e-05,0.0008074283407347598,0.0010478125624250674,0.0013597629790610096,0.0017645859818149474,0.002289931212400004,0.0029716800493509044,0.003856396326619273,0.005004506669959645,0.006494427669893173,0.008427921779513613,0.010937047748007075,0.014193180308454404,0.018418715169731693,0.02390225877012393,0.03101834026147701,0.040252992063635744,0.052236946155608636,0.06778871342905812,0.08797048844850155,0.11416069794519283,0.14814814814814814
327,UUDDU,D,13,30,0.0026241421073879695,0.43333333333333335,0.03372133221767472,0.0004927555734984076,0.0026241421073879695,0.003387498311697207,0.004372912876724349,0.005644982009700524,0.007287092788757439,0.00940688937904655,0.012143329357098468,0.015675792701828874,0.020235840567650255,0.0261223946545035,0.03372133221767472,0.04353078121567793,0.05619377375173835,0.07254039831759958,0.09364221401687259,0.12088249374630601,0.1560469009382114,0.2014405439345436,0.2600390811779868,0.3356837825153223,0.43333333333333335
328,UUDDU,U,11,30,0.0022204279370205892,0.36666666666666664,0.028533434953417064,0.00029852420042165696,0.0022204279370205892,0.0028663447252822516,0.003700157049535987,0.004776523238977366,0.006166001590487063,0.007959675628424001,0.01027512484062178,0.01326413228616289,0.01712263432647329,0.022103564707656804,0.02853343495341706,0.03683373795172748,0.04754857778993244,0.061380337037968864,0.07923571955273835,0.10228518701610508,0.13203968540925579,0.1704496910215369,0.22003306868906575,0.28404012366681114,0.36666666666666664
329,UUDDU,H,6,30,0.0012111425111021397,0.2,0.015563691792772946,4.8445700444085594e-05,0.0012111425111021397,0.001563460759244865,0.002018267481565084,0.002605376312169473,0.0033632735948111252,0.004341641251867637,0.005604613549430063,0.007234981246997941,0.009339618723530887,0.012056489840540077,0.015563691792772944,0.020091129791851355,0.025935587885417697,0.033480183838892105,0.043219483392402745,0.05579192019060278,0.0720216465868668,0.09297255873902013,0.12001803746676314,0.1549309765455334,0.2
330,UUDDH,D,2,14,0.0004037141703673799,0.14285714285714285,0.007594303977957802,8.239064701375099e-06,0.0004037141703673799,0.0005413964350640448,0.0007260337174524393,0.0009736395083862205,0.0013056885231403318,0.0017509791917606921,0.0023481313312037205,0.0031489356210088627,0.004222845380703367,0.005663000218345067,0.007594303977957802,0.010184257581837063,0.013657486294234026,0.01831522134807829,0.02456142556560523,0.03293782883372379,0.044170912041804865,0.05923491437320347,0.0794363285385623,0.10652721217642147,0.14285714285714285
331,UUDDH,U,6,14,0.0012111425111021397,0.42857142857142855,0.022782911933873405,0.00022245474693712768,0.0012111425111021397,0.0016241893051921344,0.002178101152357318,0.002920918525158662,0.0039170655694209956,0.005252937575282076,0.00704439399361116,0.009446806863026586,0.0126685361421101,0.016989000655035204,0.022782911933873405,0.030552772745511186,0.04097245888270208,0.05494566404423488,0.0736842766968157,0.09881348650117135,0.1325127361254146,0.17770474311961043,0.23830898561568692,0.31958163652926447,0.42857142857142855
332,UUDDH,H,6,14,0.0012111425111021397,0.42857142857142855,0.022782911933873405,0.00022245474693712768,0.0012111425111021397,0.0016241893051921344,0.002178101152357318,0.002920918525158662,0.0039170655694209956,0.005252937575282076,0.00704439399361116,0.009446806863026586,0.0126685361421101,0.016989000655035204,0.022782911933873405,0.030552772745511186,0.04097245888270208,0.05494566404423488,0.0736842766968157,0.09881348650117135,0.1325127361254146,0.17770474311961043,0.23830898561568692,0.31958163652926447,0.42857142857142855
333,UUDUD,D,11,29,0.0022204279370205892,0.3793103448275862,0.029021221312275705,0.0003194670396902393,0.0022204279370205892,0.0028712075222181643,0.003712722443361027,0.004800874835681522,0.00620795104926157,0.008027423656954595,0.010380160870614358,0.013422455859357266,0.01735640936032346,0.02244335530245868,0.029021221312275705,0.0375269773661614,0.04852566386117949,0.06274792744942696,0.0811385581547579,0.10491925210978674,0.13566976926409044,0.17543287739900518,0.22685005391721028,0.2933369601252005,0.3793103448275862
334,UUDUD,U,16,29,0.003229713362939039,0.5517241379310345,0.042212685545128296,0.0009831232115486254,0.003229713362939039,0.004176301850499149,0.005400323553979675,0.006983090670082214,0.009029746980744104,0.011676252591933958,0.015098415811802704,0.019523572159065115,0.025245686342288666,0.032644880439939905,0.042212685545128296,0.05458469435078022,0.07058278379807928,0.09126971265371195,0.11801972095237513,0.1526098212505989,0.1973378462023134,0.25517509439855296,0.3299637147886695,0.4266719420002917,0.5517241379310345
335,UUDUD,H,2,29,0.0004037141703673799,0.06896551724137931,0.005276585693141037,1.920162522555909e-06,0.0004037141703673799,0.0005220377313123936,0.0006750404442474594,0.0008728863337602768,0.0011287183725930128,0.0014595315739917448,0.001887301976475338,0.0024404465198831393,0.0031557107927860832,0.004080610054992488,0.005276585693141037,0.006823086793847528,0.008822847974759908,0.011408714081713992,0.014752465119046893,0.019076227656324867,0.024667230775289175,0.03189688679981912,0.041245464348583685,0.05333399275003647,0.06896551724137931
336,UUDUU,D,11,26,0.0022204279370205892,0.4230769230769231,0.03064982576636792,0.00039744346209983917,0.0022204279370205892,0.0028869270887304384,0.0037534872790462104,0.004880160226061474,0.00634502319082967,0.00824958965018605,0.010725844074898946,0.013945388315944924,0.01813133343394474,0.02357376106314661,0.03064982576636792,0.03984989145314255,0.05181151308761343,0.06736361858311274,0.08758395264267922,0.11387376334379545,0.14805490716983086,0.1924961017656713,0.2502770756019247,0.32540198994836017,0.4230769230769231
337,UUDUU,U,11,26,0.0022204279370205892,0.4230769230769231,0.03064982576636792,0.00039744346209983917,0.0022204279370205892,0.0028869270887304384,0.0037534872790462104,0.004880160226061474,0.00634502319082967,0.00824958965018605,0.010725844074898946,0.013945388315944924,0.01813133343394474,0.02357376106314661,0.03064982576636792,0.03984989145314255,0.05181151308761343,0.06736361858311274,0.08758395264267922,0.11387376334379545,0.14805490716983086,0.1924961017656713,0.2502770756019247,0.32540198994836017,0.4230769230769231
338,UUDUU,H,4,26,0.0008074283407347598,0.15384615384615385,0.011145391187770153,1.9110729958219167e-05,0.0008074283407347598,0.0010497916686292507,0.0013649044651077127,0.0017746037185678088,0.0023072811603016986,0.0029998507818858374,0.0039003069363268894,0.005071050296707246,0.006593212157798088,0.008572276750235131,0.011145391187770153,0.014490869619324564,0.01884055021367761,0.02449586130295009,0.031848710051883354,0.04140864121592563,0.05383814806175668,0.06999858246024411,0.09100984567342715,0.11832799634485823,0.15384615384615385
339,UUDUH,D,2,9,0.0004037141703673799,0.2222222222222222,0.009471761192177512,1.9936502240364437e-05,0.0004037141703673799,0.0005534898588448029,0.0007588314860616858,0.0010403537030297188,0.001426319080438979,0.001955475443880053,0.002680945844488745,0.003675561686839746,0.005039174417318581,0.006908679807790474,0.009471761192177514,0.01298573136657382,0.017803364728418796,0.024408312994136264,0.033463659948994015,0.045878489736301174,0.06289915160780753,0.0862343833836262,0.11822685501263853,0.1620883538297955,0.2222222222222222
340,UUDUH,U,3,9,0.0006055712555510698,0.3333333333333333,0.014207641788266268,6.728569506122998e-05,0.0006055712555510698,0.0008302347882672042,0.0011382472290925288,0.0015605305545445783,0.0021394786206584684,0.002933213165820079,0.004021418766733118,0.005513342530259619,0.007558761625977873,0.010363019711685711,0.014207641788266268,0.019478597049860734,0.026705047092628196,0.0366124694912044,0.05019548992349102,0.06881773460445176,0.0943487274117113,0.1293515750754393,0.17734028251895778,0.2431325307446933,0.3333333333333333
341,UUDUH,H,4,9,0.0008074283407347598,0.4444444444444444,0.018943522384355024,0.0001594920179229155,0.0008074283407347598,0.0011069797176896058,0.0015176629721233717,0.0020807074060594376,0.002852638160877958,0.003910950887760106,0.005361891688977491,0.007351123373679491,0.010078348834637164,0.01381735961558095,0.018943522384355024,0.02597146273314764,0.03560672945683759,0.04881662598827252,0.06692731989798803,0.09175697947260233,0.12579830321561508,0.1724687667672524,0.23645371002527704,0.324176707659591,0.4444444444444444
342,UUDHD,D,3,12,0.0006055712555510698,0.25,0.01230417871650796,3.7848203471941865e-05,0.0006055712555510698,0.0008183780835076864,0.0011059684247335143,0.0014946223281846283,0.002019855046446103,0.0027296624248944186,0.0036889067693201398,0.004985243973258816,0.006737133526823629,0.009104663362860565,0.01230417871650796,0.016628051785563418,0.022471398746217952,0.03036818552910323,0.04104002170693756,0.05546210128661725,0.07495231608532515,0.10129168488446813,0.13688710319577693,0.18499128573785364,0.25
343,UUDHD,U,4,12,0.0008074283407347598,0.3333333333333333,0.01640557162201061,8.971426008163997e-05,0.0008074283407347598,0.0010911707780102485,0.0014746245663113523,0.0019928297709128373,0.0026931400619281376,0.003639549899859224,0.004918542359093519,0.006646991964345088,0.008982844702431507,0.012139551150480751,0.01640557162201061,0.022170735714084556,0.029961864994957274,0.04049091403880431,0.05472002894258342,0.07394946838215631,0.09993642144710022,0.1350555798459575,0.18251613759436924,0.2466550476504715,0.3333333333333333
344,UUDHD,H,5,12,0.0010092854259184498,0.4166666666666667,0.020506964527513268,0.0001752231642219531,0.0010092854259184498,0.0013639634725128107,0.0018432807078891905,0.002491037213641047,0.0033664250774101717,0.004549437374824031,0.006148177948866901,0.00830873995543136,0.011228555878039385,0.01517443893810094,0.020506964527513265,0.0277134196426057,0.03745233124369659,0.050613642548505394,0.06840003617822928,0.09243683547769539,0.12492052680887528,0.1688194748074469,0.2281451719929616,0.3083188095630895,0.4166666666666667
345,UUDHU,D,10,21,0.0020185708518368995,0.47619047619047616,0.031003616162641873,0.00045772581674306107,0.0020185708518368995,0.002652655385447217,0.0034859220262389253,0.004580938948829582,0.006019928585592965,0.007910941529770541,0.010395969818848577,0.013661608806953883,0.017953068203011728,0.023592584332961616,0.031003616162641873,0.04074264190792719,0.053540943770222935,0.07035951832196781,0.09246123564322643,0.12150566548155349,0.15967369072464624,0.2098312651396541,0.27574461159061675,0.36236301949880817,0.47619047619047616
346,UUDHU,U,5,21,0.0010092854259184498,0.23809523809523808,0.015501808081320937,5.7215727092882633e-05,0.0010092854259184498,0.0013263276927236085,0.0017429610131194625,0.0022904694744147907,0.0030099642927964823,0.003955470764885271,0.0051979849094242895,0.006830804403476942,0.008976534101505864,0.011796292166480808,0.015501808081320935,0.02037132095396359,0.026770471885111464,0.0351797591609839,0.04623061782161322,0.06075283274077674,0.07983684536232313,0.10491563256982706,0.1378723057953084,0.18118150974940408,0.23809523809523808
347,UUDHU,H,6,21,0.0012111425111021397,0.2857142857142857,0.018602169697585123,9.886877641650119e-05,0.0012111425111021397,0.00159159323126833,0.002091553215743355,0.002748563369297749,0.003611957151355779,0.004746564917862324,0.006237581891309146,0.00819696528417233,0.010771840921807038,0.01415555059977697,0.018602169697585123,0.02444558514475631,0.032124566262133766,0.04221571099318068,0.055476741385935856,0.0729033992889321,0.09580421443478773,0.12589875908379247,0.16544676695437005,0.2174178116992849,0.2857142857142857
348,UUDHH,D,8,20,0.0016148566814695195,0.4,0.02541540227082404,0.00025837706903512317,0.0016148566814695195,0.002127307567758786,0.0028023771643472728,0.0036916701140347506,0.0048631670298496955,0.0064064211670226455,0.008439404181958413,0.011117524291578524,0.014645506212164459,0.019293041021104265,0.025415402270824044,0.033480604321590585,0.044105178969593574,0.05810130525886115,0.07653889524199954,0.10082738173893845,0.13282346023138172,0.17497302105410373,0.23049812166816608,0.3036432918199682,0.4
349,UUDHH,U,2,20,0.0004037141703673799,0.1,0.00635385056770601,4.0371417036737995e-06,0.0004037141703673799,0.0005318268919396966,0.0007005942910868181,0.0009229175285086876,0.001215791757462424,0.0016016052917556616,0.0021098510454896037,0.0027793810728946313,0.003661376553041115,0.004823260255276066,0.006353850567706011,0.008370151080397644,0.011026294742398392,0.014525326314715285,0.01913472381049989,0.02520684543473461,0.033205865057845424,0.043743255263525925,0.05762453041704152,0.07591082295499205,0.1
350,UUDHH,H,10,20,0.0020185708518368995,0.5,0.03176925283853005,0.0005046427129592249,0.0020185708518368995,0.002659134459698483,0.003502971455434091,0.0046145876425434385,0.00607895878731212,0.008008026458778308,0.010549255227448017,0.013896905364473158,0.018306882765205573,0.02411630127638033,0.031769252838530056,0.041850755401988224,0.05513147371199195,0.07262663157357643,0.09567361905249942,0.12603422717367305,0.16602932528922712,0.21871627631762963,0.28812265208520754,0.3795541147749603,0.5
351,UUUDD,D,6,21,0.0012111425111021397,0.2857142857142857,0.018602169697585123,9.886877641650119e-05,0.0012111425111021397,0.00159159323126833,0.002091553215743355,0.002748563369297749,0.003611957151355779,0.004746564917862324,0.006237581891309146,0.00819696528417233,0.010771840921807038,0.01415555059977697,0.018602169697585123,0.02444558514475631,0.032124566262133766,0.04221571099318068,0.055476741385935856,0.0729033992889321,0.09580421443478773,0.12589875908379247,0.16544676695437005,0.2174178116992849,0.2857142857142857
352,UUUDD,U,11,21,0.0022204279370205892,0.5238095238095238,0.03410397777890606,0.0006092330620850143,0.0022204279370205892,0.002917920923991938,0.0038345142288628174,0.005039032843712539,0.006621921444152261,0.008702035682747595,0.011435566800733434,0.015027769687649269,0.019748375023312906,0.02595184276625778,0.03410397777890606,0.044816906098719904,0.05889503814724523,0.07739547015416458,0.10170735920754907,0.1336562320297088,0.17564105979711087,0.23081439165361958,0.3033190727496785,0.398599321448689,0.5238095238095238
353,UUUDD,H,4,21,0.0008074283407347598,0.19047619047619047,0.012401446465056748,2.9294452271555904e-05,0.0008074283407347598,0.0010610621541788869,0.0013943688104955697,0.0018323755795318323,0.0024079714342371858,0.0031643766119082164,0.00415838792753943,0.005464643522781553,0.007181227281204692,0.009437033733184644,0.012401446465056747,0.01629705676317087,0.021416377508089175,0.02814380732878712,0.03698449425729057,0.04860226619262139,0.0638694762898585,0.08393250605586164,0.11029784463624671,0.14494520779952325,0.19047619047619047
354,UUUDU,D,16,32,0.003229713362939039,0.5,0.040185279412609784,0.0008074283407347598,0.003229713362939039,0.004155796582485301,0.005347423530885789,0.006880735823111525,0.008853707807881023,0.011392406853353899,0.014659048697859285,0.01886236257994485,0.02427092845044311,0.03123033847694443,0.040185279412609784,0.051707946830665166,0.0665346068143527,0.08561264129163194,0.11016108307937766,0.1417485086563696,0.1823932657944815,0.2346924403121857,0.30198780256368096,0.3885793371781886,0.5
355,UUUDU,U,13,32,0.0026241421073879695,0.40625,0.03265053952274545,0.0004330859532700848,0.0026241421073879695,0.003376584723269307,0.0043447816188447045,0.005590597856278115,0.00719363759390333,0.009256330568350042,0.011910477067010669,0.015325669596205193,0.019720129365985026,0.025374650012517354,0.03265053952274544,0.04201270679991545,0.05405936803666159,0.06956027104945095,0.08950588000199435,0.11517066328330032,0.14819452845801626,0.19068760775365085,0.24536508958299078,0.31572071145727826,0.40625
356,UUUDU,H,3,32,0.0006055712555510698,0.09375,0.007534739889864334,5.322403613241825e-06,0.0006055712555510698,0.000779211859215994,0.0010026419120410855,0.001290137966833411,0.0016600702139776915,0.0021360762850038562,0.002748571630848616,0.0035366929837396597,0.004550799084458083,0.005855688464427081,0.007534739889864334,0.00969524003074972,0.012475238777691135,0.016052370242180987,0.020655203077383315,0.026577845373069304,0.034198737336465286,0.04400483255853481,0.05662271298069018,0.07285862572091037,0.09375
357,UUUDH,D,4,15,0.0008074283407347598,0.26666666666666666,0.014673589342622886,5.741712645224958e-05,0.0008074283407347598,0.0010790640558990781,0.0014420836846942761,0.001927230679487967,0.002575591230509669,0.00344207377834021,0.004600059106892028,0.006147614824544528,0.008215800526201097,0.010979766984885416,0.014673589342622884,0.019610090495757716,0.02620733348007599,0.03502402644620605,0.04680683860634353,0.06255363425119895,0.08359798000761502,0.11172208209820597,0.14930771804798754,0.19953794496151178,0.26666666666666666
