Date,price,macd,signal,cross_zero
2000-02-09,4.012499809265137,0.02537122369468836,-0.09974267314834026,1.0
2000-02-17,3.450000047683716,-0.015994068264904016,-0.017997763444313815,-1.0
2000-03-24,3.6343750953674316,0.0012489933644066475,-0.04832609125738764,1.0
2000-03-31,3.3499999046325684,-0.002672859461754662,-0.010119083037397138,-1.0
2000-08-22,1.8250000476837158,0.0011382220177109659,-0.04222170581157416,1.0
2000-09-29,1.921875,-0.0062141905161974265,0.023455727390899857,-1.0
2000-11-02,1.9874999523162842,0.025484202164711478,-0.05124057693308635,1.0
2000-11-13,1.390625,-0.023854748570599105,-0.0007882844299677422,-1.0
2001-04-12,0.7335000038146973,0.003951020307118247,-0.02800519635123789,1.0
2001-06-13,0.7059999704360962,-0.0007244928650930182,0.015283419111415453,-1.0
2001-07-09,0.7904999852180481,0.004266108711961203,-0.012680903324536466,1.0
2001-07-25,0.5755000114440918,-0.0056759298291479965,0.014237831371417401,-1.0
2001-10-17,0.44600000977516174,0.0006277017229584514,-0.020875404480523448,1.0
2001-10-29,0.35249999165534973,-0.003335365640816934,-0.0016002448834374664,-1.0
2001-11-15,0.45249998569488525,0.004183869715905897,-0.007338007379657485,1.0
2002-01-16,0.45649999380111694,-0.0025528837159283224,0.010796989060259898,-1.0
2002-01-22,0.6299999952316284,0.0015178709263168333,0.0038480660792247047,1.0
2002-04-04,0.6769999861717224,-0.003913797153546339,0.008290210059989008,-1.0
2002-04-24,0.8395000100135803,0.008423853570342588,-0.0029026908066250015,1.0
2002-06-14,0.8410000205039978,-0.0008972615671849482,0.01399892412287668,-1.0
2002-06-17,0.9204999804496765,0.0021226380236420983,0.011623666903029765,1.0
2002-06-25,0.7670000195503235,-0.008799295022761333,0.0032572361363863824,-1.0
2002-08-21,0.7689999938011169,0.0023426823846354194,-0.011944961407679498,1.0
2002-09-05,0.7124999761581421,-0.0010832589180149732,0.0004350806426551303,-1.0
2002-09-06,0.765500009059906,0.0012038303582851961,0.0005888305857811435,1.0
2002-12-27,0.9430000185966492,-0.011831270975122488,0.009746090427012214,-1.0
2003-01-14,1.1369999647140503,0.00177176343799057,-0.009517097731995485,1.0
2003-02-12,1.05649995803833,-0.0016828874557981433,0.003973879186283281,-1.0
2003-02-26,1.0820000171661377,0.0005582355117181859,-0.0027135188541318146,1.0
2003-11-14,2.622499942779541,-0.005171127967964484,0.023908622725984027,-1.0
2003-12-29,2.6735000610351562,0.0010581112560887895,-0.025746234470594435,1.0
2004-02-02,2.4135000705718994,-0.01780542535767582,0.02651088167717814,-1.0
2004-04-05,2.3480000495910645,0.009107255929074576,-0.029899755079697804,1.0
2004-05-05,2.2130000591278076,-0.0024600159764256446,0.019414079758667355,-1.0
2004-05-28,2.424999952316284,0.011903337533892167,-0.02382751765788329,1.0
2004-07-16,2.3550000190734863,-0.004870160385613609,0.027335101078617037,-1.0
2004-09-15,2.1105000972747803,0.007657223503423571,-0.02073350534159779,1.0
2004-10-13,1.9989999532699585,-0.0014697567308075143,0.0066301779996943006,-1.0
2004-11-15,2.0445001125335693,0.009105301079499695,-0.026941530739018383,1.0
2005-02-03,1.787500023841858,-0.01658760791357894,0.009034340096635451,-1.0
2005-05-13,1.6950000524520874,0.0004524942300552226,-0.006696393527416285,1.0
2005-06-28,1.6855000257492065,-0.0038335649896721335,0.005466432618248107,-1.0
2005-07-12,1.815500020980835,5.2022636972681724e-05,-0.009141815857425871,1.0
2005-09-21,2.0625,-0.004424682397448976,0.00839380732642314,-1.0
2005-09-28,2.1684999465942383,0.0017456810992206861,0.0012524037308866954,1.0
2005-10-27,1.9529999494552612,-0.009556480765361197,0.015564282057484554,-1.0
2005-11-16,2.265000104904175,0.004508333652284424,-0.01765850828005678,1.0
2006-01-10,2.2825000286102295,-0.007350136238457594,0.011769906631923023,-1.0
2006-06-20,1.7740000486373901,0.0035828366977330717,-0.006653958852397832,1.0
2006-07-14,1.6460000276565552,-0.008537984674267918,0.017164567933219767,-1.0
2006-09-01,1.5880000591278076,0.006425076405459418,-0.02614979988534067,1.0
2007-01-05,1.9184999465942383,-0.002052533898446951,0.006375056747469932,-1.0
2007-02-09,1.9359999895095825,0.002378686718844225,-0.010402636490574857,1.0
2007-03-06,1.9290000200271606,-0.0017565573976670024,0.014455906002366204,-1.0
2007-03-23,1.9490000009536743,0.0006437001548142973,-0.0044953173607179845,1.0
2007-11-01,4.382500171661377,-0.0066207291437141436,0.029171082393995473,-1.0
2007-11-30,4.5279998779296875,0.003938176125620529,-0.0708959555303909,1.0
2008-01-10,4.2129998207092285,-0.018185272741353842,0.03633976350099987,-1.0
2008-03-25,3.758500099182129,0.009734247346290914,-0.06649451421584641,1.0
2008-05-09,3.620500087738037,-0.00553027858006816,0.04559755928680834,-1.0
2008-05-19,4.114500045776367,0.019851036781220355,0.009486838109633466,1.0
2008-06-27,3.7330000400543213,-0.007874338767793976,0.028624311295466564,-1.0
2008-07-30,3.9105000495910645,0.013650814824386792,-0.04998782031796252,1.0
2008-09-10,3.8369998931884766,-0.008653320241162277,0.03300814481940935,-1.0
2008-12-12,2.5625,0.011766437764223703,-0.0647198070778296,1.0
2009-01-23,2.5315001010894775,-3.9990683007307126e-05,0.027468845075569223,-1.0
2009-01-30,2.940999984741211,0.018445043997432187,0.006042195696252249,1.0
2009-05-15,3.680000066757202,-0.002387625539946203,0.055184962889774924,-1.0
2009-05-29,3.8994998931884766,6.302370538069368e-05,0.0035426337609750095,1.0
2009-07-06,3.9049999713897705,-0.009043498021644503,0.01731027652778923,-1.0
2009-07-16,4.305500030517578,0.017136616649783498,-0.011698365758894807,1.0
2009-08-17,4.052999973297119,-0.003714632298733811,0.024460298725448828,-1.0
2009-09-16,4.534999847412109,0.022598669081339118,-0.019463508795023225,1.0
2010-01-13,6.45550012588501,-0.011489874436079184,0.045426869168720824,-1.0
2010-03-04,6.426499843597412,0.02259023710825403,-0.055109453955935986,1.0
2010-05-05,6.546500205993652,-0.0031133811388297516,0.09977928171120334,-1.0
2010-08-04,6.379000186920166,0.029203935653269397,-0.016803638246399712,1.0
2011-01-26,8.769499778747559,-0.01006000820145836,0.07445353000446747,-1.0
2011-01-27,9.22249984741211,0.004340320056329006,0.060430888014839784,1.0
2011-01-28,8.557000160217285,-0.037515127951618155,0.040841684821548194,-1.0
2011-02-10,9.310500144958496,0.008722492420076833,-0.04118204313334773,1.0
2011-02-28,8.66450023651123,-0.03159175859786778,0.028813745817844977,-1.0
2011-03-31,9.006500244140625,0.007588346861396644,-0.10107069451447388,1.0
2011-06-06,9.284500122070312,-0.01727135432163074,0.06822252030425316,-1.0
2011-06-27,10.0625,0.031886632176377105,-0.03034996728829685,1.0
2011-08-08,9.6850004196167,-0.01649182739416588,0.14350105115778342,-1.0
2011-09-01,10.626999855041504,0.03490563351372167,-0.11492201627158045,1.0
2011-10-27,10.33899974822998,-0.04338179984572221,0.15328727791924235,-1.0
2012-01-23,9.304499626159668,0.007035168790048729,-0.10390043884016574,1.0
2012-02-16,8.996500015258789,-0.0037751554997509373,0.01828735206340567,-1.0
2012-03-16,9.2524995803833,0.0032517568040280054,-0.02037360759895661,1.0
2012-04-17,9.419500350952148,-0.008857359652788332,0.06987178158729639,-1.0
2012-04-25,9.720999717712402,0.00036267843467285843,0.01145937160531238,1.0
2012-07-17,10.846500396728516,-0.012894816900399064,0.055794733721775264,-1.0
2012-07-19,11.308500289916992,0.0055446773108887015,0.03327289503491636,1.0
2012-10-12,12.118000030517578,-0.029714573752341877,0.07568306343813228,-1.0
2012-11-28,12.355500221252441,0.0345264959650482,-0.10947720240689612,1.0
2013-02-11,12.86050033569336,-0.005654164505532577,0.09497364383418236,-1.0
2013-02-13,13.47350025177002,0.0016146021313439007,0.056973276868257997,1.0
2013-02-26,12.968000411987305,-0.015089229645729674,0.023615227143927116,-1.0
2013-03-04,13.655500411987305,0.03010377996164948,0.011230639519124503,1.0
2013-03-19,12.820500373840332,-0.03620064405006396,0.04986122816887034,-1.0
2013-04-12,13.643500328063965,0.022858876265178907,-0.046950203362411805,1.0
2013-04-29,12.487000465393066,-0.042138451043317815,0.014123168510223452,-1.0
2013-05-15,13.32800006866455,0.01986827560340032,-0.045105581665142315,1.0
2013-08-15,14.32349967956543,-0.011743087720738288,0.1148707720062689,-1.0
2013-09-10,15.017999649047852,0.03540086038099588,-0.059140135930191594,1.0
2014-01-31,17.934499740600586,-0.0943165113770732,0.0757678527706935,-1.0
2014-03-12,18.531999588012695,0.012755069167901922,-0.11660812541322296,1.0
2014-03-24,17.592500686645508,-0.024902226939854444,0.025370423675698264,-1.0
2014-06-05,16.178499221801758,0.005672917321914994,-0.11857712351305993,1.0
2014-07-31,15.649499893188477,-0.08367871249479464,0.17994051633517227,-1.0
2014-08-20,16.788999557495117,0.009159144058816793,-0.10699145329685888,1.0
2014-09-15,16.194499969482422,-0.0038963508825773374,0.08666695800585072,-1.0
2014-11-14,16.391000747680664,0.030958795973338837,-0.14598981998902993,1.0
2014-12-10,15.291999816894531,-0.03666397260795584,0.11411138429482527,-1.0
2015-01-29,15.58899974822998,0.021314457737082293,-0.08560603948081023,1.0
2015-08-26,25.03849983215332,-0.01466313479951964,0.4189470748174473,-1.0
2015-08-27,25.918500900268555,0.04004345367455642,0.34316635058886913,1.0
2015-09-04,24.950000762939453,-0.007166236754663657,0.11500690571634377,-1.0
2015-09-08,25.87700080871582,0.03905060327815946,0.09981564522870691,1.0
2016-01-06,31.63249969482422,-0.059453757093841375,0.2172995030955431,-1.0
2016-03-03,28.874500274658203,0.007198084689097328,-0.449801689486931,1.0
2016-10-31,39.49100112915039,-0.029858666932462086,0.2817097162415657,-1.0
2017-01-06,39.79949951171875,0.07377370331642652,-0.06082546694008184,1.0
2017-07-05,48.56999969482422,-0.020535339184043266,0.23121718561204843,-1.0
2017-07-10,49.82350158691406,0.02135052322744002,0.10352474680459402,1.0
2017-08-08,49.492000579833984,-0.043877752366064726,0.23493045661175135,-1.0
2017-09-13,49.97999954223633,0.010267910366415833,-0.22275152374267,1.0
2017-09-21,48.23249816894531,-0.03804604885996099,-0.03960580387123584,-1.0
2017-10-09,49.54949951171875,0.06691315283155319,-0.13785905211945237,1.0
2018-04-02,68.59950256347656,-0.38907553626452795,0.9274109967860729,-1.0
2018-04-19,77.84549713134766,0.107757405851018,-0.5378865062665201,1.0
2018-10-08,93.22100067138672,-0.1966834213497748,0.5009056894044378,-1.0
2019-01-10,82.81099700927734,0.2919267129572063,-1.044496311432951,1.0
2019-02-20,81.1050033569336,-0.007298992407513083,0.1785096159647396,-1.0
2019-02-25,81.6500015258789,0.026172013382549153,0.0921200189360778,1.0
2019-05-23,90.77400207519531,-0.1250349078057127,0.4725868357974802,-1.0
2019-06-17,94.30149841308594,0.16242496782115268,-0.49167471914476335,1.0
2019-08-01,92.76599884033203,-0.3245927405350244,0.6612527098834453,-1.0
