date,signal_source_date,N_risky,N_safe,wealth,p_curr,signal,pJ_t,sigmaJ_t,sigma_curr,sigma_risky_t,target_sigma,p_target,p_floor_applied
2025-07-18,2025-07-17,1354.6586213360667,32.79057804028406,308570.68295115494,0.9927351416782488,0,0.22926700835727332,0.008666023072659155,0.020313356476105795,0.020471606264211826,0.020313356476105795,0.9927351416782488,0
2025-07-21,2025-07-18,1354.6586213360667,32.7905780402843,312872.00866176706,0.9928124517596332,0,0.23029947200549136,0.008669502436935645,0.02030900283490349,0.02046568704449468,0.02030900283490349,0.9928124517596332,0
2025-07-22,2025-07-21,1356.709612047821,25.94771232830705,310379.8228442506,0.9943002553472016,1,0.22991828326108288,0.008672920848613591,0.020323045266679655,0.020480117547796394,0.020354459722903003,0.9943002553472015,0
2025-07-23,2025-07-22,1358.306772439452,20.561120006009386,311479.6158707689,0.9955317399947126,1,0.22976442184716467,0.008681673933237493,0.020361500541833142,0.020484447646000117,0.020386089962666536,0.9955317399947126,0
2025-07-24,2025-07-23,1358.306772439452,20.561120006009677,316830.1402935935,0.995611009949989,0,0.2301551531095116,0.008686346904560615,0.020385083436685502,0.020480794528636333,0.020385083436685502,0.995611009949989,0
2025-07-25,2025-07-24,1359.4859299014217,16.529995794007256,315758.49574554845,0.9964559344398203,1,0.2297050549852704,0.008687286484900204,0.02039613939269173,0.020492289299241965,0.020415369374001777,0.9964559344398203,0
2025-07-28,2025-07-25,1360.433530753961,13.219903534240256,317576.31660755613,0.9972258506978016,1,0.22955709101721058,0.008686321829131117,0.0204154864563678,0.02049113454877705,0.02043061607484965,0.9972258506978016,0
2025-07-29,2025-07-28,1361.1697613737895,10.715270692597544,315171.4375791063,0.9976913565300681,1,0.23060608625410633,0.008704420242933872,0.020430783145696765,0.020492939616763184,0.020443214439910047,0.9976913565300682,0
2025-07-30,2025-07-29,1361.7885580360285,8.598394745708514,314048.68213877553,0.9981577039717447,1,0.23253017956266106,0.008732396476232756,0.020445067907699725,0.020495234950593303,0.02045510131627844,0.9981577039717447,0
2025-07-31,2025-07-30,1361.7885580360285,8.598394745708402,319379.6534125465,0.9982111156629502,0,0.23288708190860963,0.008745379246119941,0.02044280036078522,0.02048184724279002,0.02044280036078522,0.9982111156629502,0
2025-08-01,2025-07-31,1362.3955761718805,6.664194294919257,293023.58923292323,0.9984672249384848,1,0.2337657467486139,0.008751360681444052,0.02045770593876636,0.020500966646905764,0.02046635808039424,0.9984672249384849,0
2025-08-04,2025-08-01,1211.8284279716777,478.81954611834146,288800.8068552373,0.8880982092004865,-1,0.22841785902514766,0.00875770096859401,0.021069873646971035,0.02110513302242411,0.01860743911129563,0.8880982092004865,0
2025-08-05,2025-08-04,1242.3863545850127,382.16997240985927,291387.83633334923,0.911362967768992,1,0.22805483602297927,0.008757027895796151,0.018641372718005058,0.02112250879362196,0.019137599933128437,0.9113629677689918,0
2025-08-06,2025-08-05,1112.233298439846,807.4742501289612,302194.7174570353,0.8182160957062502,-1,0.227920358908704,0.008758463026115635,0.019200000317325078,0.021129435752206587,0.017111692859083188,0.8182160957062502,0
2025-08-07,2025-08-06,1003.3851044356069,1159.8087770942484,303833.8361159788,0.7368676448748035,-1,0.22532470949890654,0.00875422817115062,0.017171433122720133,0.021236048734574187,0.01548799213240623,0.7368676448748035,0
2025-08-08,2025-08-07,1078.2702729085977,917.5788082702454,303290.1778374499,0.7917170658761165,1,0.2258688567395585,0.00877426363901393,0.01548739290242849,0.02123631657283621,0.016637177636510035,0.7917170658761165,0
2025-08-11,2025-08-08,975.4544798783204,1246.1643926022052,302159.59183553775,0.7144174310753565,-1,0.22579866482955918,0.008774812335401757,0.0165933732360798,0.02123298220052147,0.01502966105594419,0.7144174310753565,0
2025-08-12,2025-08-11,975.4544798783204,1246.1643926022052,302276.6344321427,0.7146893945515621,0,0.22594792775029313,0.00877503515202059,0.015036696888714224,0.0212366066701057,0.015036696888714224,0.7146893945515621,0
2025-08-13,2025-08-12,975.4544798783204,1246.1643926022057,304985.87081801717,0.7182236181383607,0,0.22601520665892888,0.008775108817100596,0.015097087807284157,0.021217381145848424,0.015097087807284157,0.7182236181383607,0
2025-08-14,2025-08-13,1052.4254818771374,984.9855038711266,310138.3836006449,0.7838089258263258,1,0.22472081793816484,0.008763872946618269,0.015265598530434011,0.021208278730800847,0.01645413457050738,0.7838089258263257,0
2025-08-15,2025-08-14,1112.685008036233,781.5501921914836,310547.7076251121,0.8277749593266219,1,0.22576171013829321,0.008766709762322978,0.016465917887440715,0.02125952610297784,0.01742463953054814,0.8277749593266219,0
2025-08-18,2025-08-15,1159.4274564272482,621.627201838319,310455.2428923432,0.8645235485694173,1,0.2251180998838867,0.008736623730753191,0.017462286672874593,0.02125779182333531,0.018221387702966736,0.8645235485694174,0
2025-08-19,2025-08-18,1197.4554607901666,495.3027877611234,307028.83681522496,0.889270909759078,1,0.2258255634764063,0.008751061242539314,0.018139064601830464,0.021250139835525067,0.018761279648569384,0.8892709097590779,0
2025-08-20,2025-08-19,1228.5088662857609,394.8636463181844,302275.84914183593,0.9096081183618205,1,0.22757433109528305,0.008751841204652293,0.018688175111183335,0.021239940859334134,0.019198528260813495,0.9096081183618205,0
2025-08-21,2025-08-20,1253.4207673236715,314.9129958158199,299975.36741383246,0.9273985990275149,1,0.22779914157137734,0.008748835262560165,0.019207670899133,0.02126757217173821,0.019619651153654043,0.927398599027515,0
