date,signal_source_date,money,shares,price,wealth,macd_signal,bayes_signal,rule_signal,action,g_today,g_reason,trade_cash,trade_shares
2019-10-09,2019-10-08,44246.833816407256,631.3724179437521,86.09950256347656,98607.68493366374,-1,1,1,1,0.5,buy_use_aggressive_g,-44246.833816407256,513.9034779415413
2019-10-10,2019-10-09,55108.523503322074,505.0979343550017,86.01300048828125,98553.51237762868,-1,0,-1,-1,0.2,sell_use_conservative_g,10861.247218576653,-126.27448358875043
2019-10-11,2019-10-10,55109.07458855711,505.0979343550017,86.59600067138672,98848.53565107888,-1,0,1,0,0.0,hold_no_trade,0.0,0.0
2019-10-14,2019-10-11,55109.625679303,505.0979343550017,86.82150268554688,98962.98734336995,-1,0,1,0,0.0,hold_no_trade,0.0,0.0
2019-10-15,2019-10-14,27555.088387779895,816.9164154972332,88.36900329589844,99745.17780132842,0,0,1,1,0.5,buy_use_aggressive_g,-27555.088387779895,311.81848114223146
2019-10-16,2019-10-15,27555.363938663773,816.9164154972332,88.87149810791016,100155.94961284689,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2019-10-17,2019-10-16,27555.639492303162,816.9164154972332,89.3740005493164,100566.72765969847,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2019-10-18,2019-10-17,27555.915048698087,816.9164154972332,87.87550354003906,99342.85641064122,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2019-10-21,2019-10-18,13778.095303924289,971.2357791679532,89.28299713134766,100492.93658923886,0,1,0,1,0.5,buy_use_aggressive_g,-13778.095303924289,154.31936367071998
2019-10-22,2019-10-21,30927.634418685142,776.9886233343625,88.2864990234375,99525.2397539164,0,0,-1,-1,0.2,sell_use_conservative_g,17149.401333807815,-194.24715583359065
2019-10-23,2019-10-22,44619.80374893622,621.59089866749,88.1084976196289,99387.24396456376,0,0,-1,-1,0.2,sell_use_conservative_g,13691.860053906885,-155.3977246668725
2019-10-24,2019-10-23,44620.24994697371,621.59089866749,89.03900146484375,99966.0828839619,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2019-10-25,2019-10-24,55568.96285181322,497.272718933992,88.06649780273438,99362.02966117338,0,0,-1,-1,0.2,sell_use_conservative_g,10948.266702340039,-124.31817973349801
2019-10-28,2019-10-25,64406.45220479029,397.8181751471936,88.85399627685547,99754.18685818446,0,0,-1,-1,0.2,sell_use_conservative_g,8836.933663348545,-99.45454378679841
2019-10-29,2019-10-28,32203.54813465617,763.2049812389758,88.135498046875,99468.9992680092,0,0,1,1,0.5,buy_use_aggressive_g,-32203.54813465617,365.38680609178226
2019-10-30,2019-10-29,16101.935085068759,944.1266237823434,88.99949645996094,100128.7291961403,0,0,1,1,0.5,buy_use_aggressive_g,-16101.935085068759,180.92164254336757
2019-10-31,2019-10-30,8051.048052209805,1034.7578985970488,88.83300018310547,99971.69664775128,1,0,0,1,0.5,buy_use_aggressive_g,-8051.048052209805,90.63127481470538
2019-11-01,2019-10-31,4025.5642813451636,1079.7001165271545,89.5719985961914,100736.46160322314,1,0,1,1,0.5,buy_use_aggressive_g,-4025.5642813451636,44.942217930105784
2019-11-04,2019-11-01,2012.8022684939888,1102.0068361349715,90.23300170898438,101450.18699677335,1,0,0,1,0.5,buy_use_aggressive_g,-2012.8022684939888,22.306719607817023
2019-11-05,2019-11-04,1006.411198258337,1113.1785693099885,90.08550262451172,101287.6621253835,1,0,0,1,0.5,buy_use_aggressive_g,-1006.411198258337,11.171733175016982
2019-11-06,2019-11-05,503.2106311851598,1118.782969013908,89.78849792480469,100957.05292279727,1,0,0,1,0.5,buy_use_aggressive_g,-503.2106311851598,5.6043997039195865
2019-11-07,2019-11-06,251.60783164573584,1121.5970593991024,89.41000366210938,100533.60501993059,1,0,0,1,0.5,buy_use_aggressive_g,-251.60783164573584,2.814090385194375
2019-11-08,2019-11-07,125.80517386202615,1123.0059466218481,89.29399871826172,100403.49673211362,1,0,0,1,0.5,buy_use_aggressive_g,-125.80517386202615,1.4088872227456586
2019-11-11,2019-11-08,62.90321595688239,1123.716055484667,88.5824966430664,99604.47692868723,1,0,0,1,0.5,buy_use_aggressive_g,-62.90321595688239,0.7101088628190747
2019-11-12,2019-11-11,31.451922494520982,1124.06984538292,88.9000015258789,99961.26289223057,1,0,0,1,0.5,buy_use_aggressive_g,-31.451922494520982,0.3537898982528733
2019-11-13,2019-11-12,15.726118506872965,1124.2492536127602,87.65550231933594,98562.35917607187,1,0,0,1,0.5,buy_use_aggressive_g,-15.726118506872965,0.17940822984028396
2019-11-14,2019-11-13,7.863137884029017,1124.3388824464903,87.7300033569336,98646.11706924558,0,1,0,1,0.5,buy_use_aggressive_g,-7.863137884029017,0.08962883373020603
2019-11-15,2019-11-14,7.863216515407858,1124.3388824464903,86.97450256347656,97796.67823007406,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2019-11-18,2019-11-15,19712.240184204205,899.4711059571922,87.62650299072266,98529.74774043071,-1,0,-1,-1,0.2,sell_use_conservative_g,19704.37688905663,-224.86777648929808
2019-11-19,2019-11-18,35478.277530565814,719.5768847657538,87.6395034790039,98541.63842640488,-1,0,0,-1,0.2,sell_use_conservative_g,15765.840223959767,-179.89422119143845
