date,signal_source_date,money,shares,price,wealth,macd_signal,bayes_signal,rule_signal,action,g_today,g_reason,trade_cash,trade_shares
2021-02-17,2021-02-16,18.119743987197648,934.3654565554774,165.4320068359375,154592.0723401368,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2021-02-18,2021-02-17,9.05996259231876,934.4198996837797,166.4114990234375,155507.27618630018,0,0,1,1,0.5,buy_use_aggressive_g,-9.05996259231876,0.054443128302346155
2021-02-19,2021-02-18,9.060053191944684,934.4198996837797,162.4949951171875,151847.61708971055,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2021-02-22,2021-02-19,4.530071896238302,934.448384073093,159.03700256347656,148616.40012516527,0,1,0,1,0.5,buy_use_aggressive_g,-4.530071896238302,0.028484389313299656
2021-02-23,2021-02-22,2.2650585984786322,934.4625650623678,159.72500610351562,149259.30396669204,0,1,1,1,0.5,buy_use_aggressive_g,-2.2650585984786322,0.014180989274845783
2021-02-24,2021-02-23,1.1325406245323086,934.4697341072197,157.97650146484375,147625.39185966586,0,0,1,1,0.5,buy_use_aggressive_g,-1.1325406245323086,0.007169044851802503
2021-02-25,2021-02-24,1.1325519499385541,934.4697341072197,152.85800170898438,142842.3087651055,-1,0,1,0,0.0,hold_no_trade,0.0,0.0
2021-02-26,2021-02-25,0.5662816377290268,934.4733958883726,154.64649963378906,144513.60595667455,-1,1,1,1,0.5,buy_use_aggressive_g,-0.5662816377290268,0.0036617811529521273
2021-03-01,2021-02-26,29400.40886230334,747.578716710698,157.3070068359375,146999.7791623145,-1,0,-1,-1,0.2,sell_use_conservative_g,29399.842575002793,-186.89467917767453
2021-03-02,2021-03-01,29400.702866391963,747.578716710698,154.72650146484375,145070.9422726158,-1,0,1,0,0.0,hold_no_trade,0.0,0.0
2021-03-03,2021-03-02,51865.737310577104,598.0629733685585,150.25,141724.699059203,-1,1,-1,-1,0.2,sell_use_conservative_g,22464.740437156477,-149.51574334213961
2021-03-04,2021-03-03,69673.9989578265,478.4503786948468,148.8784942626953,140904.97091733164,-1,1,-1,-1,0.2,sell_use_conservative_g,17807.742989876286,-119.6125946737117
2021-03-05,2021-03-04,69674.69569781607,478.4503786948468,150.0229949951172,141453.254466165,-1,0,1,0,0.0,hold_no_trade,0.0,0.0
2021-03-08,2021-03-05,83799.0087490831,382.7603029558774,147.59750366210938,140293.4739663233,-1,0,0,-1,0.2,sell_use_conservative_g,14123.616304310055,-95.69007573896937
2021-03-09,2021-03-08,41899.9233695853,656.3611836298062,153.1425018310547,142416.71713544612,-1,1,1,1,0.5,buy_use_aggressive_g,-41899.9233695853,273.6008806739287
2021-03-10,2021-03-09,61969.504960715145,525.088946903845,152.8820037841797,142246.1553282997,-1,-1,-1,-1,0.2,sell_use_conservative_g,20069.16259189614,-131.27223672596125
2021-03-11,2021-03-10,61970.124655764754,525.088946903845,155.67950439453125,143715.7116728017,-1,0,1,0,0.0,hold_no_trade,0.0,0.0
2021-03-12,2021-03-11,78193.31513192155,420.071157523076,154.47450256347656,143083.59823156253,-1,0,0,-1,0.2,sell_use_conservative_g,16222.570774910242,-105.017789380769
2021-03-15,2021-03-12,39097.04853253644,673.8096938114529,154.08399963378906,142920.3411470239,0,0,1,1,0.5,buy_use_aggressive_g,-39097.04853253644,253.73853628837693
2021-03-16,2021-03-15,39097.43950302177,673.8096938114529,154.59300231933594,143263.70306120673,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2021-03-17,2021-03-16,39097.83047741681,673.8096938114529,156.7864990234375,144742.09337816888,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2021-03-18,2021-03-17,39098.221455721585,673.8096938114529,151.39950561523438,141112.675977528,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2021-03-19,2021-03-18,39098.61243793614,673.8096938114529,153.7480010986328,142695.50598232885,0,1,-1,0,0.0,hold_no_trade,0.0,0.0
2021-03-22,2021-03-19,19549.501712030262,799.4948002874844,155.5435028076172,143905.72342522192,0,0,1,1,0.5,buy_use_aggressive_g,-19549.501712030262,125.68510647603144
2021-03-23,2021-03-22,19549.697207047382,799.4948002874844,156.875,144970.44400214648,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2021-03-24,2021-03-23,44230.85689381105,639.5958402299875,154.35350036621094,142954.71365297743,0,0,-1,-1,0.2,sell_use_conservative_g,24680.964189791594,-159.89896005749688
2021-03-25,2021-03-24,44231.29920237999,639.5958402299875,152.31300354003906,141650.06267952433,0,1,-1,0,0.0,hold_no_trade,0.0,0.0
2021-03-26,2021-03-25,22115.870757686007,784.5214834601824,152.60150146484375,141835.0270651364,0,1,1,1,0.5,buy_use_aggressive_g,-22115.870757686007,144.92564323019488
2021-03-29,2021-03-26,11058.045958196793,856.4266638785981,153.7864990234375,142764.90426640867,0,0,1,1,0.5,buy_use_aggressive_g,-11058.045958196793,71.90518041841577
2021-03-30,2021-03-29,5529.078269328188,892.6201408941695,152.76449584960938,141889.74407823329,0,0,1,1,0.5,buy_use_aggressive_g,-5529.078269328188,36.19347701557139
2021-03-31,2021-03-30,33147.51387841239,714.0961127153356,154.70399475097656,143621.03515161845,0,0,-1,-1,0.2,sell_use_conservative_g,27618.38031830151,-178.5240281788339
2021-04-01,2021-03-31,33147.84535355118,714.0961127153356,158.0500030517578,146010.73814745835,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2021-04-05,2021-04-01,33148.17683200472,714.0961127153356,161.3365020751953,148357.94580299137,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2021-04-06,2021-04-05,16574.25415688652,816.9198109789943,161.1909942626953,148254.37072148372,0,0,1,1,0.5,buy_use_aggressive_g,-16574.25415688652,102.82369826365868
2021-04-07,2021-04-06,16574.41989942809,816.9198109789943,163.96949768066406,150524.35095103682,1,0,-1,0,0.0,hold_no_trade,0.0,0.0
2021-04-08,2021-04-07,16574.585643627084,816.9198109789943,164.96499633789062,151337.75927012716,1,0,-1,0,0.0,hold_no_trade,0.0,0.0
2021-04-09,2021-04-08,8287.37569474176,866.0709625402438,168.61000061035156,154315.60121726003,1,0,0,1,0.5,buy_use_aggressive_g,-8287.37569474176,49.1511515612495
2021-04-12,2021-04-09,4143.729284249354,890.5944969125871,168.96949768066406,154627.03406473293,1,0,0,1,0.5,buy_use_aggressive_g,-4143.729284249354,24.523534372343345
2021-04-13,2021-04-12,2071.8853607710985,902.7820578582995,170.0,155544.835196682,1,0,0,1,0.5,buy_use_aggressive_g,-2071.8853607710985,12.187560945712343
2021-04-14,2021-04-13,1035.9530398123532,908.9983979588328,166.64999389648438,152520.5305115659,1,0,0,1,0.5,buy_use_aggressive_g,-1035.9530398123532,6.216340100533346
2021-04-15,2021-04-14,517.9816996713756,912.0642038705474,168.95449829101562,154615.3316738143,1,1,0,1,0.5,buy_use_aggressive_g,-517.9816996713756,3.0658059117146332
2021-04-16,2021-04-15,517.9868794883723,912.0642038705474,169.9720001220703,155543.36385110902,1,0,-1,0,0.0,hold_no_trade,0.0,0.0
2021-04-19,2021-04-16,258.9960296785836,913.6003561257569,168.60049438476562,154292.46774257915,1,0,0,1,0.5,buy_use_aggressive_g,-258.9960296785836,1.5361522552094364
2021-04-20,2021-04-19,129.4993098194402,914.3770358896622,166.7344970703125,152587.69452152538,1,0,1,1,0.5,buy_use_aggressive_g,-129.4993098194402,0.7766797639053058
2021-04-21,2021-04-20,64.75030240626921,914.7622227904279,168.1009979248047,153837.1928173897,1,0,1,1,0.5,buy_use_aggressive_g,-64.75030240626921,0.38518690076565437
2021-04-22,2021-04-21,32.37547495464664,914.9579017533101,165.45199584960938,151413.98643841062,1,0,0,1,0.5,buy_use_aggressive_g,-32.37547495464664,0.19567896288223033
2021-04-23,2021-04-22,16.187899354698096,915.0548097460519,167.04400634765625,152870.60934702758,1,1,-1,1,0.5,buy_use_aggressive_g,-16.187899354698096,0.0969079927417894
2021-04-26,2021-04-23,8.094030616845822,915.1022959928208,170.4499969482422,155987.27758992257,0,0,1,1,0.5,buy_use_aggressive_g,-8.094030616845822,0.047486246768919604
2021-04-27,2021-04-26,4.047055778575996,915.1259807831029,170.8715057373047,156373.00133151514,1,0,0,1,0.5,buy_use_aggressive_g,-4.047055778575996,0.023684790282107536
2021-04-28,2021-04-27,2.023548124566891,915.1376826659357,172.9250030517578,158252.21011591007,1,0,0,1,0.5,buy_use_aggressive_g,-2.023548124566891,0.011701882832763213
2021-04-29,2021-04-28,1.0117841800240683,915.1435120741139,173.5655059814453,158838.35850296053,1,0,0,1,0.5,buy_use_aggressive_g,-1.0117841800240683,0.005829408178213885
2021-04-30,2021-04-29,0.5058971489329344,915.14643007737,173.37100219726562,158660.35963691244,1,0,0,1,0.5,buy_use_aggressive_g,-0.5058971489329344,0.0029180032561461036
2021-05-03,2021-04-30,0.2529511039522119,915.1479239610892,169.32449340820312,154957.21156938418,1,0,0,1,0.5,buy_use_aggressive_g,-0.2529511039522119,0.0014938837191285958
2021-05-04,2021-05-03,0.1264768167316257,915.1486877399348,165.593505859375,151542.80606227898,1,1,0,1,0.5,buy_use_aggressive_g,-0.1264768167316257,0.0007637788455244863
2021-05-05,2021-05-04,0.12647808149979303,915.1486877399348,163.52699279785156,149651.63934709312,0,1,-1,0,0.0,hold_no_trade,0.0,0.0
2021-05-06,2021-05-05,0.12647934628060803,915.1486877399348,165.31849670410156,151291.13179724355,0,1,-1,0,0.0,hold_no_trade,0.0,0.0
2021-05-07,2021-05-06,0.06324030553703543,915.1490719914316,164.58050537109375,150615.7599985428,0,0,1,1,0.5,buy_use_aggressive_g,-0.06324030553703543,0.0003842514968248645
2021-05-10,2021-05-07,0.031620468970045404,915.1492702084319,159.52450561523438,145988.7665146116,0,0,1,1,0.5,buy_use_aggressive_g,-0.031620468970045404,0.00019821700025394526
2021-05-11,2021-05-10,0.03162078517473511,915.1492702084319,161.19549560546875,147517.9717850164,0,1,-1,0,0.0,hold_no_trade,0.0,0.0
2021-05-12,2021-05-11,28844.98755085154,732.1194161667455,157.5970001220703,144224.81126985216,0,0,-1,-1,0.2,sell_use_conservative_g,28844.95592975016,-183.02985404168638
2021-05-13,2021-05-12,51991.01193937598,585.6955329333964,158.07350158691406,144573.95569397171,-1,1,-1,-1,0.2,sell_use_conservative_g,23145.73593864893,-146.4238832333491
2021-05-14,2021-05-13,70867.91368087806,468.5564263467171,161.14500427246094,146373.44100640883,-1,0,0,-1,0.2,sell_use_conservative_g,18876.381831382692,-117.13910658667929
2021-05-17,2021-05-14,86192.24494025148,374.8451410773737,163.51950073242188,147486.73526119787,-1,0,-1,-1,0.2,sell_use_conservative_g,15323.622580236597,-93.71128526934342
2021-05-18,2021-05-17,98309.1512697472,299.87611286189895,161.61399841308594,146773.32889793252,-1,0,-1,-1,0.2,sell_use_conservative_g,12116.044407046329,-74.96902821547474
2021-05-19,2021-05-18,108001.53035709495,239.90089028951917,161.58999633789062,146767.11434043504,-1,0,0,-1,0.2,sell_use_conservative_g,9691.395995835026,-59.97522257237979
2021-05-20,2021-05-19,108002.61037239853,239.90089028951917,162.38400268554688,146958.67718543689,-1,0,1,0,0.0,hold_no_trade,0.0,0.0
2021-05-21,2021-05-20,115687.90816903426,191.92071223161534,160.1540069580078,146424.7792511622,-1,0,0,-1,0.2,sell_use_conservative_g,7684.217770531985,-47.980178057903835
2021-05-24,2021-05-21,57844.53252405798,548.4366570335305,162.24949645996094,146828.1039679326,-1,1,1,1,0.5,buy_use_aggressive_g,-57844.53252405798,356.5159448019152
2021-05-25,2021-05-24,75718.93577348666,438.74932562682443,162.95249938964844,147214.23498990043,-1,0,0,-1,0.2,sell_use_conservative_g,17873.824804103442,-109.68733140670611
2021-05-26,2021-05-25,90045.5600578617,350.99946050145957,163.25799560546875,147349.0284379309,-1,0,0,-1,0.2,sell_use_conservative_g,14325.867095017296,-87.74986512536489
2021-05-27,2021-05-26,90046.46051346228,350.99946050145957,161.5054931640625,146734.80148207038,-1,0,1,0,0.0,hold_no_trade,0.0,0.0
2021-05-28,2021-05-27,90047.36097806743,350.99946050145957,161.15350341796875,146612.1537356946,-1,0,1,0,0.0,hold_no_trade,0.0,0.0
2021-06-01,2021-05-28,101345.70524433453,280.7995684011677,160.9324951171875,146535.4804149638,-1,0,0,-1,0.2,sell_use_conservative_g,11297.44379265732,-70.19989210029192
2021-06-02,2021-06-01,110427.74829332916,224.63965472093415,161.69949340820312,146751.86666109788,-1,0,0,-1,0.2,sell_use_conservative_g,9081.029591942179,-56.15991368023354
2021-06-03,2021-06-02,117588.14057845288,179.7117237767473,159.35049438476562,146225.292609016,-1,0,0,-1,0.2,sell_use_conservative_g,7159.288007640782,-44.92793094418683
2021-06-04,2021-06-03,58794.65822992934,546.4654495265657,160.31100463867188,146399.08344385654,-1,1,1,1,0.5,buy_use_aggressive_g,-58794.65822992934,366.75372574981844
2021-06-07,2021-06-04,76271.26561874589,437.1723596212526,159.90049743652344,146175.3433876829,-1,0,0,-1,0.2,sell_use_conservative_g,17476.01944223425,-109.29308990531315
2021-06-08,2021-06-07,90541.8155086541,349.73788769700207,163.20550537109375,147620.96421766214,-1,0,0,-1,0.2,sell_use_conservative_g,14269.787177252016,-87.43447192425053
2021-06-09,2021-06-08,90542.72092680918,349.73788769700207,164.0574951171875,147919.84272995556,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2021-06-10,2021-06-09,90543.62635401846,349.73788769700207,167.4824981689453,149118.6014898424,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2021-06-11,2021-06-10,45272.265895141005,620.2760627028092,167.3415069580078,149070.19695780883,1,0,0,1,0.5,buy_use_aggressive_g,-45272.265895141005,270.5381750058071
2021-06-14,2021-06-11,22636.35930889998,754.0658344721589,169.19349670410156,150219.3945883408,1,0,0,1,0.5,buy_use_aggressive_g,-22636.35930889998,133.78977176934978
2021-06-15,2021-06-14,11318.292836246535,820.9760225423686,169.156494140625,150191.71858302833,1,0,0,1,0.5,buy_use_aggressive_g,-11318.292836246535,66.91018807020966
2021-06-16,2021-06-15,5659.20300958745,854.1168064423765,170.7624969482422,151510.32156314614,1,0,0,1,0.5,buy_use_aggressive_g,-5659.20300958745,33.14078390000788
2021-06-17,2021-06-16,2829.629800808773,870.3359814474453,174.46200561523438,154670.1906832335,1,0,0,1,0.5,buy_use_aggressive_g,-2829.629800808773,16.21917500506875
2021-06-18,2021-06-17,1414.8290485533905,878.4510925125591,174.34500122070312,154568.3858449835,1,0,0,1,0.5,buy_use_aggressive_g,-1414.8290485533905,8.115111065113705
2021-06-21,2021-06-18,707.421598421938,882.5473855004484,172.697998046875,153121.588255853,1,0,0,1,0.5,buy_use_aggressive_g,-707.421598421938,4.096292987889322
2021-06-22,2021-06-21,707.4286726379223,882.5473855004484,175.27200317382812,155393.27682512623,1,0,-1,0,0.0,hold_no_trade,0.0,0.0
2021-06-23,2021-06-22,353.71787346232435,884.5664269183648,175.1909942626953,155321.78969669045,1,0,1,1,0.5,buy_use_aggressive_g,-353.71787346232435,2.0190414179163323
2021-06-24,2021-06-23,176.8607053205295,885.5919798814951,172.45399475097656,152900.7353553108,1,0,1,1,0.5,buy_use_aggressive_g,-176.8607053205295,1.025552963130348
2021-06-25,2021-06-24,88.43123696379135,886.1119403571694,170.072998046875,150792.14553864126,1,1,-1,1,0.5,buy_use_aggressive_g,-88.43123696379135,0.5199604756742056
2021-06-28,2021-06-25,44.2160606380805,886.3687201013911,172.1945037841797,152672.03798831557,1,1,0,1,0.5,buy_use_aggressive_g,-44.2160606380805,0.25677974422167843
2021-06-29,2021-06-28,22.10825139934344,886.4969530136091,172.40699768066406,152860.38637353238,1,0,0,1,0.5,buy_use_aggressive_g,-22.10825139934344,0.1282329122179415
2021-06-30,2021-06-29,11.054236240928718,886.561218841497,172.00799560546875,152506.67247070814,1,0,0,1,0.5,buy_use_aggressive_g,-11.054236240928718,0.06426582788792909
2021-07-01,2021-06-30,5.527173391645564,886.5934193759543,171.64849853515625,152187.95642042434,1,0,1,1,0.5,buy_use_aggressive_g,-5.527173391645564,0.03220053445741918
2021-07-02,2021-07-01,2.7636143316897406,886.6091620711284,175.5489959716797,155646.1118352105,0,0,1,1,0.5,buy_use_aggressive_g,-2.7636143316897406,0.01574269517403323
2021-07-06,2021-07-02,1.3818209839165287,886.6166806712722,183.78700256347656,162950.0039843361,1,0,0,1,0.5,buy_use_aggressive_g,-1.3818209839165287,0.007518600143877279
2021-07-07,2021-07-06,1.381834802126368,886.6166806712722,184.82899475097656,163873.85165272097,1,-1,0,0,0.0,hold_no_trade,0.0,0.0
2021-07-08,2021-07-07,0.6909243102371947,886.6203839594475,186.57049560546875,165417.89537353537,1,0,0,1,0.5,buy_use_aggressive_g,-0.6909243102371947,0.003703288175308585
2021-07-09,2021-07-08,0.34546560974014856,886.6222416310698,185.9669952392578,164882.81965403497,1,0,0,1,0.5,buy_use_aggressive_g,-0.34546560974014856,0.0018576716222988177
2021-07-12,2021-07-09,0.172734532198123,886.6231706734496,185.92750549316406,164847.80717028654,1,0,0,1,0.5,buy_use_aggressive_g,-0.172734532198123,0.0009290423799316441
2021-07-13,2021-07-12,0.0863681297717225,886.6236404024485,183.8679962158203,163021.798526504,1,0,0,1,0.5,buy_use_aggressive_g,-0.0863681297717225,0.0004697289987885952
2021-07-14,2021-07-13,0.043184496726510105,886.6238749937047,184.08399963378906,163213.3122641465,1,0,0,1,0.5,buy_use_aggressive_g,-0.043184496726510105,0.00023459125623313264
2021-07-15,2021-07-14,0.021592464285738685,886.6239939211368,181.55999755859375,160975.47176417653,1,0,0,1,0.5,buy_use_aggressive_g,-0.021592464285738685,0.00011892743212210212
2021-07-16,2021-07-15,0.010796340105190773,886.624054343396,178.68150329589844,158423.32968472244,1,1,-1,1,0.5,buy_use_aggressive_g,-0.010796340105190773,6.042225919328606e-05
2021-07-19,2021-07-16,0.0053982240342959125,886.6240847594373,177.47950744628906,157357.6112513458,0,1,1,1,0.5,buy_use_aggressive_g,-0.0053982240342959125,3.041604133327667e-05
2021-07-20,2021-07-19,0.002699139008268128,886.6240998671647,178.6595001220703,158403.82117758718,0,0,1,1,0.5,buy_use_aggressive_g,-0.002699139008268128,1.5107727304867209e-05
2021-07-21,2021-07-20,31787.24895352926,709.2992798937318,179.25999450683594,158936.2339709823,0,0,-1,-1,0.2,sell_use_conservative_g,31787.24625436326,-177.32481997343294
2021-07-22,2021-07-21,57592.08805906118,567.4394239149854,181.90150451660156,160810.17299123068,0,0,-1,-1,0.2,sell_use_conservative_g,25804.52123304238,-141.85985597874637
2021-07-23,2021-07-22,57592.663979941775,567.4394239149854,182.83200073242188,161338.74914877143,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2021-07-26,2021-07-23,57593.23990658158,567.4394239149854,184.99099731445312,162564.42485215346,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2021-07-27,2021-07-26,57593.81583898065,567.4394239149854,181.3195037841797,160481.65061082656,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2021-07-28,2021-07-27,28797.19588856952,726.0876690402567,181.51600646972656,160593.72991966945,0,1,1,1,0.5,buy_use_aggressive_g,-28797.19588856952,158.64824512527136
2021-07-29,2021-07-28,28797.48386052841,726.0876690402567,179.99600219726562,159490.36153250595,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2021-07-30,2021-07-29,52958.992696577945,580.8701352322054,166.37950134277344,149603.87614142164,0,0,-1,-1,0.2,sell_use_conservative_g,24161.220861210924,-145.21753380805134
2021-08-02,2021-07-30,72311.09526335758,464.6961081857643,166.57400512695312,149717.38717076823,0,-1,-1,-1,0.2,sell_use_conservative_g,19351.57297685267,-116.17402704644108
2021-08-03,2021-08-02,72311.81837431021,464.6961081857643,168.31199645996094,150525.7480902302,-1,0,1,0,0.0,hold_no_trade,0.0,0.0
2021-08-04,2021-08-03,72312.54149249395,464.6961081857643,167.73599243164062,150258.80437815416,-1,0,1,0,0.0,hold_no_trade,0.0,0.0
2021-08-05,2021-08-04,88001.35871526899,371.7568865486114,168.79949951171875,150753.7351047094,-1,0,-1,-1,0.2,sell_use_conservative_g,15688.094097360105,-92.93922163715285
2021-08-06,2021-08-05,100437.28308504657,297.4055092388891,167.2469940185547,150177.46050980827,-1,0,0,-1,0.2,sell_use_conservative_g,12435.044356190425,-74.35137730972228
2021-08-09,2021-08-06,110377.19329800116,237.9244073911113,167.093505859375,150132.81665849616,-1,0,0,-1,0.2,sell_use_conservative_g,9938.905840123745,-59.48110184777783
2021-08-10,2021-08-09,118279.00511864567,190.33952591288903,166.03399658203125,149881.83731349173,-1,0,0,-1,0.2,sell_use_conservative_g,7900.708048711516,-47.58488147822226
2021-08-11,2021-08-10,124546.37444734591,152.2716207303112,164.60549926757812,149611.1206019421,-1,0,0,-1,0.2,sell_use_conservative_g,6266.186538649045,-38.06790518257781
2021-08-12,2021-08-11,129577.91299485543,121.81729658424896,165.1750030517578,149699.08532991563,-1,0,-1,-1,0.2,sell_use_conservative_g,5030.293083765053,-30.454324146062245
2021-08-13,2021-08-12,129579.20877398539,121.81729658424896,164.69850158691406,149642.3349887799,-1,0,1,0,0.0,hold_no_trade,0.0,0.0
2021-08-16,2021-08-13,133599.2448380589,97.45383726739917,164.94949340820312,149674.20592600186,-1,0,0,-1,0.2,sell_use_conservative_g,4018.7402719857405,-24.363459316849795
2021-08-17,2021-08-16,136759.99539355683,77.96306981391933,162.09800720214844,149397.65364575514,-1,0,0,-1,0.2,sell_use_conservative_g,3159.4145630495746,-19.490767453479833
2021-08-18,2021-08-17,68380.6814967554,505.1794405415721,160.06100463867188,149240.21027264162,-1,1,1,1,0.5,buy_use_aggressive_g,-68380.6814967554,427.21637072765276
2021-08-19,2021-08-18,34190.68265178518,719.692393605186,159.3874969482422,148900.65184120488,-1,1,1,1,0.5,buy_use_aggressive_g,-34190.68265178518,214.5129530636139
2021-08-20,2021-08-19,57220.82095636855,575.7539148841488,159.99749755859375,149340.00654739595,-1,0,-1,-1,0.2,sell_use_conservative_g,23029.796397756847,-143.9384787210372
2021-08-23,2021-08-20,76024.76786790439,460.60313190731904,163.2935028076172,151238.26668120944,-1,0,-1,-1,0.2,sell_use_conservative_g,18803.374703326266,-115.15078297682976
2021-08-24,2021-08-23,76025.52811558307,460.60313190731904,165.28900146484375,152158.15986012353,-1,0,1,0,0.0,hold_no_trade,0.0,0.0
2021-08-25,2021-08-24,91222.41474438854,368.48250552585523,164.95899963378906,152006.92023848576,-1,0,-1,-1,0.2,sell_use_conservative_g,15196.126373524306,-92.12062638146381
2021-08-26,2021-08-25,91223.326968536,368.48250552585523,165.8000030517578,152317.72750924216,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2021-08-27,2021-08-26,91224.23920180569,368.48250552585523,167.48150634765625,152938.2442900345,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2021-08-30,2021-08-27,45612.57572209885,635.100309616694,171.07850646972656,154264.58814978378,0,0,1,1,0.5,buy_use_aggressive_g,-45612.57572209885,266.6178040908388
2021-08-31,2021-08-30,45613.03184785607,635.100309616694,173.5395050048828,155828.02520718495,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2021-09-01,2021-08-31,22806.743989087277,766.2112287843056,173.9499969482422,156089.1848978261,0,0,1,1,0.5,buy_use_aggressive_g,-22806.743989087277,131.11091916761166
2021-09-02,2021-09-01,49341.787260706,612.9689830274444,173.156005859375,155481.04807742132,0,0,-1,-1,0.2,sell_use_conservative_g,26534.81520417883,-153.24224575686114
2021-09-03,2021-09-02,24671.140339289304,754.8366436926113,173.90249633789062,155939.11700474928,1,0,0,1,0.5,buy_use_aggressive_g,-24671.140339289304,141.86766066516694
2021-09-07,2021-09-03,12335.693525346349,825.1397194240529,175.46449279785156,157118.41588144933,1,0,0,1,0.5,buy_use_aggressive_g,-12335.693525346349,70.30307573144161
2021-09-08,2021-09-07,6167.908441140801,860.1299826758153,176.27499389648438,157787.31588750336,1,0,0,1,0.5,buy_use_aggressive_g,-6167.908441140801,34.990263251762414
2021-09-09,2021-09-08,3083.9850601126063,877.8328734267191,174.20799255371094,156009.48773743716,1,0,0,1,0.5,buy_use_aggressive_g,-3083.9850601126063,17.702890750903794
2021-09-10,2021-09-09,1542.0079499816038,886.7227047225705,173.45750427246094,155350.715292885,1,0,0,1,0.5,buy_use_aggressive_g,-1542.0079499816038,8.889831295851415
2021-09-13,2021-09-10,771.0116850305519,891.1830677456096,172.85850524902344,154819.58467877583,1,0,0,1,0.5,buy_use_aggressive_g,-771.0116850305519,4.460363023039086
2021-09-14,2021-09-13,385.50969757370115,893.4179065721238,172.5,154500.09858126505,1,0,0,1,0.5,buy_use_aggressive_g,-385.50969757370115,2.2348388265142094
2021-09-15,2021-09-14,192.75677633533846,894.5270459089895,173.7895050048828,155652.1692983387,1,0,0,1,0.5,buy_use_aggressive_g,-192.75677633533846,1.1091393368657259
2021-09-16,2021-09-15,96.37935195155092,895.0796417770204,174.41200256347656,156209.0121280809,1,0,1,1,0.5,buy_use_aggressive_g,-96.37935195155092,0.5525958680307798
2021-09-17,2021-09-16,48.19015787253522,895.3579948603341,173.12600708007812,155057.94471526728,1,0,0,1,0.5,buy_use_aggressive_g,-48.19015787253522,0.27835308331373476
2021-09-20,2021-09-17,24.095319887056974,895.5016018848999,167.7864990234375,150277.17397003455,1,0,0,1,0.5,buy_use_aggressive_g,-24.095319887056974,0.1436070245657321
2021-09-21,2021-09-20,12.047780420127923,895.5736659600674,167.18150329589844,149735.39956784298,0,1,0,1,0.5,buy_use_aggressive_g,-12.047780420127923,0.07206407516747995
2021-09-22,2021-09-21,12.047900897932125,895.5736659600674,169.00250244140625,151366.23856877338,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2021-09-23,2021-09-22,12.048021376941106,895.5736659600674,170.8000030517578,152976.03290043038,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2021-09-24,2021-09-23,12.048141857154876,895.5736659600674,171.2760009765625,153402.3242274173,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2021-09-27,2021-09-24,6.024131169286724,895.6090416803493,170.2899932861328,152519.2818259158,0,0,1,1,0.5,buy_use_aggressive_g,-6.024131169286724,0.03537572028184046
2021-09-28,2021-09-27,6.024191410598418,895.6090416803493,165.79800415039062,148496.21580105653,0,0,0,0,0.0,hold_no_trade,0.0,0.0
2021-09-29,2021-09-28,3.012125826256262,895.6272907947754,165.05599975585938,147831.6700165897,-1,1,1,1,0.5,buy_use_aggressive_g,-3.012125826256262,0.018249114426083343
2021-09-30,2021-09-29,29424.7267126791,716.5018326358203,164.2519989013672,147111.58493960544,-1,0,0,-1,0.2,sell_use_conservative_g,29421.714556731586,-179.1254581589551
2021-10-01,2021-09-30,52949.638225479925,573.2014661086562,164.16299438476562,147048.10728761466,-1,0,0,-1,0.2,sell_use_conservative_g,23524.617265533692,-143.30036652716407
2021-10-04,2021-10-01,71234.03326557859,458.56117288692496,159.48899841308594,144369.4954404442,-1,0,0,-1,0.2,sell_use_conservative_g,18283.8655437164,-114.64029322173124
2021-10-05,2021-10-04,35617.37280295562,679.7184043556447,161.0500030517578,145086.02389876815,-1,1,1,1,0.5,buy_use_aggressive_g,-35617.37280295562,221.15723146871974
2021-10-06,2021-10-05,57790.21053524959,543.7747234845158,163.10049438476562,146480.13676951334,-1,0,0,-1,0.2,sell_use_conservative_g,22172.481558565938,-135.94368087112895
2021-10-07,2021-10-06,75748.5686620849,435.0197787876126,165.1215057373047,147579.6895610047,-1,0,0,-1,0.2,sell_use_conservative_g,17957.78022472995,-108.75494469690317
2021-10-08,2021-10-07,75749.32614777153,435.0197787876126,164.43099975585938,147280.06328739144,-1,0,1,0,0.0,hold_no_trade,0.0,0.0
