antecedent,consequent,support,confidence,lambda,utility
DHDUU,D,0.0006055712555510698,0.21428571428571427,0.25,0.002626468787641038
DHDUU,U,0.0010092854259184498,0.35714285714285715,0.25,0.004377447979401731
DHDUU,H,0.0012111425111021397,0.42857142857142855,0.25,0.005252937575282076
DHDUH,D,0.0010092854259184498,0.35714285714285715,0.25,0.004377447979401731
DHDUH,U,0.0016148566814695195,0.5714285714285714,0.25,0.0070039167670427685
DHDUH,H,0.00020185708518368994,0.07142857142857142,0.25,0.0008754895958803462
DHDHD,D,0.0008074283407347598,0.4,0.25,0.003809280816763683
DHDHD,U,0.0008074283407347598,0.4,0.25,0.003809280816763683
DHDHD,H,0.0004037141703673799,0.2,0.25,0.0019046404083818416
DHDHU,D,0.0008074283407347598,0.36363636363636365,0.25,0.003719587832254415
DHDHU,U,0.0010092854259184498,0.45454545454545453,0.25,0.004649484790318019
DHDHU,H,0.0004037141703673799,0.18181818181818182,0.25,0.0018597939161272077
DHDHH,D,0.0004037141703673799,0.15384615384615385,0.25,0.0017837219468825568
DHDHH,U,0.0014129995962858296,0.5384615384615384,0.25,0.006243026814088948
DHDHH,H,0.0008074283407347598,0.3076923076923077,0.25,0.003567443893765113
DHUDD,D,0.0018167137666532096,0.375,0.25,0.006886090043839435
DHUDD,U,0.0022204279370205892,0.4583333333333333,0.25,0.008416332275803753
DHUDD,H,0.0008074283407347598,0.16666666666666666,0.25,0.0030604844639286373
DHUDU,D,0.0006055712555510698,0.16666666666666666,0.25,0.0024665284363131037
DHUDU,U,0.0020185708518368995,0.5555555555555556,0.25,0.008221761454377014
DHUDU,H,0.0010092854259184498,0.2777777777777778,0.25,0.004110880727188507
DHUDH,D,0.0,0.0,0.25,0.0
DHUDH,U,0.0014129995962858296,0.5,0.25,0.0061284271711624224
DHUDH,H,0.0014129995962858296,0.5,0.25,0.0061284271711624224
DHUUD,D,0.0012111425111021397,0.375,0.25,0.005080474232630331
DHUUD,U,0.0006055712555510698,0.1875,0.25,0.0025402371163151653
DHUUD,H,0.0014129995962858296,0.4375,0.25,0.005927219938068719
DHUUU,D,0.0008074283407347598,0.3076923076923077,0.25,0.003567443893765113
DHUUU,U,0.0012111425111021397,0.46153846153846156,0.25,0.00535116584064767
DHUUU,H,0.0006055712555510698,0.23076923076923078,0.25,0.0026755829203238346
DHUUH,D,0.0012111425111021397,0.3,0.25,0.004804815875266984
DHUUH,U,0.0016148566814695195,0.4,0.25,0.0064064211670226455
DHUUH,H,0.0012111425111021397,0.3,0.25,0.004804815875266984
DHUHD,D,0.0012111425111021397,0.3333333333333333,0.25,0.004933056872626207
DHUHD,U,0.0016148566814695195,0.4444444444444444,0.25,0.006577409163501611
DHUHD,H,0.0008074283407347598,0.2222222222222222,0.25,0.003288704581750805
DHUHU,D,0.0008074283407347598,0.4,0.25,0.003809280816763683
DHUHU,U,0.0004037141703673799,0.2,0.25,0.0019046404083818416
DHUHU,H,0.0008074283407347598,0.4,0.25,0.003809280816763683
DHUHH,D,0.0010092854259184498,0.2631578947368421,0.25,0.0040556886036260216
DHUHH,U,0.0010092854259184498,0.2631578947368421,0.25,0.0040556886036260216
DHUHH,H,0.0018167137666532096,0.47368421052631576,0.25,0.007300239486526838
DHHDD,D,0.0008074283407347598,0.23529411764705882,0.25,0.0033360362360105927
DHHDD,U,0.0016148566814695195,0.47058823529411764,0.25,0.0066720724720211845
DHHDD,H,0.0010092854259184498,0.29411764705882354,0.25,0.004170045295013241
DHHDU,D,0.0008074283407347598,0.21052631578947367,0.25,0.003244550882900817
DHHDU,U,0.0014129995962858296,0.3684210526315789,0.25,0.00567796404507643
DHHDU,H,0.0016148566814695195,0.42105263157894735,0.25,0.006489101765801634
DHHDH,D,0.0006055712555510698,0.21428571428571427,0.25,0.002626468787641038
DHHDH,U,0.0014129995962858296,0.5,0.25,0.0061284271711624224
DHHDH,H,0.0008074283407347598,0.2857142857142857,0.25,0.0035019583835213842
DHHUD,D,0.0004037141703673799,0.2222222222222222,0.25,0.001955475443880053
DHHUD,U,0.0,0.0,0.25,0.0
DHHUD,H,0.0014129995962858296,0.7777777777777778,0.25,0.006844164053580184
DHHUU,D,0.0014129995962858296,0.3888888888888889,0.25,0.005755233018063909
DHHUU,U,0.0014129995962858296,0.3888888888888889,0.25,0.005755233018063909
DHHUU,H,0.0008074283407347598,0.2222222222222222,0.25,0.003288704581750805
DHHUH,D,0.0008074283407347598,0.16666666666666666,0.25,0.0030604844639286373
DHHUH,U,0.0014129995962858296,0.2916666666666667,0.25,0.005355847811875115
DHHUH,H,0.0026241421073879695,0.5416666666666666,0.25,0.009946574507768072
DHHHD,D,0.0008074283407347598,0.21052631578947367,0.25,0.003244550882900817
DHHHD,U,0.0016148566814695195,0.42105263157894735,0.25,0.006489101765801634
DHHHD,H,0.0014129995962858296,0.3684210526315789,0.25,0.00567796404507643
DHHHU,D,0.0010092854259184498,0.2777777777777778,0.25,0.004110880727188507
DHHHU,U,0.0008074283407347598,0.2222222222222222,0.25,0.003288704581750805
DHHHU,H,0.0018167137666532096,0.5,0.25,0.007399585308939312
DHHHH,D,0.0008074283407347598,0.16,0.25,0.0030294095312260005
DHHHH,U,0.0030278562777553493,0.6,0.25,0.011360285742097501
DHHHH,H,0.0012111425111021397,0.24,0.25,0.004544114296839001
UDDDD,D,0.0010092854259184498,0.2,0.25,0.0037867619140325008
UDDDD,U,0.002825999192571659,0.56,0.25,0.010602933359291002
UDDDD,H,0.0012111425111021397,0.24,0.25,0.004544114296839001
UDDDU,D,0.002825999192571659,0.4,0.25,0.009747517485212269
UDDDU,U,0.002825999192571659,0.4,0.25,0.009747517485212269
UDDDU,H,0.0014129995962858296,0.2,0.25,0.004873758742606134
UDDDH,D,0.0006055712555510698,0.15789473684210525,0.25,0.0024334131621756125
UDDDH,U,0.0014129995962858296,0.3684210526315789,0.25,0.00567796404507643
UDDDH,H,0.0018167137666532096,0.47368421052631576,0.25,0.007300239486526838
UDDUD,D,0.003835284618490109,0.4418604651162791,0.25,0.012565202306831818
UDDUD,U,0.0030278562777553493,0.3488372093023256,0.25,0.00991989655802512
UDDUD,H,0.0018167137666532096,0.20930232558139536,0.25,0.005951937934815072
UDDUU,D,0.002825999192571659,0.4117647058823529,0.25,0.009818413192062307
UDDUU,U,0.0026241421073879695,0.38235294117647056,0.25,0.009117097964057857
UDDUU,H,0.0014129995962858296,0.20588235294117646,0.25,0.004909206596031153
UDDUH,D,0.0012111425111021397,0.2608695652173913,0.25,0.0046398323619291785
UDDUH,U,0.0024222850222042794,0.5217391304347826,0.25,0.009279664723858355
UDDUH,H,0.0010092854259184498,0.21739130434782608,0.25,0.0038665269682743152
UDDHD,D,0.0012111425111021397,0.5454545454545454,0.25,0.005579381748381622
UDDHD,U,0.00020185708518368994,0.09090909090909091,0.25,0.0009298969580636038
UDDHD,H,0.0008074283407347598,0.36363636363636365,0.25,0.003719587832254415
UDDHU,D,0.0012111425111021397,0.3157894736842105,0.25,0.004866826324351225
UDDHU,U,0.0012111425111021397,0.3157894736842105,0.25,0.004866826324351225
UDDHU,H,0.0014129995962858296,0.3684210526315789,0.25,0.00567796404507643
UDDHH,D,0.0008074283407347598,0.2857142857142857,0.25,0.0035019583835213842
UDDHH,U,0.0010092854259184498,0.35714285714285715,0.25,0.004377447979401731
UDDHH,H,0.0010092854259184498,0.35714285714285715,0.25,0.004377447979401731
UDUDD,D,0.0020185708518368995,0.3448275862068966,0.25,0.007297657869958725
UDUDD,U,0.0026241421073879695,0.4482758620689655,0.25,0.009486955230946342
UDUDD,H,0.0012111425111021397,0.20689655172413793,0.25,0.004378594721975234
UDUDU,D,0.0024222850222042794,0.4,0.25,0.008683282503735274
UDUDU,U,0.0024222850222042794,0.4,0.25,0.008683282503735274
UDUDU,H,0.0012111425111021397,0.2,0.25,0.004341641251867637
UDUDH,D,0.0006055712555510698,0.6,0.25,0.0033975178877540613
UDUDH,U,0.00020185708518368994,0.2,0.25,0.001132505962584687
UDUDH,H,0.00020185708518368994,0.2,0.25,0.001132505962584687
UDUUD,D,0.004037141703673799,0.6060606060606061,0.25,0.014131377854311773
UDUUD,U,0.0014129995962858296,0.21212121212121213,0.25,0.00494598224900912
UDUUD,H,0.0012111425111021397,0.18181818181818182,0.25,0.004239413356293531
UDUUU,D,0.0022204279370205892,0.39285714285714285,0.25,0.008098156690444768
UDUUU,U,0.0022204279370205892,0.39285714285714285,0.25,0.008098156690444768
UDUUU,H,0.0012111425111021397,0.21428571428571427,0.25,0.004417176376606238
UDUUH,D,0.0014129995962858296,0.35,0.25,0.005605618521144815
UDUUH,U,0.0012111425111021397,0.3,0.25,0.004804815875266984
UDUUH,H,0.0014129995962858296,0.35,0.25,0.005605618521144815
UDUHD,D,0.0012111425111021397,0.5,0.25,0.005459324849788836
UDUHD,U,0.0008074283407347598,0.3333333333333333,0.25,0.003639549899859224
UDUHD,H,0.0004037141703673799,0.16666666666666666,0.25,0.001819774949929612
UDUHU,D,0.0010092854259184498,0.2777777777777778,0.25,0.004110880727188507
UDUHU,U,0.0012111425111021397,0.3333333333333333,0.25,0.004933056872626207
UDUHU,H,0.0014129995962858296,0.3888888888888889,0.25,0.005755233018063909
UDUHH,D,0.0008074283407347598,0.5,0.25,0.00402782407002132
UDUHH,U,0.00020185708518368994,0.125,0.25,0.00100695601750533
UDUHH,H,0.0006055712555510698,0.375,0.25,0.0030208680525159897
UDHDD,D,0.0012111425111021397,0.5454545454545454,0.25,0.005579381748381622
UDHDD,U,0.0010092854259184498,0.45454545454545453,0.25,0.004649484790318019
UDHDD,H,0.0,0.0,0.25,0.0
UDHDU,D,0.0008074283407347598,0.3076923076923077,0.25,0.003567443893765113
UDHDU,U,0.0008074283407347598,0.3076923076923077,0.25,0.003567443893765113
UDHDU,H,0.0010092854259184498,0.38461538461538464,0.25,0.0044593048672063925
UDHDH,D,0.0006055712555510698,0.2,0.25,0.0025815553337551578
UDHDH,U,0.0016148566814695195,0.5333333333333333,0.25,0.006884147556680421
UDHDH,H,0.0008074283407347598,0.26666666666666666,0.25,0.00344207377834021
UDHUD,D,0.0024222850222042794,0.5217391304347826,0.25,0.009279664723858355
UDHUD,U,0.0006055712555510698,0.13043478260869565,0.25,0.0023199161809645892
UDHUD,H,0.0016148566814695195,0.34782608695652173,0.25,0.006186443149238903
UDHUU,D,0.0010092854259184498,0.35714285714285715,0.25,0.004377447979401731
UDHUU,U,0.0008074283407347598,0.2857142857142857,0.25,0.0035019583835213842
UDHUU,H,0.0010092854259184498,0.35714285714285715,0.25,0.004377447979401731
UDHUH,D,0.0012111425111021397,0.42857142857142855,0.25,0.005252937575282076
UDHUH,U,0.0006055712555510698,0.21428571428571427,0.25,0.002626468787641038
UDHUH,H,0.0010092854259184498,0.35714285714285715,0.25,0.004377447979401731
UDHHD,D,0.0006055712555510698,0.14285714285714285,0.25,0.002373282458931162
UDHHD,U,0.0020185708518368995,0.47619047619047616,0.25,0.007910941529770541
UDHHD,H,0.0016148566814695195,0.38095238095238093,0.25,0.006328753223816432
UDHHU,D,0.0,0.0,0.25,0.0
UDHHU,U,0.0008074283407347598,0.4,0.25,0.003809280816763683
UDHHU,H,0.0012111425111021397,0.6,0.25,0.005713921225145524
UDHHH,D,0.0014129995962858296,0.2916666666666667,0.25,0.005355847811875115
UDHHH,U,0.0016148566814695195,0.3333333333333333,0.25,0.006120968927857275
UDHHH,H,0.0018167137666532096,0.375,0.25,0.006886090043839435
UUDDD,D,0.0018167137666532096,0.3333333333333333,0.25,0.0066862801110395345
UUDDD,U,0.002825999192571659,0.5185185185185185,0.25,0.010400880172728165
UUDDD,H,0.0008074283407347598,0.14814814814814814,0.25,0.0029716800493509044
UUDDU,D,0.0026241421073879695,0.43333333333333335,0.25,0.00940688937904655
UUDDU,U,0.0022204279370205892,0.36666666666666664,0.25,0.007959675628424001
UUDDU,H,0.0012111425111021397,0.2,0.25,0.004341641251867637
UUDDH,D,0.0004037141703673799,0.14285714285714285,0.25,0.0017509791917606921
UUDDH,U,0.0012111425111021397,0.42857142857142855,0.25,0.005252937575282076
UUDDH,H,0.0012111425111021397,0.42857142857142855,0.25,0.005252937575282076
UUDUD,D,0.0022204279370205892,0.3793103448275862,0.25,0.008027423656954595
UUDUD,U,0.003229713362939039,0.5517241379310345,0.25,0.011676252591933958
UUDUD,H,0.0004037141703673799,0.06896551724137931,0.25,0.0014595315739917448
UUDUU,D,0.0022204279370205892,0.4230769230769231,0.25,0.00824958965018605
UUDUU,U,0.0022204279370205892,0.4230769230769231,0.25,0.00824958965018605
UUDUU,H,0.0008074283407347598,0.15384615384615385,0.25,0.0029998507818858374
UUDUH,D,0.0004037141703673799,0.2222222222222222,0.25,0.001955475443880053
UUDUH,U,0.0006055712555510698,0.3333333333333333,0.25,0.002933213165820079
UUDUH,H,0.0008074283407347598,0.4444444444444444,0.25,0.003910950887760106
UUDHD,D,0.0006055712555510698,0.25,0.25,0.0027296624248944186
UUDHD,U,0.0008074283407347598,0.3333333333333333,0.25,0.003639549899859224
UUDHD,H,0.0010092854259184498,0.4166666666666667,0.25,0.004549437374824031
UUDHU,D,0.0020185708518368995,0.47619047619047616,0.25,0.007910941529770541
UUDHU,U,0.0010092854259184498,0.23809523809523808,0.25,0.003955470764885271
UUDHU,H,0.0012111425111021397,0.2857142857142857,0.25,0.004746564917862324
UUDHH,D,0.0016148566814695195,0.4,0.25,0.0064064211670226455
UUDHH,U,0.0004037141703673799,0.1,0.25,0.0016016052917556616
UUDHH,H,0.0020185708518368995,0.5,0.25,0.008008026458778308
UUUDD,D,0.0012111425111021397,0.2857142857142857,0.25,0.004746564917862324
UUUDD,U,0.0022204279370205892,0.5238095238095238,0.25,0.008702035682747595
UUUDD,H,0.0008074283407347598,0.19047619047619047,0.25,0.0031643766119082164
UUUDU,D,0.003229713362939039,0.5,0.25,0.011392406853353899
UUUDU,U,0.0026241421073879695,0.40625,0.25,0.009256330568350042
UUUDU,H,0.0006055712555510698,0.09375,0.25,0.0021360762850038562
UUUDH,D,0.0008074283407347598,0.26666666666666666,0.25,0.00344207377834021
UUUDH,U,0.0014129995962858296,0.4666666666666667,0.25,0.006023629112095368
UUUDH,H,0.0008074283407347598,0.26666666666666666,0.25,0.00344207377834021
UUUUD,D,0.0016148566814695195,0.27586206896551724,0.25,0.005838126295966979
UUUUD,U,0.003229713362939039,0.5517241379310345,0.25,0.011676252591933958
UUUUD,H,0.0010092854259184498,0.1724137931034483,0.25,0.0036488289349793624
UUUUU,D,0.0020185708518368995,0.4166666666666667,0.25,0.007651211159821595
UUUUU,U,0.0014129995962858296,0.2916666666666667,0.25,0.005355847811875115
UUUUU,H,0.0014129995962858296,0.2916666666666667,0.25,0.005355847811875115
UUUUH,D,0.0014129995962858296,0.3888888888888889,0.25,0.005755233018063909
UUUUH,U,0.0004037141703673799,0.1111111111111111,0.25,0.0016443522908754025
UUUUH,H,0.0018167137666532096,0.5,0.25,0.007399585308939312
UUUHD,D,0.0012111425111021397,0.3333333333333333,0.25,0.004933056872626207
UUUHD,U,0.0018167137666532096,0.5,0.25,0.007399585308939312
UUUHD,H,0.0006055712555510698,0.16666666666666666,0.25,0.0024665284363131037
UUUHU,D,0.0012111425111021397,0.46153846153846156,0.25,0.00535116584064767
UUUHU,U,0.0006055712555510698,0.23076923076923078,0.25,0.0026755829203238346
UUUHU,H,0.0008074283407347598,0.3076923076923077,0.25,0.003567443893765113
UUUHH,D,0.0010092854259184498,0.25,0.25,0.004004013229389154
UUUHH,U,0.0014129995962858296,0.35,0.25,0.005605618521144815
UUUHH,H,0.0016148566814695195,0.4,0.25,0.0064064211670226455
UUHDD,D,0.0012111425111021397,0.24,0.25,0.004544114296839001
UUHDD,U,0.0020185708518368995,0.4,0.25,0.007573523828065001
UUHDD,H,0.0018167137666532096,0.36,0.25,0.006816171445258501
UUHDU,D,0.0008074283407347598,0.2,0.25,0.0032032105835113228
UUHDU,U,0.0020185708518368995,0.5,0.25,0.008008026458778308
UUHDU,H,0.0012111425111021397,0.3,0.25,0.004804815875266984
UUHDH,D,0.0010092854259184498,0.35714285714285715,0.25,0.004377447979401731
UUHDH,U,0.0010092854259184498,0.35714285714285715,0.25,0.004377447979401731
UUHDH,H,0.0008074283407347598,0.2857142857142857,0.25,0.0035019583835213842
UUHUD,D,0.0016148566814695195,0.47058823529411764,0.25,0.0066720724720211845
UUHUD,U,0.0010092854259184498,0.29411764705882354,0.25,0.004170045295013241
UUHUD,H,0.0008074283407347598,0.23529411764705882,0.25,0.0033360362360105927
UUHUU,D,0.0008074283407347598,0.26666666666666666,0.25,0.00344207377834021
UUHUU,U,0.0006055712555510698,0.2,0.25,0.0025815553337551578
UUHUU,H,0.0016148566814695195,0.5333333333333333,0.25,0.006884147556680421
UUHUH,D,0.0016148566814695195,0.3076923076923077,0.25,0.005999701563771674
UUHUH,U,0.0014129995962858296,0.2692307692307692,0.25,0.005249738868300214
UUHUH,H,0.0022204279370205892,0.4230769230769231,0.25,0.00824958965018605
UUHHD,D,0.0012111425111021397,0.24,0.25,0.004544114296839001
UUHHD,U,0.0026241421073879695,0.52,0.25,0.0098455809764845
UUHHD,H,0.0012111425111021397,0.24,0.25,0.004544114296839001
UUHHU,D,0.0006055712555510698,0.15789473684210525,0.25,0.0024334131621756125
UUHHU,U,0.0016148566814695195,0.42105263157894735,0.25,0.006489101765801634
UUHHU,H,0.0016148566814695195,0.42105263157894735,0.25,0.006489101765801634
UUHHH,D,0.0010092854259184498,0.16129032258064516,0.25,0.003588496931367245
UUHHH,U,0.0016148566814695195,0.25806451612903225,0.25,0.005741595090187592
UUHHH,H,0.0036334275333064193,0.5806451612903226,0.25,0.012918588952922083
UHDDD,D,0.0010092854259184498,0.29411764705882354,0.25,0.004170045295013241
UHDDD,U,0.0012111425111021397,0.35294117647058826,0.25,0.005004054354015889
UHDDD,H,0.0012111425111021397,0.35294117647058826,0.25,0.005004054354015889
UHDDU,D,0.0018167137666532096,0.375,0.25,0.006886090043839435
UHDDU,U,0.0008074283407347598,0.16666666666666666,0.25,0.0030604844639286373
UHDDU,H,0.0022204279370205892,0.4583333333333333,0.25,0.008416332275803753
UHDDH,D,0.0010092854259184498,0.2,0.25,0.0037867619140325008
UHDDH,U,0.002825999192571659,0.56,0.25,0.010602933359291002
UHDDH,H,0.0012111425111021397,0.24,0.25,0.004544114296839001
UHDUD,D,0.0018167137666532096,0.45,0.25,0.0072072238129004765
UHDUD,U,0.0014129995962858296,0.35,0.25,0.005605618521144815
UHDUD,H,0.0008074283407347598,0.2,0.25,0.0032032105835113228
UHDUU,D,0.0006055712555510698,0.1875,0.25,0.0025402371163151653
UHDUU,U,0.0008074283407347598,0.25,0.25,0.0033869828217535543
UHDUU,H,0.0018167137666532096,0.5625,0.25,0.007620711348945496
UHDUH,D,0.0006055712555510698,0.17647058823529413,0.25,0.0025020271770079443
UHDUH,U,0.0014129995962858296,0.4117647058823529,0.25,0.005838063413018537
UHDUH,H,0.0014129995962858296,0.4117647058823529,0.25,0.005838063413018537
UHDHD,D,0.0006055712555510698,0.21428571428571427,0.25,0.002626468787641038
UHDHD,U,0.0008074283407347598,0.2857142857142857,0.25,0.0035019583835213842
UHDHD,H,0.0014129995962858296,0.5,0.25,0.0061284271711624224
UHDHU,D,0.0018167137666532096,0.47368421052631576,0.25,0.007300239486526838
UHDHU,U,0.0006055712555510698,0.15789473684210525,0.25,0.0024334131621756125
UHDHU,H,0.0014129995962858296,0.3684210526315789,0.25,0.00567796404507643
UHDHH,D,0.0006055712555510698,0.16666666666666666,0.25,0.0024665284363131037
UHDHH,U,0.0008074283407347598,0.2222222222222222,0.25,0.003288704581750805
UHDHH,H,0.0022204279370205892,0.6111111111111112,0.25,0.009043937599814714
UHUDD,D,0.0004037141703673799,0.1,0.25,0.0016016052917556616
UHUDD,U,0.0030278562777553493,0.75,0.25,0.012012039688167461
UHUDD,H,0.0006055712555510698,0.15,0.25,0.002402407937633492
UHUDU,D,0.0012111425111021397,0.3157894736842105,0.25,0.004866826324351225
UHUDU,U,0.0010092854259184498,0.2631578947368421,0.25,0.0040556886036260216
UHUDU,H,0.0016148566814695195,0.42105263157894735,0.25,0.006489101765801634
UHUDH,D,0.0010092854259184498,0.3125,0.25,0.004233728527191943
UHUDH,U,0.0006055712555510698,0.1875,0.25,0.0025402371163151653
UHUDH,H,0.0016148566814695195,0.5,0.25,0.006773965643507108
UHUUD,D,0.0010092854259184498,0.3333333333333333,0.25,0.004302592222925263
UHUUD,U,0.0010092854259184498,0.3333333333333333,0.25,0.004302592222925263
UHUUD,H,0.0010092854259184498,0.3333333333333333,0.25,0.004302592222925263
UHUUU,D,0.0006055712555510698,0.25,0.25,0.0027296624248944186
UHUUU,U,0.0012111425111021397,0.5,0.25,0.005459324849788836
UHUUU,H,0.0006055712555510698,0.25,0.25,0.0027296624248944186
UHUUH,D,0.0012111425111021397,0.2727272727272727,0.25,0.004691682111546108
UHUUH,U,0.0014129995962858296,0.3181818181818182,0.25,0.005473629130137127
UHUUH,H,0.0018167137666532096,0.4090909090909091,0.25,0.007037523167319163
UHUHD,D,0.0012111425111021397,0.2727272727272727,0.25,0.004691682111546108
UHUHD,U,0.0014129995962858296,0.3181818181818182,0.25,0.005473629130137127
UHUHD,H,0.0018167137666532096,0.4090909090909091,0.25,0.007037523167319163
UHUHU,D,0.0004037141703673799,0.06896551724137931,0.25,0.0014595315739917448
UHUHU,U,0.0024222850222042794,0.41379310344827586,0.25,0.008757189443950469
UHUHU,H,0.0030278562777553493,0.5172413793103449,0.25,0.010946486804938087
UHUHH,D,0.0014129995962858296,0.21212121212121213,0.25,0.00494598224900912
UHUHH,U,0.0024222850222042794,0.36363636363636365,0.25,0.008478826712587062
UHUHH,H,0.002825999192571659,0.42424242424242425,0.25,0.009891964498018239
UHHDD,D,0.0020185708518368995,0.5263157894736842,0.25,0.008111377207252043
UHHDD,U,0.0012111425111021397,0.3157894736842105,0.25,0.004866826324351225
UHHDD,H,0.0006055712555510698,0.15789473684210525,0.25,0.0024334131621756125
UHHDU,D,0.0018167137666532096,0.4090909090909091,0.25,0.007037523167319163
UHHDU,U,0.0008074283407347598,0.18181818181818182,0.25,0.003127788074364073
UHHDU,H,0.0018167137666532096,0.4090909090909091,0.25,0.007037523167319163
UHHDH,D,0.0014129995962858296,0.3684210526315789,0.25,0.00567796404507643
UHHDH,U,0.0006055712555510698,0.15789473684210525,0.25,0.0024334131621756125
UHHDH,H,0.0018167137666532096,0.47368421052631576,0.25,0.007300239486526838
UHHUD,D,0.0010092854259184498,0.29411764705882354,0.25,0.004170045295013241
UHHUD,U,0.0008074283407347598,0.23529411764705882,0.25,0.0033360362360105927
UHHUD,H,0.0016148566814695195,0.47058823529411764,0.25,0.0066720724720211845
UHHUU,D,0.0006055712555510698,0.125,0.25,0.002295363347946478
UHHUU,U,0.0012111425111021397,0.25,0.25,0.004590726695892957
UHHUU,H,0.0030278562777553493,0.625,0.25,0.01147681673973239
UHHUH,D,0.0014129995962858296,0.25,0.25,0.005153372439373944
UHHUH,U,0.0010092854259184498,0.17857142857142858,0.25,0.003680980313838532
UHHUH,H,0.003229713362939039,0.5714285714285714,0.25,0.0117791370042833
UHHHD,D,0.0010092854259184498,0.25,0.25,0.004004013229389154
UHHHD,U,0.0006055712555510698,0.15,0.25,0.002402407937633492
UHHHD,H,0.0024222850222042794,0.6,0.25,0.009609631750533969
UHHHU,D,0.0018167137666532096,0.32142857142857145,0.25,0.006625764564909356
UHHHU,U,0.0014129995962858296,0.25,0.25,0.005153372439373944
UHHHU,H,0.0024222850222042794,0.42857142857142855,0.25,0.008834352753212473
UHHHH,D,0.0022204279370205892,0.23404255319148937,0.25,0.007114611974662029
UHHHH,U,0.003431570448122729,0.3617021276595745,0.25,0.010995309415386774
UHHHH,H,0.003835284618490109,0.40425531914893614,0.25,0.012288875228961686
HDDDD,D,0.0008074283407347598,0.23529411764705882,0.25,0.0033360362360105927
HDDDD,U,0.0012111425111021397,0.35294117647058826,0.25,0.005004054354015889
HDDDD,H,0.0014129995962858296,0.4117647058823529,0.25,0.005838063413018537
HDDDU,D,0.0010092854259184498,0.3125,0.25,0.004233728527191943
HDDDU,U,0.0014129995962858296,0.4375,0.25,0.005927219938068719
HDDDU,H,0.0008074283407347598,0.25,0.25,0.0033869828217535543
HDDDH,D,0.0008074283407347598,0.26666666666666666,0.25,0.00344207377834021
HDDDH,U,0.0012111425111021397,0.4,0.25,0.005163110667510315
HDDDH,H,0.0010092854259184498,0.3333333333333333,0.25,0.004302592222925263
HDDUD,D,0.0016148566814695195,0.36363636363636365,0.25,0.006255576148728145
HDDUD,U,0.0010092854259184498,0.22727272727272727,0.25,0.003909735092955091
HDDUD,H,0.0018167137666532096,0.4090909090909091,0.25,0.007037523167319163
HDDUU,D,0.0006055712555510698,0.25,0.25,0.0027296624248944186
HDDUU,U,0.0010092854259184498,0.4166666666666667,0.25,0.004549437374824031
HDDUU,H,0.0008074283407347598,0.3333333333333333,0.25,0.003639549899859224
HDDUH,D,0.0016148566814695195,0.2962962962962963,0.25,0.005943360098701809
HDDUH,U,0.0016148566814695195,0.2962962962962963,0.25,0.005943360098701809
HDDUH,H,0.0022204279370205892,0.4074074074074074,0.25,0.008172120135714986
HDDHD,D,0.00020185708518368994,0.09090909090909091,0.25,0.0009298969580636038
HDDHD,U,0.0016148566814695195,0.7272727272727273,0.25,0.007439175664508829
HDDHD,H,0.0004037141703673799,0.18181818181818182,0.25,0.0018597939161272077
HDDHU,D,0.0010092854259184498,0.25,0.25,0.004004013229389154
HDDHU,U,0.0018167137666532096,0.45,0.25,0.0072072238129004765
HDDHU,H,0.0012111425111021397,0.3,0.25,0.004804815875266984
HDDHH,D,0.0012111425111021397,0.5,0.25,0.005459324849788836
HDDHH,U,0.0008074283407347598,0.3333333333333333,0.25,0.003639549899859224
HDDHH,H,0.0004037141703673799,0.16666666666666666,0.25,0.001819774949929612
HDUDD,D,0.0020185708518368995,0.45454545454545453,0.25,0.007819470185910182
HDUDD,U,0.0016148566814695195,0.36363636363636365,0.25,0.006255576148728145
HDUDD,H,0.0008074283407347598,0.18181818181818182,0.25,0.003127788074364073
HDUDU,D,0.0012111425111021397,0.42857142857142855,0.25,0.005252937575282076
HDUDU,U,0.0016148566814695195,0.5714285714285714,0.25,0.0070039167670427685
HDUDU,H,0.0,0.0,0.25,0.0
HDUDH,D,0.0008074283407347598,0.3076923076923077,0.25,0.003567443893765113
HDUDH,U,0.0008074283407347598,0.3076923076923077,0.25,0.003567443893765113
HDUDH,H,0.0010092854259184498,0.38461538461538464,0.25,0.0044593048672063925
HDUUD,D,0.0004037141703673799,0.2,0.25,0.0019046404083818416
HDUUD,U,0.0006055712555510698,0.3,0.25,0.0028569606125727624
HDUUD,H,0.0010092854259184498,0.5,0.25,0.004761601020954604
HDUUU,D,0.0010092854259184498,0.3333333333333333,0.25,0.004302592222925263
HDUUU,U,0.0012111425111021397,0.4,0.25,0.005163110667510315
HDUUU,H,0.0008074283407347598,0.26666666666666666,0.25,0.00344207377834021
HDUUH,D,0.0014129995962858296,0.3181818181818182,0.25,0.005473629130137127
HDUUH,U,0.0014129995962858296,0.3181818181818182,0.25,0.005473629130137127
HDUUH,H,0.0016148566814695195,0.36363636363636365,0.25,0.006255576148728145
HDUHD,D,0.0018167137666532096,0.5,0.25,0.007399585308939312
HDUHD,U,0.0008074283407347598,0.2222222222222222,0.25,0.003288704581750805
HDUHD,H,0.0010092854259184498,0.2777777777777778,0.25,0.004110880727188507
HDUHU,D,0.0012111425111021397,0.3,0.25,0.004804815875266984
HDUHU,U,0.0010092854259184498,0.25,0.25,0.004004013229389154
HDUHU,H,0.0018167137666532096,0.45,0.25,0.0072072238129004765
