,count,mean,std,min,25%,50%,75%,max,skew,kurtosis
AMZN,6612,0.0006075995779141924,0.030345698726580283,-0.28456782779819334,-0.011903349086134305,0.0005151076553499342,0.01349882163412609,0.2961810679830656,0.4192060043420523,13.077965919448335
KO,6612,0.0002600652732747627,0.01281468082857779,-0.10603830938604948,-0.005505356532221967,0.0004370321234830972,0.006231150689950796,0.1299707605741193,-0.18633843403692957,9.262762264731624
