ticker,threshold_abs_log_return,count_extreme,max_abs_return,min_return,max_return
AMZN,0.4,0,0.2961810679830656,-0.28456782779819334,0.2961810679830656
KO,0.4,0,0.1299707605741193,-0.10603830938604948,0.1299707605741193
