Date,S_J_exact,S_J_normalized,S_J_return,rolling_sharpe_60d,portfolio_return_aux,portfolio_wealth_aux,weight_risky_t,weight_risky_prevday
2000-01-03,,,,,,,,
2000-01-04,,,,,,,,
2000-01-05,12.698968003163898,1.0,,,,,0.09419685028277623,
2000-01-06,12.864070578252049,1.013001259239886,0.012917468345621724,,-0.004837947545710784,0.9951737364727,0.07772147865342884,0.09419685028277623
2000-01-07,14.571343421936035,1.1474431165040846,0.12461862170422511,,0.06336575194825222,1.0602744655828056,0.0,0.07772147865342884
2000-01-10,13.970443499959812,1.100124316911353,-0.04211290125732087,,-0.032412303551447655,1.02645949857269,0.012790261068929538,0.0
2000-01-11,14.347293337036591,1.129799943858589,0.02661738742503816,,0.0325548889216402,1.0604256559885001,0.02125127720256988,0.012790261068929538
2000-01-12,14.504665246028809,1.1421924397647925,0.01090903199741753,,0.00996266444095375,1.0710431222712942,0.021305966459407244,0.02125127720256988
2000-01-13,13.476101700870785,1.0611966025517403,-0.07355246645416934,,-0.014251928328509625,1.05588695132634,0.09352865657214167,0.021305966459407244
2000-01-14,13.578654264331679,1.0692722637736083,0.007581148007112798,,0.005028052381147795,1.06120937572737,0.09337691300546168,0.09352865657214167
2000-01-18,14.124752838118102,1.1122756459106735,0.03942975835574345,,0.056472063985619256,1.1228625155911234,0.11837291456884962,0.09337691300546168
2000-01-19,14.184981114517615,1.1170184152746494,0.0042549581969230635,,0.008244158198674174,1.1321578352005082,0.11906685482545594,0.11837291456884962
2000-01-20,14.306003043320851,1.1265484754159998,0.008495505526548446,,0.004664749899627648,1.137451405340055,0.11896868459908033,0.11906685482545594
2000-01-21,14.501377842269301,1.1419335680392564,0.013564426100299416,,0.008230456486354057,1.1468517812641614,0.11896559915954996,0.11896868459908033
2000-01-24,13.54990833277645,1.0670086206533116,-0.06786388632277394,,-0.01222064381465443,1.1329218041444276,0.16681332222294787,0.11896559915954996
2000-01-25,13.74207317795672,1.082140940471142,0.014082379532102575,,0.010650547111889458,1.1450525259358952,0.1668445191298874,0.16681332222294787
2000-01-26,13.106022819715076,1.0320541650667803,-0.04739027994488827,,-0.047402118157472764,1.092040966770208,0.16995628014516095,0.1668445191298874
2000-01-27,11.80770195224296,0.9298158676595702,-0.10431985541357491,,-0.04278383818886982,1.046304627149176,0.2255292850362854,0.16995628014516095
2000-01-28,11.37140994791653,0.8954593747368594,-0.03764972032006782,,-0.05251487333008173,0.9927759006176983,0.2161720468363099,0.2255292850362854
2000-01-31,11.624994934772,0.9154283192048107,0.02205520970713843,,0.016700116856165292,1.0094945876234878,0.20398949375146236,0.2161720468363099
2000-02-01,11.89555363752571,0.9367338853489495,0.02300717063501686,,0.01835897319406582,1.0281990436391086,0.19358571418801093,0.20398949375146236
2000-02-02,11.45155224303586,0.9017703044989758,-0.03803939850057372,,-0.01899440144629102,1.0088533300002256,0.20601020465968006,0.19358571418801093
2000-02-03,11.728905493827071,0.9236109179033178,0.023931062138527793,,0.023676319562115404,1.0330242742212052,0.16844682033599342,0.20601020465968006
2000-02-04,11.858595950938843,0.9338235947979647,0.010996651284058627,,0.003268319225139659,1.0364060506688488,0.17078857258070085,0.16844682033599342
2000-02-07,11.94543387431575,0.940661782228256,0.007296101478195993,,0.0012368521021448795,1.0376887247468394,0.1715009379499786,0.17078857258070085
2000-02-08,12.208740695804961,0.9613962876954412,0.021803042896891847,,0.02217972283812562,1.0609615109677448,0.15774281599282128,0.1715009379499786
2000-02-09,12.161130659060063,0.957647161252014,-0.003907291640828569,,-0.008318101799795339,1.052172927951996,0.15640311913126767,0.15774281599282128
2000-02-10,12.094754399645229,0.9524202593968162,-0.005473016131119342,,-0.012762882867894038,1.0388294995493954,0.15347825289310407,0.15640311913126767
2000-02-11,11.843747841813842,0.9326543573354165,-0.02097171785379582,,-0.0169689756327232,1.0213503481512254,0.1558504297310098,0.15347825289310407
2000-02-14,11.528742553518613,0.9078487756364354,-0.026956850398934827,,-0.025748460261127697,0.9953878310953932,0.1569640765315274,0.1558504297310098
2000-02-15,11.79703808855643,0.9289761251164067,0.023005220856879734,,0.022668686045445124,1.0182096584738103,0.161386308813601,0.1569640765315274
2000-02-16,11.341185083731276,0.8930792707648104,-0.03940769294153156,,-0.03960853220266711,0.9786681287820141,0.16173025184023102,0.161386308813601
2000-02-17,11.070461251860777,0.8717607012713644,-0.024160384890308306,,-0.023702707220460834,0.9557438022253191,0.16236161590385115,0.16173025184023102
2000-02-18,10.891940569619393,0.8577028122998427,-0.01625729422378255,,-0.025469712373199206,0.931708665784062,0.15748088999066848,0.16236161590385115
2000-02-22,10.951527158390308,0.8623950509727859,0.00545579459413851,,0.003212406484778998,0.9347065053054805,0.1582220262018633,0.15748088999066848
2000-02-23,10.968464703480503,0.863728824322398,0.0015453973311538906,,0.008077362030437829,0.9422870422966755,0.1509822818836176,0.1582220262018633
2000-02-24,10.656532166015005,0.8391652111699133,-0.02885125733331658,,-0.028503209745991794,0.9158079986365462,0.1514629128364357,0.1509822818836176
2000-02-25,10.411433934853388,0.8198645694878056,-0.023268434011373882,,-0.017869882921745947,0.899587973526721,0.15405767848502255,0.1514629128364357
2000-02-28,10.493059148571769,0.826292273983009,0.007809386071082812,,0.0030787219305285374,0.9023618225131104,0.1563052282949515,0.15405767848502255
2000-02-29,10.377430102478788,0.8171868847841252,-0.011080739680263832,,-0.004587390321267604,0.8982318168389629,0.15641786670656496,0.1563052282949515
2000-03-01,10.692979088568919,0.8420352808121735,0.02995410071897312,,0.033262725758682984,0.9286119168821618,0.17225252749888015,0.15641786670656496
2000-03-02,10.413745324648621,0.8200465834746632,-0.026460766806436973,,-0.0315106345897831,0.8998069803849844,0.1697115405656769,0.17225252749888015
